Q5_11,2018,2019,2020,2021,2022
1,0.028462058382810147,-0.8647799837163995,-0.6475351577649829,1.356193752384853,-0.28881990391736884
2,-0.6202862362968499,-0.5157698251862027,-0.5624289372891702,-0.09434472467220027,-0.7345077427249144
3,-0.46089870935311295,-0.2122989600685021,-0.4329032420913324,0.8910957229424732,-0.6956873614552453
4,0.10908900409673798,3.526775647414901,-0.2593313450682934,0.09863736298567322,0.3793385813971257
99,,,,,
