Q5_11,2017,2018,2019,2020,2021,2022
1,0.25416666666666665,0.315,0.315,0.3333333333333333,0.135,0.15583333333333332
2,0.5341666666666667,0.49916666666666665,0.4525,0.41583333333333333,0.5016666666666667,0.4841666666666667
3,0.1925,0.17166666666666666,0.20166666666666666,0.225,0.3308333333333333,0.31583333333333335
4,0.019166666666666665,0.014166666666666666,0.030833333333333334,0.025833333333333333,0.0325,0.043333333333333335
99,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334
