Q17,2019,2020,2021,2022
1,-0.4907692163341888,-0.4564331830080835,-0.45857918509096507,-0.46072518717384664
2,-0.525105249660294,-0.5403418644487533,-0.5871247098555717,-0.519525644244802
3,-0.46437339071474537,-0.36200909136129394,-0.2235919570154319,-0.5785407015240455
4,0.18286083748233967,0.9517733837788103,-0.2918348232510662,0.1583964137374896
5,0.808849645058897,3.67011422216491,0.808849645058897,-0.6218899435982534
