Q5_8,2018,2019,2020,2021,2022
1,0.0856818360374114,0.05111279556122235,-0.4270922643593916,0.2504609289739121,0.00674919361677987
2,0.35589650242628856,-0.8448015034466749,-0.5619115222165286,-0.898959666859371,-0.8868605026927048
3,-0.41845000424034434,-0.8545960649149285,-0.13498387233559495,-0.9727069532085741,-0.9150918857482593
4,2.2289623455611274,2.3977744932198504,-0.6264403977720813,1.5986535075452817,-0.19663199451813174
99,,,,,0.7632350293707151
