Q26_4,2008,2009,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1.0,51.3,-45.71,14.57,-6.33,-33.28,60.0,12.5,-55.56,62.5,-30.77,44.44,-30.77,-88.89,500.0
2.0,-22.31,22.34,14.02,-16.01,16.19,-11.39,0.56,2.78,-6.49,-8.09,8.81,-15.61,-34.93,15.79
3.0,-6.31,13.33,0.49,1.49,-5.52,-3.28,3.13,0.25,-1.13,-0.13,-4.34,1.07,4.36,-15.7
4.0,38.5,-39.03,-17.38,13.91,14.13,19.49,-10.73,2.88,7.48,8.26,6.43,8.68,9.03,33.12
9.0,-1.07,0.0,0.0,-49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,,,,,,,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
