Q25_2,2008,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,-9.23,-77.85,-25.7,38.05,62.5,0.0,7.69,-78.57,506.67,4.4,9.47,16.35,32.23
2,31.9,1194.64,13.12,-20.89,-15.44,10.71,-4.3,17.79,-91.26,74.55,-32.29,40.0,-38.46
3,-4.59,-46.03,-17.22,33.71,12.47,-6.98,0.58,-8.03,100.62,-4.87,-0.65,-3.18,-3.62
4,45.79,-66.79,-0.08,45.77,7.46,-20.83,28.07,2.74,18.67,1.12,31.11,-11.02,25.71
9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,,,,,,,,,,,0.0,0.0,0.0
