Q23,2008,2010,2011,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,-5.36,-8.28,-12.07,-8.16,7.65,-14.48,-9.11,-6.85,32.64,-6.26,-2.12,-17.67,-15.25
2,75.19,22.49,50.36,3.96,-13.66,7.91,40.0,1.43,-50.7,20.0,46.03,11.96,-10.19
3,5.7,54.22,9.99,2.38,4.48,27.14,5.06,-9.09,24.71,7.55,-29.39,19.88,22.28
4,12.93,9.44,31.19,30.34,-16.07,30.32,-4.9,23.18,-37.28,2.78,12.97,29.19,20.74
5,,,,0.0,0.0,0.0,-49.96,0.0,0.0,100.0,0.0,0.0,0.0
6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,-67.02,304.33,0.0,-75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
