Q1,2019,2020,2021,2022
1,-0.45061119805508015,-0.6229507469864909,-0.6265713257455541,-0.11389737346219789
2,-0.6200542839792402,-0.16893017059995927,0.16054249647479638,0.09609619456347061
3,-0.7279475309993251,-0.16530959184089608,-0.7554639295682056,0.02658108238945616
4,2.1576537399740854,1.9078338055987207,-0.16893017059995927,2.164170781740399
5,1.623980430888162,1.0207920096282246,-0.7894973699034002,-0.7894973699034002
99,-0.7894973699034002,-0.7894973699034002,-0.7894973699034002,-0.7894973699034002
