id,tara,ara,siz,sex,tsq1,sq1,,Q2,Q3,Q4,q4_1,q4_2,q4_3,q4_4,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,q10,q11,Q11,q13,Q12,aer,Q13,q17,Q14,Q15,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q21_1,q21_2,q21_3,q21_4,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q23,q24,q25,q26,q27,Q18,q29,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q30_7,q31_1,q31_2,q31_3,q31_4,q31_5,q32,Q19_1,Q19_2,Q19_3,Q19_4,Q20,q35_1,q35_2,q35_3,q35_4,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,q42_1,q42_2,q42_3,q42_4,q43,q44_1,q44_2,q44_3,q44_4,q44_5,q44_6,q45_1,q45_2,q45_3,q45_4,q45_5,q45_6,q45_7,q45_8,q46,q47,q48,q49,q50,Q27,q52,q53,q54_1,q54_2,q54_3,td1,d1,d2,td3,d3,td4,td5,d5,d6,d7,d8,d9,wt
687,4,15,2,1,4,52,1963 ,2,2,4,2,1,2,2,2,1,2,3,2,2,1,2,3,4,1,2,4,4,4,3,1,1,4,1,3,3,4,3,2,2,2,3,3,3,3,2,2,2,2,1,1,2,2,2,2,2,2,5,4,2,3,2,2,2,3,2,2,3,2,2,3,3,3,3,3,4,4,2,1,1,2,3,3,2,3,3,1,1,1,3,3,1,2,3,3,3,3,3,3,2,1,2,2,4,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,2,7,3,2,4,1,2,3,3,3,4,6,2,2,3,1,2,6,4,4,1,15,0.95
688,4,15,2,1,4,58,1957 ,1,1,3,2,2,3,2,2,2,2,4,2,2,5,2,4,5,5,5,5,4,4,3,2,1,4,5,4,4,5,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,3,3,4,2,3,5,3,2,2,2,2,2,2,5,5,1,2,2,2,2,4,2,1,3,1,1,1,3,3,1,2,1,2,4,4,4,4,2,2,2,2,4,3,3,3,3,2,2,1,2,2,1,2,3,2,1,2,1,5,2,2,3,1,1,1,5,2,2,2,2,2,3,1,4,12,3,4,1,12,0.95
689,4,15,2,1,4,52,1963 ,2,2,4,3,3,3,3,2,1,2,2,2,2,1,2,2,5,2,2,5,5,5,3,1,1,4,4,4,3,4,3,3,2,1,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,1,4,2,3,2,2,4,4,2,3,4,4,4,1,2,2,2,2,2,4,4,4,3,1,2,3,3,2,1,3,4,1,1,2,3,3,3,3,3,3,3,3,3,2,2,3,3,1,2,3,3,3,2,2,2,2,1,1,2,2,2,2,3,2,5,3,2,4,1,3,2,3,2,3,3,2,2,3,1,2,6,4,4,1,15,0.95
690,4,15,2,2,4,54,1961 ,2,2,3,3,1,2,2,1,2,1,3,2,2,1,2,4,2,3,2,4,4,5,3,1,1,2,2,4,3,4,3,3,2,2,1,2,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,1,5,2,2,2,2,4,4,4,2,2,1,3,2,2,1,2,1,1,2,2,2,1,2,3,3,3,4,4,4,1,1,1,1,2,2,3,2,2,3,2,2,2,3,1,2,3,2,1,3,3,5,3,3,2,4,3,2,4,2,3,5,2,2,3,1,2,5,3,2,3,15,1.03
691,4,15,2,2,4,50,1965 ,3,3,5,3,2,2,3,2,3,3,4,4,4,4,2,2,3,4,3,3,3,3,2,2,1,3,4,3,3,3,3,3,3,3,3,3,4,4,2,2,2,2,3,2,3,1,1,1,2,2,3,2,2,3,2,3,2,4,3,3,4,4,3,3,2,2,3,2,4,3,3,3,2,2,3,3,2,1,4,3,1,1,2,2,1,3,3,3,3,3,4,4,1,2,2,2,4,4,4,5,5,5,5,2,3,3,2,3,3,3,1,2,3,8,2,2,3,4,2,3,2,3,5,9,2,2,3,1,2,6,3,4,3,15,1.03
692,4,15,2,2,4,50,1965 ,4,3,6,3,2,3,2,2,2,1,3,1,2,3,2,3,5,4,4,5,5,5,1,1,2,2,4,3,4,3,2,2,3,3,3,3,3,4,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,2,5,3,2,3,3,3,1,3,1,3,4,2,3,3,3,3,3,3,3,3,4,1,2,2,3,3,2,2,1,2,1,2,3,3,3,3,4,3,2,2,2,3,2,1,3,3,2,2,2,2,2,1,1,1,2,2,1,2,3,8,3,4,2,4,3,3,3,2,2,2,2,2,3,98,4,10,3,4,2,15,1.03
693,4,15,3,2,4,52,1963 ,2,2,5,2,2,2,2,2,2,2,3,2,2,2,2,3,4,3,5,3,3,3,3,1,1,3,1,3,4,3,2,3,4,4,3,3,3,4,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,2,1,3,1,3,3,3,3,2,4,3,3,3,2,3,3,2,2,1,3,3,1,2,3,2,1,2,3,3,2,3,3,3,1,2,2,2,4,3,2,3,2,5,2,2,3,1,1,2,2,3,1,4,2,9,3,3,3,1,1,3,4,2,1,1,2,1,2,98,1,4,4,5,2,15,1.03
694,4,15,2,2,4,51,1964 ,3,2,4,2,2,2,2,2,1,2,3,2,2,5,2,4,4,4,5,4,3,3,1,1,1,2,4,3,3,3,2,2,4,3,4,3,3,4,2,2,1,2,1,2,2,2,2,2,2,1,2,3,2,2,5,3,3,3,3,3,1,3,2,2,1,1,1,3,3,3,2,3,2,3,3,3,2,1,3,3,1,2,3,2,1,2,3,3,3,3,3,3,2,2,2,2,4,2,2,3,5,2,2,2,2,1,1,2,2,2,2,4,2,8,3,3,3,1,2,3,2,3,2,2,2,2,3,98,4,10,3,4,1,15,1.03
695,4,15,2,2,4,57,1958 ,2,2,6,4,4,4,3,2,2,2,3,2,2,3,3,4,4,2,4,4,4,4,1,1,1,2,1,4,4,2,4,3,2,2,1,2,2,2,2,2,1,2,3,2,3,3,2,3,2,4,2,4,2,3,2,2,1,2,3,2,4,3,1,4,3,2,2,2,4,4,3,2,1,2,3,2,2,1,3,1,2,3,3,2,1,2,3,3,2,3,3,3,1,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,2,3,2,5,2,2,3,4,2,2,4,2,5,9,2,1,2,1,2,5,4,5,1,15,1.03
696,4,15,2,2,4,55,1960 ,3,2,3,2,2,2,2,2,1,2,3,2,2,1,2,2,4,2,2,4,4,4,3,1,1,4,2,3,3,4,3,2,2,2,3,3,3,3,2,2,2,2,1,1,2,2,2,2,2,2,5,2,2,3,2,2,2,4,2,2,3,2,2,4,2,2,2,2,4,4,4,3,1,2,2,3,2,1,4,1,1,1,3,3,1,2,4,4,2,2,2,2,2,2,2,2,4,2,3,3,2,2,2,2,3,1,2,2,2,2,2,3,2,6,3,2,4,1,2,2,4,2,5,9,2,2,3,1,2,6,4,4,1,15,1.03
697,4,15,2,2,4,54,1961 ,3,1,3,3,3,3,3,2,2,2,4,1,2,1,2,4,5,5,5,5,5,5,3,2,2,3,5,4,4,5,4,1,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,2,1,5,4,3,2,3,4,4,4,2,2,5,3,1,5,4,2,2,2,5,5,5,5,1,2,2,4,2,1,3,1,1,1,2,2,1,4,3,3,4,4,4,4,1,1,1,1,4,5,5,5,5,5,2,2,3,1,1,2,3,2,1,4,2,6,2,4,5,1,2,1,5,2,2,2,2,2,3,1,3,8,4,5,1,15,1.03
698,4,15,2,1,5,61,1954 ,1,2,3,2,2,1,1,2,1,1,3,2,1,1,2,1,3,3,3,4,4,5,3,3,1,3,1,2,3,4,2,3,2,2,3,4,4,4,2,2,2,2,1,1,1,1,2,2,2,2,3,2,3,3,3,4,4,3,3,2,2,3,1,2,3,2,2,2,4,3,2,2,2,3,3,2,2,3,1,1,1,2,3,3,1,2,3,3,4,4,3,4,1,1,3,3,2,2,3,3,5,2,2,2,2,1,1,2,2,2,1,3,2,8,3,2,4,4,3,4,3,3,2,2,2,1,2,1,3,7,2,3,3,15,0.92
699,4,15,2,1,5,61,1954 ,3,2,5,3,2,3,2,3,1,1,4,1,1,3,3,4,5,3,5,4,3,3,1,1,1,3,4,3,4,2,3,2,4,4,4,4,4,3,2,2,2,2,1,2,2,2,2,2,2,1,1,2,3,2,5,3,4,3,2,3,2,3,1,1,1,1,1,2,4,3,3,4,1,3,3,3,1,1,3,3,1,2,2,2,1,2,3,3,2,2,3,3,1,1,1,1,4,3,2,5,3,2,2,2,4,2,2,2,2,2,2,3,1,8,3,2,2,2,4,3,2,3,3,4,2,2,3,98,3,7,4,5,2,15,0.92
700,4,14,2,1,1,23,1992 ,4,4,4,3,3,3,3,3,4,4,3,3,3,1,3,4,5,4,5,5,4,5,3,3,1,4,2,4,4,4,3,3,4,4,4,4,4,4,2,2,2,2,1,1,2,2,1,2,2,1,2,3,2,3,2,4,3,2,3,2,1,2,2,2,1,1,1,3,3,3,3,2,2,3,3,2,1,1,3,4,1,2,3,2,3,3,3,3,3,3,4,4,2,2,2,2,4,2,1,2,2,3,2,2,1,1,2,2,1,1,2,3,3,7,3,3,2,4,4,3,3,2,6,10,1,3,4,98,4,9,3,3,3,14,0.98
701,4,14,3,1,1,25,1990 ,4,3,6,3,3,2,3,3,3,2,3,3,2,3,3,3,4,4,4,3,4,4,2,3,3,3,2,2,3,4,3,3,3,3,2,3,3,3,2,2,2,2,2,1,2,1,2,2,3,4,1,3,2,3,3,3,4,3,2,3,4,3,1,2,2,3,2,2,5,5,4,3,1,2,2,2,2,1,4,1,1,2,1,3,1,3,2,3,3,3,3,3,2,1,2,2,1,1,2,1,3,3,3,1,3,2,3,2,2,2,2,2,1,9,2,3,3,4,3,1,3,4,2,2,1,3,4,98,3,8,3,4,1,14,0.98
702,4,14,2,1,1,24,1991 ,1,2,3,2,1,1,1,1,2,4,4,1,2,5,1,2,5,5,3,4,4,4,2,1,2,3,2,2,2,5,2,2,3,2,3,2,2,2,2,2,2,2,1,2,1,3,2,2,3,3,3,1,1,3,2,3,2,4,4,1,2,4,1,2,2,2,2,2,5,4,3,3,2,1,2,2,2,1,3,1,1,2,2,2,1,3,3,3,2,2,4,3,1,2,3,3,2,3,4,4,2,2,1,1,1,1,1,2,1,1,1,4,2,5,3,2,1,2,4,1,2,2,6,10,1,3,4,1,3,7,3,4,4,14,0.98
703,4,14,2,1,1,26,1989 ,5,4,6,4,4,4,3,4,4,3,2,3,2,5,4,4,4,4,4,5,4,1,1,2,3,2,5,4,4,4,3,3,4,4,4,4,3,3,2,2,2,2,3,3,3,3,3,3,2,1,2,3,3,2,5,3,3,3,2,1,1,4,2,3,2,2,3,2,4,4,4,4,2,2,3,2,2,3,4,1,3,3,3,3,3,3,3,3,3,4,4,3,2,1,3,2,4,5,3,2,4,2,2,2,3,2,1,2,3,2,1,3,3,7,3,4,3,4,3,3,2,2,6,10,1,3,4,98,4,11,3,3,6,14,0.98
704,4,14,2,1,1,29,1986 ,4,3,5,2,3,3,3,3,2,3,4,2,2,1,3,4,5,5,5,4,4,4,2,2,1,3,4,3,3,4,3,1,3,2,2,1,2,4,2,2,2,2,2,1,2,1,3,1,2,2,5,3,3,3,2,3,3,1,2,2,2,3,1,4,4,4,4,3,3,3,2,2,3,3,3,2,2,1,3,2,1,1,3,3,3,1,4,4,3,4,4,3,1,1,3,3,2,4,2,4,2,2,2,2,1,1,2,1,3,1,1,2,2,9,2,2,3,2,3,4,2,2,3,3,1,3,4,98,4,9,4,4,1,14,0.98
705,4,14,2,1,1,26,1989 ,3,2,5,4,2,4,4,3,2,2,4,2,2,5,2,3,5,5,3,5,5,4,3,3,2,3,5,4,4,4,4,2,2,2,4,2,4,4,2,2,1,2,1,1,1,1,1,1,3,4,2,3,2,3,5,3,3,2,3,3,3,3,1,2,2,2,2,2,3,3,2,4,2,2,2,2,2,4,3,4,1,2,4,3,1,2,3,3,3,3,3,3,1,3,3,3,2,2,2,3,2,2,4,2,4,1,1,1,1,3,1,3,2,7,3,2,3,4,4,2,3,3,4,6,1,3,4,98,2,5,3,4,1,14,0.98
706,4,14,2,2,1,29,1986 ,1,1,4,2,1,2,1,2,2,3,3,2,2,1,1,3,4,4,1,3,1,4,1,1,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,3,1,2,2,4,1,2,4,3,1,2,2,2,3,3,4,4,3,2,1,3,2,4,2,1,4,1,1,2,2,2,3,3,3,3,3,4,3,3,2,2,2,2,1,2,4,4,2,2,2,2,3,2,1,2,2,3,2,3,1,7,3,2,2,4,3,1,4,4,4,6,1,3,4,98,4,11,3,3,1,14,0.95
707,4,14,3,2,1,25,1990 ,1,1,5,2,2,2,1,1,1,1,4,1,2,5,1,1,3,3,2,5,4,4,2,2,2,5,2,3,3,5,4,2,3,1,1,3,4,4,2,1,1,2,1,1,1,1,1,2,1,3,2,2,2,4,2,2,1,4,4,1,1,1,2,3,1,1,1,1,5,5,5,5,1,2,1,4,1,1,4,1,1,3,4,2,1,2,3,3,2,4,4,3,1,1,4,4,1,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,1,2,2,4,1,5,1,4,6,1,3,4,1,1,3,2,4,1,14,0.95
708,4,14,2,2,1,24,1991 ,5,3,6,3,3,2,2,2,3,1,3,2,2,3,3,4,5,4,5,4,4,5,3,2,1,3,4,3,3,5,2,1,3,2,2,4,4,4,2,2,2,2,1,2,1,1,1,1,2,1,5,3,2,2,2,1,2,2,1,2,3,3,1,3,4,3,2,2,4,4,3,2,1,3,2,2,2,1,2,2,1,1,4,3,1,1,3,3,3,3,4,4,2,2,3,2,2,3,2,4,2,2,3,1,2,2,2,3,3,2,1,3,2,8,2,2,1,2,3,3,4,2,4,6,1,3,4,3,4,10,3,4,1,14,0.95
709,4,14,3,2,1,27,1988 ,3,3,5,3,2,3,3,3,2,3,3,2,1,4,2,3,4,4,3,4,3,4,2,3,2,3,3,2,3,4,2,2,2,4,4,4,3,3,2,2,2,2,1,1,1,2,1,2,3,2,2,3,2,3,3,3,4,3,4,4,4,3,1,3,2,3,2,3,5,4,3,2,1,2,2,2,2,1,4,1,1,2,2,2,1,3,4,2,2,3,2,2,2,2,3,2,1,1,3,3,2,3,2,1,3,2,1,3,2,1,2,3,1,9,3,3,2,4,3,1,3,2,3,3,1,3,4,1,3,8,4,5,2,14,0.95
710,4,14,2,2,1,21,1994 ,3,3,4,2,2,2,1,3,4,4,3,3,4,1,3,4,5,5,4,4,5,4,3,3,1,4,2,3,3,4,3,3,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,2,2,1,4,3,3,3,2,4,3,2,2,2,2,3,3,3,2,2,2,3,3,3,1,1,2,3,3,2,1,1,2,4,1,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,2,2,2,1,2,2,1,2,2,1,2,2,1,2,3,4,7,3,3,2,4,4,4,2,1,6,10,1,3,4,98,3,7,3,4,3,14,0.95
711,4,14,2,1,2,31,1984 ,2,2,5,2,2,2,1,2,3,2,99,2,3,1,1,3,4,4,2,3,1,3,1,2,2,2,1,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,3,1,2,2,3,1,2,4,3,2,2,2,2,3,3,3,3,2,2,2,2,3,4,2,4,3,1,2,1,2,1,1,3,3,3,3,3,3,3,2,1,2,2,1,2,4,3,2,2,1,2,3,2,1,2,2,3,2,4,2,6,3,3,4,1,2,2,2,2,4,6,1,3,4,98,2,5,3,4,2,14,0.94
712,4,14,3,1,2,38,1977 ,3,2,3,4,4,4,4,3,3,3,3,3,1,3,2,2,4,2,2,5,4,4,3,2,3,4,2,3,4,2,4,2,3,3,3,4,4,4,2,2,2,2,3,2,3,3,3,3,2,1,3,3,3,2,2,3,4,2,4,4,2,5,2,3,2,3,3,3,3,2,1,3,3,3,4,3,3,3,3,1,2,3,3,1,3,3,3,3,3,3,4,3,2,1,3,2,4,2,2,5,5,5,4,2,3,2,2,2,1,1,1,3,1,8,2,3,4,4,3,3,3,4,2,2,2,3,4,98,4,9,3,4,1,14,0.94
713,4,14,2,1,2,38,1977 ,2,2,5,2,2,2,2,1,2,2,3,2,2,3,3,3,4,2,3,4,4,4,1,1,2,3,1,2,2,3,2,2,3,3,3,2,2,4,2,1,1,2,1,1,2,1,3,2,2,2,1,2,2,2,2,2,1,2,2,1,4,3,2,4,3,4,4,2,4,4,4,3,2,2,2,3,2,3,2,1,1,2,3,3,3,3,3,3,3,4,3,4,2,2,3,4,4,4,2,4,2,2,2,3,1,1,2,1,1,1,1,2,2,9,3,2,3,1,2,2,4,2,4,6,2,2,3,1,2,5,5,6,1,14,0.94
714,4,14,2,1,2,39,1976 ,4,3,6,4,4,4,4,4,4,4,4,4,1,3,3,4,4,3,4,5,3,4,2,3,2,4,4,3,4,5,4,2,3,3,3,3,3,3,2,2,1,2,3,1,3,4,3,3,2,1,4,3,4,2,2,4,5,5,2,1,1,5,1,5,4,4,4,4,3,3,3,3,2,2,3,3,2,1,3,1,1,1,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,5,4,5,2,3,2,2,1,2,1,1,1,1,8,2,2,4,1,1,2,1,2,4,6,2,3,4,98,2,5,5,5,3,14,0.94
715,4,14,2,1,2,33,1982 ,3,1,1,1,1,1,1,2,2,2,4,1,1,3,2,2,5,3,2,4,5,5,2,2,2,4,2,2,3,4,3,3,4,3,4,3,3,3,2,2,2,2,1,1,1,4,1,1,2,2,2,2,2,2,2,3,2,2,4,2,3,3,1,3,4,4,4,3,4,4,4,4,1,1,1,1,1,1,3,4,1,2,3,2,1,3,3,3,1,3,3,3,1,2,3,3,1,3,3,2,2,5,2,2,2,1,1,3,2,3,1,3,2,9,4,3,2,2,3,2,3,3,2,2,2,3,4,98,2,5,4,5,3,14,0.94
716,4,14,3,1,2,38,1977 ,2,2,4,3,2,3,2,2,2,2,4,3,2,2,3,3,4,2,4,3,3,4,2,3,2,2,2,2,3,4,2,2,2,4,2,3,3,3,2,2,2,2,2,1,2,2,1,2,4,3,2,3,2,3,3,3,4,3,3,4,3,3,1,2,3,2,2,2,5,5,4,4,1,2,3,2,2,1,3,3,1,2,2,1,1,3,4,3,1,3,4,3,2,1,2,2,3,1,2,1,2,1,2,1,3,2,2,2,3,2,2,3,2,9,3,3,2,4,2,2,3,3,4,6,2,3,4,98,3,8,4,4,1,14,0.94
717,4,14,2,2,2,39,1976 ,2,4,5,2,2,2,2,3,4,2,4,2,3,1,3,3,5,4,4,4,4,5,3,3,3,4,2,3,3,3,3,3,4,4,4,4,3,3,2,2,2,2,1,1,2,2,1,1,2,1,4,2,2,2,3,4,3,3,3,2,2,3,3,3,1,1,1,3,3,2,2,1,2,4,3,1,1,1,3,4,1,3,3,3,1,2,3,2,3,3,3,3,1,2,1,2,4,2,1,2,3,3,2,1,1,1,1,2,1,2,1,3,2,8,4,3,2,1,3,3,2,2,5,9,2,2,3,3,3,8,4,4,3,9,1.03
718,4,14,2,2,2,32,1983 ,2,4,3,2,2,2,2,3,2,1,1,4,4,2,2,4,4,5,5,3,5,5,1,1,2,3,1,2,4,3,2,3,4,2,3,3,3,3,2,2,2,2,1,1,1,4,2,1,3,1,3,1,2,3,2,3,2,3,4,1,2,3,1,2,2,2,2,3,3,3,3,3,1,2,2,2,1,1,3,4,2,3,3,3,1,3,3,2,3,4,4,3,1,2,3,3,1,5,4,3,2,5,1,1,3,1,2,2,1,3,1,4,2,6,4,4,3,4,3,2,3,2,5,9,2,2,3,98,2,6,4,4,3,14,1.03
719,4,14,2,2,2,32,1983 ,2,3,3,2,2,2,1,3,3,2,2,2,2,5,2,3,2,1,2,3,3,4,3,3,3,4,1,2,3,3,2,3,3,3,3,3,3,3,2,2,1,2,3,2,3,3,3,3,4,2,2,2,2,3,2,2,1,4,1,2,4,2,3,3,3,3,3,2,4,4,3,3,2,2,2,4,2,3,4,1,1,3,3,2,3,2,3,2,3,3,3,3,2,2,3,2,1,4,4,4,2,3,2,2,2,2,2,2,1,1,1,2,2,6,3,3,3,2,4,2,2,3,4,6,2,3,4,98,2,6,4,5,2,14,1.03
720,4,14,2,2,2,36,1979 ,3,3,5,3,2,2,1,1,1,1,4,1,1,1,3,3,5,3,5,4,5,5,2,2,1,4,4,3,3,5,1,1,4,3,3,4,4,4,2,2,2,2,1,1,2,1,2,1,1,1,4,3,3,3,2,2,2,2,1,2,4,3,1,3,3,2,3,3,3,3,2,1,1,3,3,2,3,1,3,2,1,1,4,3,3,2,4,2,3,3,3,3,1,1,2,1,4,3,2,4,2,2,2,1,3,1,1,2,2,1,1,2,3,4,2,2,2,2,3,3,3,2,3,3,2,3,4,2,3,7,3,4,2,14,1.03
721,4,14,3,2,2,33,1982 ,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,1,4,4,4,4,4,4,2,2,1,2,1,1,1,1,1,1,1,1,2,4,4,4,3,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,2,3,3,3,1,1,1,1,3,4,4,3,3,5,2,1,2,1,1,2,1,2,1,2,1,5,2,2,3,1,2,1,1,3,1,1,2,2,3,2,3,8,3,3,1,2,1.03
722,4,14,2,1,3,45,1970 ,2,2,5,2,1,2,2,2,2,1,3,3,3,1,3,3,4,3,4,5,5,5,2,3,2,3,1,2,4,5,4,2,2,3,3,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,3,2,2,3,3,3,2,2,3,3,3,1,2,2,2,4,2,4,4,4,1,2,2,3,3,2,1,3,1,1,2,3,2,1,3,2,3,2,3,3,3,2,1,3,3,2,1,3,2,2,2,2,1,3,1,1,2,3,3,2,2,2,7,2,2,3,4,3,1,4,2,3,4,2,2,3,98,4,9,3,3,1,15,0.99
723,4,14,3,1,3,40,1975 ,4,3,6,4,4,4,3,3,3,3,4,3,4,3,4,3,5,3,3,3,4,5,3,2,2,4,5,4,4,5,4,3,4,2,2,2,4,2,2,2,2,2,1,1,2,2,2,2,1,1,4,4,3,2,1,5,4,1,4,2,3,3,2,4,4,4,4,1,5,4,3,4,1,1,1,3,2,1,3,2,1,2,4,1,1,3,4,3,3,3,3,3,1,3,3,3,2,5,5,5,4,5,3,2,3,3,3,2,4,3,2,2,1,8,3,4,3,4,2,2,3,4,3,3,2,3,4,98,3,8,3,4,1,14,0.99
724,4,14,2,1,3,44,1971 ,5,3,6,3,3,3,3,3,3,3,3,2,3,3,4,2,4,4,5,4,3,4,3,3,4,3,5,4,4,5,4,2,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,3,2,4,2,3,2,5,4,4,1,4,2,2,5,1,4,4,2,3,2,4,4,4,2,1,2,3,3,2,1,3,4,1,2,4,1,3,3,3,3,3,3,4,3,2,2,3,2,2,2,3,1,3,3,2,2,2,2,1,2,1,1,1,2,2,7,2,2,4,1,2,2,2,3,2,2,2,2,3,98,3,7,4,4,4,16,0.99
725,4,14,2,1,3,40,1975 ,1,2,3,1,1,1,1,1,1,1,4,1,1,3,2,4,5,5,2,4,4,4,2,1,2,3,4,4,4,5,2,2,4,3,4,2,4,4,2,2,2,2,1,2,1,4,2,1,2,2,3,2,2,3,1,4,2,4,4,1,2,2,1,5,3,3,3,3,5,4,2,3,2,2,1,2,1,4,2,1,1,2,2,2,1,3,3,3,1,3,3,3,1,2,3,3,4,3,3,3,2,2,1,1,2,1,1,3,1,4,2,4,1,4,3,2,2,2,4,2,4,2,3,3,1,3,4,98,3,7,3,3,4,14,0.99
726,4,14,3,1,3,46,1969 ,2,2,3,3,3,2,2,2,2,3,3,2,1,3,2,2,4,4,4,4,4,5,2,3,2,3,2,2,2,3,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3,3,1,3,2,3,3,3,3,3,4,3,4,3,1,2,2,2,3,2,5,5,4,4,2,2,2,2,2,1,3,1,1,2,1,1,1,3,3,3,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,3,2,2,2,2,3,2,2,2,8,2,2,3,4,3,1,4,1,4,6,2,3,4,1,4,9,3,4,1,14,0.99
727,4,14,2,1,3,43,1972 ,3,3,4,2,2,2,1,3,4,3,3,4,3,1,2,3,5,4,5,5,4,5,3,3,1,3,2,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,1,2,1,1,2,1,2,1,4,2,2,2,2,4,3,2,3,1,2,3,3,3,1,1,1,3,3,3,1,1,2,3,3,1,1,1,2,4,1,2,2,2,3,3,3,3,3,3,4,4,2,2,2,2,4,2,1,2,2,2,1,1,1,2,1,2,1,2,1,3,3,7,3,3,2,4,3,3,2,1,3,4,2,3,4,98,3,8,3,4,2,14,0.99
728,4,14,2,1,3,42,1973 ,1,2,5,4,3,2,2,2,1,1,2,1,1,5,1,2,2,5,1,4,2,4,1,2,2,2,2,4,4,5,4,3,3,2,3,2,4,2,2,2,1,2,1,1,1,1,2,1,2,1,2,3,4,2,2,4,2,1,2,1,5,3,1,3,2,2,2,2,5,5,4,4,2,2,1,4,2,1,2,1,1,2,4,2,1,1,3,3,4,3,3,3,1,1,1,1,1,1,4,4,1,1,2,1,1,1,1,1,1,1,1,4,1,4,3,4,1,4,4,3,3,3,4,6,1,3,4,98,3,8,4,4,1,14,0.99
729,4,14,2,2,3,44,1971 ,2,2,4,3,3,3,3,2,3,2,3,2,2,1,2,2,5,3,4,4,4,4,3,3,3,2,2,3,2,3,3,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,2,3,3,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,1,3,3,1,2,3,3,1,2,2,2,3,3,3,3,2,1,2,1,4,2,3,3,2,2,2,1,2,1,1,1,2,2,1,3,2,8,3,3,2,1,3,2,3,2,4,6,2,3,4,98,3,7,3,4,2,14,0.91
730,4,14,3,2,3,48,1967 ,2,3,6,2,3,2,3,3,2,3,3,2,3,4,3,3,4,4,5,4,4,4,3,2,3,3,5,2,4,3,4,3,4,4,2,3,2,3,2,2,2,2,1,2,3,2,2,3,2,3,4,3,2,2,2,4,4,3,4,3,2,3,1,3,2,3,2,3,3,4,4,3,1,2,3,2,2,1,3,1,2,3,3,2,1,2,4,3,3,2,3,3,2,3,4,3,4,3,2,4,3,4,3,2,2,2,1,3,2,2,2,3,1,9,2,2,4,1,2,3,4,3,5,9,2,2,3,98,2,6,3,4,2,14,0.91
731,4,14,2,2,3,40,1975 ,2,2,2,1,1,1,1,1,1,3,3,1,1,1,1,2,5,5,2,3,3,5,1,1,1,5,1,1,4,3,2,3,4,3,4,3,3,3,2,2,2,2,1,1,1,3,1,1,2,3,2,1,1,3,2,3,3,3,2,1,3,3,1,3,3,3,3,3,4,4,2,2,2,2,2,2,2,1,2,4,1,2,2,2,1,4,3,3,2,3,3,3,1,2,3,3,2,5,3,3,2,5,1,2,2,1,1,1,1,4,1,4,2,5,4,4,3,4,3,1,4,3,3,3,2,2,3,98,3,7,3,3,4,14,0.91
