id,ara,siz,sex,age,Q2,Q3,Q4,a15,a16,a17,a18,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,a35,a36,Q11,Q12,a39,Q13,Q14,Q15,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a65,Q18,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,Q19_1,Q19_2,Q19_3,Q19_4,Q20,b07,b08,b09,b10,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,Q27,b49,b50,b51,b52,b53,b54,b55,b57,job,mar,edc,rel,inc,b66,b67,b68,b69,wara,db48,wt
174,1,2,2,3,4,2,4,2,2,3,3,3,2,2,3,3,3,3,3,3,4,4,5,5,4,4,3,3,1,4,3,3,2,2,2,2,2,4,4,4,2,2,1,2,1,1,2,2,2,2,2,2,2,3, ,2,2,2,3,3,2,2,1,2,2,2,2,2,3,3,2,2,1,1,3,3,3,3,3,1,3,1,1,3,3,3,1,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,4,3,4,3,3,3,2,2,3,4,3,5,2,2,2,2,1,4,3,3,2,9,8,2,1
175,1,2,1,2,3,3,4,2,2,1,2,2,2,2,4,2,3,2,3,3,4,4,4,5,5,5,3,3,1,1,3,3,3,2,4,2,2,4,4,4,2,2,1,2,2,2,1,1,2,1,2,2,3,4,1,3,2,2,3,3,2,3,2,2,2,2,2,3,3,3,1,1,1,1,3,3,3,4,3,1,2,1,1,2,2,2,1,3,2,3,3,4,3,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,3,3,2,2,2,3,3,3,5,2,4,2,3,98,3,3,4,2,10,8,2,1.02564102564103
176,1,2,1,2,3,2,4,2,2,2,3,3,2,2,4,2,3,1,3,3,4,4,4,4,4,4,3,3,1,1,3,3,3,2,4,2,2,4,4,4,2,2,1,2,2,2,2,2,3,2,2,2,3,3, ,2,2,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,3,3,3,3,3,1,3,1,1,2,2,2,1,2,2,3,3,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,5,2,4,2,3,98,3,3,4,2,8,8,2,1.02564102564103
177,1,2,1,3,4,3,5,2,2,3,2,3,2,2,3,2,3,1,3,2,4,4,4,5,5,4,3,3,1,2,3,3,2,2,4,2,2,4,4,4,2,2,1,2,2,2,1,2,2,2,2,2,3,4,1,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,2,2,1,1,3,3,3,3,2,1,4,4,1,2,2,2,1,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,6,2,4,2,3,98,4,3,4,1,10,8,2,1.02941176470588
178,1,2,2,1,2,3,4,2,2,2,2,3,2,2,3,3,4,1,3,3,5,4,4,4,4,5,3,3,2,1,4,4,3,2,3,2,3,4,4,4,2,2,1,2,1,1,1,2,2,2,1,2,2,3, ,2,2,2,3,3,3,3,4,2,2,3,3,2,2,3,2,2,1,1,3,3,3,3,3,1,3,1,1,1,1,1,1,3,2,2,3,3,3,3,1,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,4,3,3,2,3,2,2,3,3,2,6,3,4,1,3,2,3,4,4,2,10,8,1,1
179,1,2,1,3,2,2,3,2,2,1,2,3,2,2,3,3,3,1,3,3,4,4,4,4,4,5,2,3,1,2,3,3,2,2,4,2,2,4,4,4,2,2,2,2,1,1,1,2,2,1,2,1,2,3, ,2,2,2,3,3,2,2,2,2,1,2,2,3,3,3,2,2,1,1,3,3,3,3,1,1,3,1,1,1,1,1,1,3,2,2,3,3,3,3,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,4,3,2,6,3,4,2,3,98,4,3,4,2,13,8,2,1.02941176470588
180,1,2,2,3,2,2,3,2,2,2,2,3,3,2,3,4,3,1,4,3,5,4,4,5,5,5,3,1,1,1,3,3,3,3,4,2,2,4,4,4,2,2,1,2,1,1,2,2,2,2,2,2,2,3, ,3,3,3,3,2,1,2,2,2,2,4,3,3,3,3,2,2,1,1,3,3,3,3,3,1,2,1,1,3,1,1,1,3,2,3,3,3,3,3,1,1,2,1,2,2,2,2,2,3,2,3,2,2,2,2,3,3,3,3,3,4,3,2,2,3,3,3,5,2,3,2,2,98,4,3,4,2,1,8,3,1
181,1,2,1,2,2,2,2,2,2,3,2,3,2,2,3,2,3,1,3,2,4,4,5,5,4,4,3,3,1,1,3,3,3,2,4,2,2,4,4,4,2,2,1,2,2,1,2,2,1,2,2,2,2,3, ,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,4,3,3,3,2,2,3,3,2,3,3,3,6,3,3,2,2,98,2,4,4,2,8,8,1,1.02564102564103
182,1,2,1,4,1,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,5,4,4,4,4,4,3,1,1,2,3,4,2,2,4,2,2,4,4,2,2,2,1,2,1,1,1,2,2,2,3,2,2,3, ,1,2,2,3,4,2,2,2,2,1,4,3,3,2,3,2,1,1,1,3,3,4,3,2,1,2,1,1,2,2,2,1,2,2,2,3,3,3,3,1,2,2,2,2,2,1,4,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,1,3,3,3,2,6,2,2,2,2,2,3,3,4,1,12,8,1,1
183,1,2,2,2,5,3,5,2,2,2,4,2,2,2,4,3,3,1,4,3,4,4,5,5,4,4,3,3,1,1,3,3,2,2,3,2,2,4,4,4,2,2,1,2,2,2,2,2,1,2,2,2,2,3, ,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,3,3,3,3,1,3,1,1,1,1,1,1,2,2,2,3,3,3,3,1,2,2,2,3,2,2,2,3,2,3,3,2,2,2,3,3,4,3,4,3,3,2,2,2,3,3,3,5,3,5,2,2,2,3,3,4,2,9,8,2,1
184,1,2,1,1,4,4,6,2,2,2,2,3,2,2,3,2,2,1,3,3,4,5,5,5,5,5,3,3,1,1,4,4,3,2,3,2,2,4,4,4,2,2,1,2,2,2,1,2,2,1,2,1,3,4,4,2,2,2,3,3,2,2,2,2,1,3,2,2,2,3,2,2,1,1,3,3,3,3,3,1,2,1,1,3,3,2,1,2,2,3,3,3,3,3,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,3,4,3,2,3,2,2,3,4,2,6,3,3,1,3,98,3,4,4,2,13,8,1,1
185,1,2,1,4,3,2,3,2,2,2,2,3,3,2,3,2,3,1,3,3,4,4,4,5,5,4,3,3,1,1,3,3,2,2,2,2,2,4,4,4,2,2,1,2,2,2,1,2,2,2,2,2,3,3, ,2,2,2,3,3,2,2,2,2,1,3,2,2,2,4,1,1,1,1,3,3,3,3,3,1,2,1,1,2,2,2,1,3,2,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,2,3,3,3,3,5,2,3,2,1,98,2,4,4,1,8,8,3,1
186,1,2,1,2,3,2,4,2,2,2,2,2,3,2,4,2,3,1,3,3,4,4,4,5,5,4,3,3,1,1,3,3,3,2,4,2,2,4,4,4,2,2,1,2,2,2,1,1,2,1,2,2,3,3, ,2,2,2,3,3,3,2,2,2,1,2,2,3,2,3,2,2,1,1,3,3,3,2,2,1,2,1,1,1,1,1,1,3,2,2,3,4,3,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,5,2,3,2,2,98,3,3,4,2,10,8,2,1.02564102564103
187,1,1,2,4,4,4,6,3,2,2,2,2,1,2,2,1,2,1,3,3,4,4,3,4,4,4,2,2,1,5,3,3,3,3,4,4,3,2,4,2,2,2,2,2,2,1,2,3,2,2,1,1,3,4,1,3,3,3,3,4,3,2,3,2,2,5,3,4,2,3,2,1,2,2,2,3,2,3,3,1,3,4,2,3,3,3,1,3,2,3,3,4,3,4,3,2,3,4,3,1,2,3,3,3,2,2,2,2,1,1,2,3,2,2,3,5,4,3,3,4,4,4,5,3,2,2,2,98,2,4,5,3,13,1,3,1
188,1,1,1,1,2,2,5,3,3,2,3,1,2,1,1,2,1,3,4,3,4,4,5,4,5,4,2,2,1,4,4,4,4,1,2,2,2,2,4,2,2,2,1,2,2,1,2,1,2,2,1,1,4,4,3,2,3,4,3,3,1,3,2,2,1,4,2,2,2,3,3,3,2,2,1,2,3,3,2,1,3,1,1,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,4,3,2,2,3,3,5,2,6,1,3,98,4,3,3,2,1,1,1,1.05405405405405
189,1,2,2,1,2,2,2,1,3,2,3,1,2,2,3,1,1,3,3,3,5,4,5,4,4,4,2,2,1,2,3,3,2,3,2,2,4,4,4,3,2,1,1,2,1,1,2,2,3,1,3,2,3,3, ,3,3,4,2,2,4,3,1,3,2,2,2,3,2,2,5,5,4,4,1,1,1,4,3,3,1,1,3,2,2,1,1,1,3,4,3,2,3,2,1,1,2,2,2,1,5,5,3,2,2,1,3,2,1,2,3,3,3,3,3,2,4,3,1,2,4,3,3,4,6,1,3,98,2,4,4,3,8,8,1,1
190,1,2,1,4,1,2,3,3,1,1,1,1,1,1,3,1,1,3,1,2,2,3,5,4,3,1,2,2,2,4,3,3,3,3,4,2,1,1,4,3,2,2,1,2,2,1,1,1,1,1,3,3,1,2, ,2,3,4,1,1,2,1,3,2,1,5,5,2,5,1,5,5,5,2,1,2,1,4,3,1,3,4,1,1,1,1,1,1,3,3,1,2,3,4,1,1,1,1,3,3,1,2,4,4,1,1,2,1,1,1,1,1,2,3,2,1,3,3,2,1,4,1,5,2,6,1,2,2,1,5,6,5,4,8,1,1
191,1,2,1,3,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,3,4,4,2,4,3,3,3,3,1,1,2,3,3,3,4,1,1,1,4,1,2,2,1,2,1,1,1,1,1,1,2,1,2,3, ,2,3,3,2,1,4,3,1,3,1,4,3,1,4,3,5,5,5,5,1,2,2,3,3,1,3,1,1,2,2,1,1,3,2,2,2,3,3,3,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,3,3,3,2,2,3,3,3,4,3,3,6,4,2,2,3,98,3,3,3,1,13,8,1,1.02941176470588
192,1,2,2,2,3,2,3,3,1,2,4,2,2,2,3,1,1,1,3,3,5,5,5,5,5,5,3,2,2,1,3,3,2,2,4,4,4,4,4,3,2,2,1,2,1,1,1,1,1,1,1,2,4,5,1,3,3,3,3,2,1,1,1,2,2,2,2,2,2,3,4,3,2,2,1,3,3,3,3,1,2,3,1,2,2,2,1,3,3,3,4,4,4,4,1,2,2,2,2,2,4,4,5,4,5,5,2,2,2,2,1,1,1,1,2,3,2,1,2,2,2,2,5,2,4,2,3,2,2,4,4,1,11,8,2,1
193,1,2,1,1,3,2,5,1,1,1,1,1,2,3,3,1,1,5,1,1,3,5,2,4,4,4,2,1,2,2,1,1,3,3,3,3,3,3,4,3,2,2,2,2,1,1,1,2,2,2,4,1,2,1, ,2,4,4,1,1,5,4,1,2,3,3,2,3,2,2,5,5,4,5,2,3,2,3,1,3,2,1,3,4,2,2,1,3,2,4,4,4,3,3,3,2,2,2,2,3,1,5,5,1,5,1,2,1,1,1,2,2,3,4,2,2,4,2,1,1,2,1,3,3,6,1,3,98,2,4,5,3,8,8,1,1
194,1,2,1,1,4,3,4,3,2,2,2,2,1,1,3,2,1,1,3,2,5,5,1,5,5,5,3,3,1,2,2,4,2,2,3,3,4,4,4,4,2,2,2,2,1,1,1,2,2,1,1,1,1,3, ,2,3,3,3,3,3,3,2,2,1,3,1,1,2,2,4,4,3,4,2,3,2,4,2,1,1,1,1,1,2,1,1,1,3,3,3,3,3,3,1,1,1,1,2,1,3,3,2,2,2,2,3,1,1,1,2,2,2,2,3,3,2,2,2,3,4,3,7,2,6,1,3,99,4,4,5,2,8,8,2,1
195,1,2,2,1,3,2,4,1,1,2,2,2,2,1,3,3,1,5,2,3,3,1,4,4,5,5,2,3,1,2,2,2,1,1,3,4,4,4,4,4,2,1,1,2,2,2,2,2,1,1,2,1,1,3, ,1,3,3,5,1,3,1,3,3,2,3,1,3,1,3,2,3,1,1,3,2,3,2,2,2,4,1,1,2,3,1,4,3,2,4,3,3,3,2,1,1,1,1,1,3,1,5,5,4,1,5,2,3,1,2,3,1,4,4,3,4,3,1,2,3,3,3,8,2,4,1,3,2,4,3,4,2,8,8,3,1
196,1,2,2,1,4,3,4,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,3,1,2,2,2,2,1,2,4,3,3,4,4,3,2,2,2,2,1,1,2,2,3,2,2,2,3,3, ,2,2,3,5,3,4,3,2,2,2,2,1,2,1,2,3,3,3,2,2,2,3,3,2,2,1,4,1,1,1,1,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,2,1,3,3,3,2,2,2,3,3,5,2,4,1,3,2,3,3,4,2,8,8,2,1
197,1,2,2,1,3,2,5,2,1,1,1,1,1,1,2,3,2,1,3,2,5,4,2,4,5,4,3,1,2,4,3,4,4,1,4,3,4,4,4,3,1,2,2,2,1,1,1,2,2,1,1,1,2,2, ,2,2,4,2,3,4,3,2,4,1,2,1,3,2,2,4,4,2,2,1,2,2,4,2,1,3,1,3,2,2,2,3,3,3,3,4,4,4,4,2,2,2,1,2,2,4,4,4,1,2,2,2,1,2,1,1,3,3,2,2,2,2,2,1,3,4,2,6,2,6,1,3,2,4,3,4,1,8,8,1,1
198,1,2,1,4,2,2,2,4,2,4,3,3,1,1,4,2,2,3,3,2,5,4,4,4,3,5,1,1,2,4,2,2,2,1,4,3,3,4,4,3,2,2,1,2,2,1,1,1,2,2,3,2,4,5,1,3,1,2,4,5,1,1,1,2,1,4,3,2,2,2,5,5,3,3,1,3,2,2,3,1,3,4,1,3,4,2,1,1,1,2,3,3,4,4,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,3,3,3,2,4,3,1,1,4,3,5,7,3,2,2,1,2,2,3,4,2,14,8,3,1
199,1,2,2,3,1,2,2,2,2,1,1,1,1,1,3,2,1,1,2,3,3,3,2,4,4,4,2,1,1,2,2,3,2,2,3,3,4,4,4,3,2,2,1,2,1,1,1,1,2,1,3,2,3,4,1,3,3,3,3,1,3,3,1,4,1,2,3,3,3,2,5,5,4,4,1,2,1,3,2,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,3,3,3,3,1,2,3,3,4,7,3,4,2,3,2,1,4,4,2,1,8,2,1
200,1,2,1,2,1,2,4,3,2,2,3,3,2,1,3,2,1,5,2,3,5,5,2,2,2,1,2,1,2,2,2,3,3,1,3,3,3,3,3,3,2,2,1,2,1,1,1,2,2,1,4,1,4,5,1,3,3,2,2,3,3,3,2,3,1,3,3,1,2,2,4,5,3,3,2,2,2,4,2,1,4,1,2,3,4,2,1,3,2,3,3,3,4,3,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,3,3,3,4,1,1,2,4,1,7,1,4,2,3,98,3,3,4,1,13,8,2,1.02564102564103
201,1,2,2,2,2,2,4,3,3,2,2,2,2,2,3,2,2,5,2,3,3,2,4,5,5,3,3,1,1,2,3,2,2,3,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,4,1,3,3, ,2,2,2,2,3,4,3,1,2,2,2,2,3,3,2,4,4,3,2,1,3,1,3,2,1,1,1,3,3,3,3,1,3,3,3,2,3,3,3,2,2,2,2,2,3,2,5,5,2,5,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,7,3,5,2,2,1,2,3,5,5,1,8,2,1
202,1,2,2,2,1,2,3,2,1,1,2,1,1,1,3,2,1,5,1,3,4,4,2,3,3,2,1,1,2,2,3,4,4,1,4,2,3,4,4,3,2,2,2,2,1,1,1,2,2,1,2,2,3,4,1,1,3,3,5,2,3,2,1,3,1,2,1,2,2,4,3,3,3,3,1,2,2,3,3,3,3,1,2,2,2,2,3,3,2,3,4,4,4,4,1,2,2,2,2,3,1,3,4,2,1,2,2,1,2,2,2,2,3,3,3,2,3,2,1,3,4,1,6,2,4,2,2,2,3,4,4,3,8,8,1,1
203,1,2,2,2,1,2,4,1,1,2,2,2,2,1,2,1,1,1,2,2,3,3,4,4,3,3,1,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,3,2,1,1,2,3,1,2,1,2, ,1,2,3,2,3,1,1,1,1,1,4,3,2,2,2,5,5,5,2,1,2,2,1,1,1,2,1,1,3,1,1,1,2,2,1,1,3,3,2,1,1,2,3,2,1,1,2,1,3,1,3,2,1,1,1,1,1,2,2,2,2,3,2,2,3,3,1,8,2,4,2,3,1,4,4,4,3,14,8,1,1
204,1,2,1,2,2,2,3,2,1,2,1,2,2,1,4,2,1,3,1,2,4,5,2,3,4,2,1,1,1,5,2,4,1,1,1,1,1,4,4,1,2,1,1,2,1,1,1,2,1,1,1,4,2,3, ,2,3,3,2,1,4,1,1,1,1,1,3,3,3,2,5,5,5,5,2,2,2,3,2,1,3,3,1,3,3,2,1,1,2,2,2,4,3,3,1,1,2,2,2,3,1,2,4,1,1,2,1,1,1,1,2,3,2,3,2,4,3,2,2,3,3,4,7,2,4,2,3,2,3,4,3,2,13,8,3,1.02564102564103
205,1,2,2,3,1,2,3,1,1,1,1,1,1,1,2,1,1,1,2,2,4,5,4,4,4,4,1,1,2,2,2,3,3,2,1,1,1,1,4,3,2,2,1,2,1,1,1,1,1,1,2,2,2,5,3,1,3,3,5,2,2,2,2,2,1,2,2,2,2,1,4,4,4,4,1,2,2,3,1,3,4,1,1,1,3,1,3,4,2,2,2,2,2,2,1,2,2,2,2,1,4,4,3,4,4,1,2,1,1,1,2,3,3,3,3,3,4,1,2,3,4,2,8,3,5,2,2,2,2,4,4,1,13,8,2,1
206,1,2,1,3,1,2,3,2,2,2,3,3,2,2,3,2,2,5,1,3,3,4,4,4,4,4,3,1,1,4,3,3,3,3,3,3,3,3,4,3,2,2,2,2,1,2,2,2,3,2,2,2,2,3, ,2,3,3,2,3,2,2,2,2,2,3,3,3,2,3,3,3,2,2,1,3,3,3,2,1,3,4,1,1,1,1,3,3,3,3,3,3,3,3,1,1,2,1,2,1,2,3,4,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,6,3,2,1,3,98,1,4,4,3,1,8,2,1.02941176470588
207,1,2,2,4,1,2,2,2,1,1,1,2,2,2,3,2,2,1,2,3,4,3,2,4,4,4,1,1,2,2,4,3,2,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,2,1,1,3, ,1,3,3,2,2,2,3,2,2,1,3,2,3,4,3,4,3,2,2,2,2,2,3,3,1,4,1,3,2,3,2,1,4,3,4,3,4,4,3,2,1,2,1,2,3,2,5,5,5,1,1,1,1,2,1,1,2,2,2,2,4,3,1,3,3,4,4,5,1,5,2,1,2,4,4,5,2,13,8,3,1
208,1,1,2,1,2,2,6,3,1,2,2,2,2,2,4,2,4,5,2,2,5,5,3,2,4,3,3,3,3,2,2,3,1,2,1,1,1,1,1,3,2,2,2,2,1,2,3,2,2,2,4,1,3,4,3,2,4,4,2,2,5,3,4,4,4,1,2,3,2,2,5,5,4,3,1,2,1,3,2,1,2,3,1,3,2,1,1,3,4,4,2,4,3,3,4,1,4,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,3,2,5,4,2,4,1,3,3,4,3,3,1,1,1,1,1
209,1,1,1,2,2,2,3,2,2,3,1,2,2,2,1,2,2,5,1,4,4,4,5,4,5,5,3,3,1,2,4,4,2,3,4,1,1,1,4,1,2,2,1,2,1,1,1,2,1,1,3,1,2,3, ,3,3,4,4,4,1,4,1,1,1,2,1,2,3,2,3,4,4,2,2,2,3,1,2,1,2,1,1,1,2,3,4,4,2,2,4,4,4,3,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,4,3,1,2,3,4,2,8,3,3,2,2,98,3,4,4,2,1,1,3,.971428571428571
210,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,4,2,3,4,4,2,4,5,4,3,3,1,2,4,4,2,3,4,3,3,3,4,4,2,2,2,2,2,1,1,2,3,2,2,1,2,4,2,2,3,3,3,3,2,3,1,1,1,4,2,3,3,3,2,3,3,2,2,3,3,2,1,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,2,2,3,2,2,1,5,5,5,2,5,2,2,2,2,2,2,3,3,2,3,2,3,3,2,3,4,2,4,2,4,1,3,2,3,4,5,3,1,1,1,1.03225806451613
211,1,1,2,1,1,2,2,4,2,3,2,1,1,1,2,1,1,5,2,4,4,4,5,5,5,5,3,3,1,4,3,4,2,2,4,3,3,3,4,3,1,2,1,2,1,1,3,1,1,1,2,1,4,5,97,3,4,4,4,4,1,4,1,1,1,1,2,4,3,2,5,5,2,3,1,2,1,2,2,3,2,1,1,4,2,3,1,3,2,3,4,4,4,4,2,2,3,2,3,1,5,5,5,5,5,5,5,2,2,1,2,3,3,3,4,3,3,3,2,4,4,2,4,2,6,1,3,2,3,4,5,3,1,1,2,1
212,1,1,2,3,1,2,3,2,3,2,1,2,1,1,3,1,1,5,2,3,5,4,5,4,5,4,3,3,1,2,4,4,2,2,2,1,2,3,4,2,2,2,2,2,1,1,1,1,2,1,2,1,2,3, ,2,2,3,2,3,3,2,2,2,1,4,2,3,3,3,2,3,3,3,2,3,2,1,2,1,4,1,1,2,4,4,1,3,2,3,3,3,4,4,2,2,2,2,3,1,2,1,3,3,3,3,1,2,2,2,3,3,3,2,2,4,3,2,2,4,4,2,6,2,5,2,2,2,2,4,4,2,11,1,3,.96969696969697
213,1,1,2,3,1,2,3,2,2,2,3,1,1,2,2,1,2,4,2,4,4,3,4,5,4,4,1,1,3,2,3,3,2,2,4,3,3,2,4,2,2,2,2,2,2,1,1,1,1,1,2,2,2,4,1,2,3,3,2,2,3,2,3,1,1,4,4,5,5,3,2,3,2,3,2,2,3,2,2,1,3,4,1,2,2,2,1,1,2,2,3,3,4,4,2,2,2,2,2,1,2,3,3,2,3,2,2,2,1,2,2,3,3,2,2,3,4,2,1,3,4,1,4,2,2,2,2,2,3,4,5,3,13,1,2,.96969696969697
214,1,1,2,1,4,2,6,3,1,2,2,2,2,1,3,2,1,1,3,3,4,5,5,5,5,4,2,1,3,4,3,4,4,1,2,2,2,2,3,2,2,2,1,2,1,1,1,2,3,1,2,1,3,4,1,3,3,4,4,3,2,1,1,2,1,3,3,1,4,3,3,3,2,2,2,3,3,3,2,1,3,4,1,3,3,3,1,3,2,2,3,3,4,3,2,1,3,1,3,3,3,2,2,3,3,2,2,1,2,2,3,2,2,2,2,3,3,3,2,3,4,3,7,2,4,1,3,98,4,3,4,2,1,1,2,1
215,1,1,2,4,2,2,2,2,2,1,2,2,2,2,3,1,2,1,2,4,4,4,5,5,4,4,3,3,1,2,3,3,2,3,4,4,3,4,4,3,2,2,2,2,2,1,1,1,3,2,1,3,3,3, ,2,2,3,2,3,2,2,2,2,1,4,2,4,4,3,2,2,1,2,2,3,2,3,2,4,3,4,2,2,2,2,1,3,2,3,3,4,4,4,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,3,4,3,2,3,4,4,3,5,2,5,2,1,98,2,4,5,3,11,1,3,1
216,1,1,2,4,2,2,4,2,2,2,2,2,1,2,4,2,1,2,2,4,4,3,4,5,4,4,2,3,3,1,3,4,2,3,4,4,2,3,4,3,2,2,2,2,1,1,1,1,1,1,2,2,2,3, ,2,3,3,3,3,3,3,2,1,1,4,5,5,5,3,3,3,2,3,3,3,2,1,1,1,3,1,1,1,2,2,1,1,2,2,2,3,4,4,2,1,1,1,2,1,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,3,3,2,3,4,4,4,6,2,5,2,1,2,2,4,4,4,10,1,2,.9
217,1,1,2,3,2,2,3,2,2,1,2,2,2,1,3,2,2,4,2,4,4,4,3,4,5,4,1,1,1,1,3,4,2,3,4,4,4,4,4,4,2,2,2,2,2,1,2,2,3,2,2,5,2,4,3,2,3,3,2,3,2,2,2,2,1,2,2,1,2,3,2,3,3,1,2,2,2,2,2,1,2,4,1,2,2,2,1,3,2,3,3,3,4,4,2,1,3,2,2,1,3,3,3,3,5,2,2,2,2,2,2,3,3,2,3,4,3,1,3,4,4,3,5,3,2,2,1,3,2,4,5,3,13,1,3,.96969696969697
218,1,1,2,1,3,3,2,2,2,2,3,2,1,2,3,2,1,2,2,3,4,5,3,4,5,4,3,3,3,2,3,4,2,3,4,4,3,4,4,3,2,2,2,2,2,1,1,1,2,1,2,2,2,3, ,2,2,3,2,3,2,3,2,2,1,4,2,4,4,2,3,4,4,2,2,2,2,1,1,2,2,1,2,2,2,2,3,3,4,4,4,3,3,3,2,4,2,3,3,1,5,5,5,5,5,5,5,2,2,1,1,2,2,2,3,2,3,2,2,3,3,2,4,3,4,1,3,2,4,4,3,2,8,1,1,1
219,1,1,1,1,4,2,4,1,1,3,2,2,2,2,1,1,2,5,2,3,4,4,5,5,4,5,1,3,3,2,3,4,2,3,4,3,3,3,4,3,2,2,2,2,2,1,1,1,3,1,2,2,1,3, ,2,3,3,3,2,2,3,2,1,1,2,2,2,2,3,3,3,4,2,2,3,3,2,2,1,1,4,1,1,1,1,3,1,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,3,2,3,3,4,2,2,3,4,2,4,2,4,1,3,98,4,3,4,3,1,1,2,1.05405405405405
220,1,1,1,3,1,2,2,2,3,3,1,2,1,1,3,1,1,5,2,3,5,4,5,4,5,5,3,3,1,2,4,4,3,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,4,2,2,3,4,4,3,2,3,2,2,1,2,1,2,2,3,2,1,2,1,2,3,3,2,1,1,3,1,1,2,2,2,1,1,2,3,3,3,3,3,2,1,1,1,2,1,2,2,3,3,2,1,1,2,2,2,2,2,2,2,2,4,4,2,2,4,4,3,6,2,2,2,3,1,3,4,5,2,8,1,3,.967741935483871
221,1,1,1,4,1,2,2,2,2,2,1,2,1,1,3,2,1,1,3,3,4,4,5,5,4,4,2,3,1,2,3,4,2,2,3,2,1,2,3,2,2,2,2,2,2,1,2,1,3,2,2,1,3,3, ,2,2,3,3,2,3,2,2,1,1,4,2,3,4,2,3,3,2,3,2,2,3,2,2,1,3,1,1,3,3,3,1,1,2,2,1,2,3,3,2,1,1,2,3,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,3,4,3,2,4,4,4,3,7,3,2,2,2,1,3,4,4,2,13,1,3,.888888888888889
