ID,d04,d06,d01,d02,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,uni09_05,uni09_06,uni09_07,uni09_08,uni09_09,uni09_10,Q11,uni19_01,uni19_02,uni19_03,uni19_04,uni19_05,uni19_06,Q12,nk03_02,Q13,Q14,Q15,nk07_01,nk07_02,nk07_03,nk07_04,nk07_06,nk07_08,nk08_01,nk08_02,nk08_03,nk08_04,nk09_01,nk09_08,nk09_05,nk09_06,nk09_09,nk09_10,nk10,nk11,Q16,Q17,nkp01_01,nkp01_02,nkp01_03,nkp01_04,nkp11_1,nkp15_1,nkp15_2,nkp15_3,nkp15_4,Q18,nkp07_01_01,nkp07_03,nkp07_05_01,nkp07_06,nkp07_08,nkp07_11,nkd01_01,nkd01_02,nkd01_07,nkd01_08,nkd01_03,nkd01_09,nkd01_10,Q19_1,Q19_2,Q19_3,19_4,nkd02_05,nkd02_06,Q20,nkd04_01,nkd04_02,nkd04_03,nkd04_04,sk22_01,sk22_02,sk22_03,sk22_04,nkd08,nkd07_01,nkd07_02,nkd07_03,nkd07_04,nkd07_05,nkd07_06,nkd07_07,nkd07_08,nkd07_09,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,fp08_01,fp08_02,fp08_03,fp08_04,fp09_01,fp11,fp12,fp13,sk09,sk01,sk28_01,sk28_02,sk28_03,sk28_04,sk29_01,sk29_02,sk29_03,sk29_04,sk29_05,sk29_06,sk29_07,sk29_08,sk29_09,sk29_10,sk29_11,sk29_12,sk29_13,Q27,sk18_08,sk18_09,sk23_02,sk17_02,sk30,sk31_01,sk31_02,sk31_03,sk31_04,sk31_05,sk31_06,sk31_07,sk31_08,sk31_09,sk31_10,sk31_11,sk31_12,sk31_13,d12_raw,d07,d09_raw,d08,d10_08_15,d11,d13,d14,d15,wt,
592,15,2,1,27,2,4,4,6,3,1,2,1,1,2,1,1,1,3,3,1,1,3,3,5,5,5,5,5,5,5,4,4,5,1,1,2,1,2,4,3,5,3,3,4,1,3,4,3,3,3,3,2,2,1,2,2,1,2,2,1,1,2,1,2,1,4,3,4,4,2,2,3,2,2,4,4,3,2,1,2,3,3,5,5,3,4,5,3,4,4,3,2,3,3,1,2,1,2,2,2,2,3,4,1,1,2,1,1,1,2,2,3,3,1,4,1,2,3,4,3,1,3,2,4,3,4,3,2,2,3,3,2,3,3,4,3,4,6,2,3,4,2,2,3,3,1,2,3,4,3,1,2,3,1,1,2,7,7,1,3,3,3,4,3,3,4,3,4,4,4,4,4,4,4,6,1,4,98,10,4,4,3,15,0.98880334,
593,15,2,1,38,2,3,3,5,2,1,2,2,2,1,1,1,2,2,1,3,3,3,3,5,4,5,4,5,4,3,4,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,1,2,2,1,1,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,3,3,2,2,2,3,3,3,2,2,2,3,1,3,2,2,2,2,3,2,2,3,2,3,2,2,1,2,1,2,2,1,4,2,1,2,3,3,1,2,2,2,2,3,3,3,2,2,2,2,2,3,3,1,2,9,3,2,3,1,3,3,2,3,3,3,2,3,3,2,2,3,3,3,3,,1,2,2,2,3,2,2,2,2,1,2,2,2,3,2,2,6,1,4,99,10,3,4,3,15,1.02929531,
594,15,2,1,39,2,4,5,6,3,3,3,3,2,2,3,3,3,2,3,5,4,3,3,5,5,4,4,4,5,3,3,5,4,3,3,3,4,3,4,4,5,3,2,2,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,3,3,3,2,3,2,3,3,3,2,4,4,3,3,3,3,4,4,3,4,4,4,3,3,4,4,3,3,2,3,3,2,3,3,3,4,2,1,2,2,2,2,2,3,3,1,3,2,1,2,3,2,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2,3,3,8,3,3,2,2,2,2,3,3,2,2,2,3,3,1,1,2,2,3,7,7,4,3,2,2,3,2,2,2,3,3,2,2,2,2,3,2,4,2,3,98,7,4,2,2,15,1.02929531,
595,15,2,1,38,2,4,3,5,2,1,4,3,2,1,1,2,2,1,1,5,3,3,4,3,2,4,4,2,2,2,3,3,3,2,3,4,3,2,3,3,2,3,3,3,3,2,3,2,2,3,3,2,2,2,2,1,1,3,3,3,3,2,2,2,2,2,2,2,2,4,2,3,2,2,2,3,3,2,3,3,3,2,3,2,3,3,3,3,4,4,2,4,4,3,2,1,1,1,1,2,2,1,2,3,2,2,1,2,2,2,3,2,2,1,4,1,1,2,2,2,1,4,2,3,3,4,4,3,1,1,1,1,2,2,2,2,2,6,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,4,2,,3,3,2,2,3,3,2,3,2,2,2,3,3,2,3,2,4,2,4,1,9,3,4,2,2,1.02929531,
596,15,2,1,30,2,4,5,6,3,3,3,3,2,2,3,3,3,2,3,5,4,3,3,5,4,3,3,4,5,3,3,5,4,3,3,3,4,3,4,4,5,3,2,2,3,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,4,4,3,3,3,3,4,3,3,4,4,4,3,3,4,4,3,3,2,3,3,2,3,3,3,4,2,2,2,2,2,2,2,3,3,1,3,1,1,2,3,2,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2,3,3,8,3,3,2,2,2,2,3,3,2,2,2,3,2,1,2,2,2,3,7,7,4,3,2,2,3,2,2,2,3,3,2,2,2,3,3,2,6,2,3,98,7,4,2,2,15,1.02929531,
597,15,3,1,37,3,4,3,4,2,2,3,1,1,1,3,3,2,2,3,5,1,3,4,5,5,5,5,5,5,4,2,2,3,1,4,3,3,3,3,2,4,4,4,3,2,2,2,3,2,1,3,2,2,2,2,1,1,1,2,4,4,2,1,2,1,3,2,2,3,4,2,2,3,3,3,2,2,3,3,3,3,3,2,3,2,2,2,3,3,3,1,1,1,1,2,2,4,1,3,2,2,3,2,1,1,1,1,2,2,1,1,2,2,2,3,3,2,2,2,2,1,3,2,3,4,4,4,3,1,1,1,1,4,3,4,1,4,6,2,2,3,3,2,3,4,2,3,3,3,3,2,2,3,2,3,3,7,7,1,3,3,2,2,2,3,3,2,4,4,4,4,2,3,4,6,2,4,98,7,4,4,3,15,1.02929531,
598,15,2,1,36,4,4,3,3,2,1,2,2,2,1,1,2,2,2,2,1,3,3,4,4,3,4,5,4,5,3,3,2,3,1,4,2,3,3,2,3,4,3,4,2,3,2,1,1,1,3,2,2,2,2,2,2,1,2,1,2,3,1,1,4,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,2,3,3,5,5,3,3,3,3,3,3,2,2,2,4,1,3,4,3,3,3,2,3,3,4,3,2,2,2,1,1,1,2,3,1,2,4,2,4,3,3,3,3,2,4,3,3,3,3,3,3,2,3,4,3,3,3,3,7,3,2,3,3,2,2,2,1,1,3,3,2,1,1,3,3,3,3,4,,1,2,3,2,3,3,3,3,2,2,3,4,4,2,3,3,2,2,4,1,9,3,5,2,15,1.02929531,
599,15,2,1,30,1,3,4,3,3,2,2,3,4,2,1,2,2,2,3,1,3,3,3,4,5,4,3,5,5,3,4,2,2,1,3,3,3,3,2,2,1,2,3,3,2,3,4,4,3,3,3,2,2,1,2,3,3,2,3,2,3,2,3,3,2,3,4,3,3,3,3,2,3,3,2,2,3,2,1,3,2,3,4,3,4,3,4,3,4,3,4,4,3,4,1,3,4,3,4,3,4,3,4,1,1,2,2,2,1,2,1,2,2,5,3,1,2,3,4,1,4,3,2,1,3,3,3,3,2,3,2,3,1,1,4,1,4,8,2,3,2,2,2,3,3,1,1,3,3,1,3,2,3,1,1,2,1,,2,4,3,3,4,4,3,3,4,3,3,4,3,3,3,3,6,1,4,98,9,3,3,2,2,1.02929531,
600,15,2,1,47,3,2,3,2,2,2,2,2,3,3,3,2,2,3,2,5,2,2,2,5,4,3,5,3,5,5,5,3,5,3,4,3,4,4,2,2,4,2,3,3,3,3,3,2,2,3,3,2,2,2,2,3,2,2,3,3,3,3,1,3,2,2,3,3,2,3,2,3,2,2,2,2,2,4,4,3,3,3,3,2,2,4,4,3,2,2,3,3,4,4,1,2,2,3,3,2,2,3,4,3,1,1,2,2,2,1,1,1,2,1,2,1,1,3,4,2,1,3,2,2,2,3,3,2,2,3,2,3,1,1,2,1,2,9,2,3,4,3,2,3,3,4,4,3,1,1,2,3,3,2,2,2,1,,2,2,2,2,2,3,3,2,2,1,1,2,3,3,2,2,3,2,4,1,9,3,3,1,2,0.93764493,
601,15,2,1,49,3,2,3,5,2,1,2,2,1,2,1,2,2,2,1,3,3,2,3,4,2,4,4,4,4,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,4,3,2,1,1,2,2,1,2,2,1,2,1,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,3,3,3,2,1,3,3,2,3,3,3,2,2,3,3,2,2,3,2,1,2,1,2,2,1,2,1,4,2,1,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,1,3,1,2,8,2,2,3,1,2,3,3,2,3,2,2,2,3,2,3,3,3,3,7,2,1,2,2,2,2,2,2,2,2,3,3,4,3,2,2,2,2,2,4,99,10,3,4,3,2,0.93764493,
602,15,2,1,47,1,2,3,3,2,1,4,3,2,2,2,3,3,2,1,1,3,2,3,4,2,3,4,5,4,3,4,3,4,3,3,2,4,3,2,2,2,3,3,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,2,2,1,4,2,2,2,3,4,4,4,3,4,4,4,4,3,2,4,4,1,2,2,3,2,3,3,4,3,3,2,3,2,2,3,2,2,4,2,1,3,1,3,3,3,1,1,4,2,4,3,3,4,3,1,3,1,3,4,1,2,3,3,7,4,3,4,4,3,4,3,2,4,3,3,4,3,2,3,3,2,2,1,,2,2,2,2,3,2,3,3,1,2,3,3,2,2,2,3,4,2,4,99,8,4,4,2,9,0.93764493,
603,15,2,1,40,1,1,2,4,3,3,3,2,3,3,2,3,3,2,3,3,3,1,1,3,2,2,3,3,3,2,2,3,3,2,3,3,3,3,2,2,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,4,1,2,3,2,2,2,3,2,3,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,3,3,2,3,3,3,1,2,2,3,2,2,2,3,2,4,2,1,2,2,2,2,1,1,2,1,2,1,1,3,3,2,1,4,2,2,4,4,4,4,3,3,3,3,4,3,2,3,3,8,3,2,3,3,2,1,1,2,1,4,2,3,3,3,3,3,3,3,1,,2,3,3,2,3,2,2,3,4,2,3,3,3,2,2,3,6,2,4,98,9,4,5,2,15,0.93764493,
604,15,3,1,45,3,2,3,3,3,2,4,1,2,1,2,3,2,2,2,5,3,2,3,5,5,5,5,5,5,5,4,3,4,3,3,2,2,3,4,4,2,3,4,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,2,3,3,1,1,3,1,3,2,2,3,5,4,2,3,2,4,2,2,3,2,1,1,4,2,3,3,4,4,4,3,3,2,2,2,2,3,2,4,1,2,2,4,3,4,2,2,1,2,1,1,1,1,3,2,4,2,3,2,3,2,2,1,3,2,2,4,4,4,4,1,1,1,2,4,3,4,3,4,7,2,1,4,3,2,4,3,1,3,2,4,3,1,2,3,4,2,4,2,,3,3,3,2,3,2,4,3,2,3,3,4,3,2,3,3,1,2,4,1,6,5,5,4,15,0.93764493,
605,15,2,1,40,4,3,3,3,2,1,2,1,1,1,1,2,2,2,2,3,4,3,3,5,3,4,4,5,5,2,3,2,4,1,3,2,4,3,3,3,4,3,3,2,2,3,1,1,1,3,3,2,2,2,2,1,2,2,2,3,3,2,1,3,2,3,3,3,4,4,3,3,3,4,2,3,3,4,2,2,4,3,5,5,3,4,4,4,3,3,3,3,4,3,2,3,3,3,2,3,3,2,2,3,3,3,1,1,1,1,1,2,3,1,2,4,2,4,2,3,3,3,2,3,3,3,3,3,2,3,2,3,4,3,3,3,3,7,3,3,2,3,3,3,3,2,2,3,2,1,2,2,3,4,4,3,7,4,5,3,3,2,3,3,3,3,2,2,3,3,3,2,3,3,3,2,4,98,10,3,5,6,15,0.93764493,
606,15,3,1,42,4,1,3,3,2,1,4,1,1,1,1,3,2,1,2,1,2,2,2,4,5,5,4,5,5,3,3,2,2,1,4,4,4,3,2,2,2,3,4,3,3,2,1,3,2,1,3,2,1,2,2,1,1,1,2,3,4,2,1,2,1,2,1,2,2,2,2,2,2,2,4,2,2,3,2,3,2,4,3,3,3,3,3,4,4,4,1,1,2,3,2,2,2,3,2,2,2,3,2,2,1,1,1,2,1,1,2,3,2,1,4,3,2,3,3,2,1,3,2,3,4,4,4,4,1,2,1,3,2,1,5,1,3,8,4,3,2,4,1,4,2,2,3,2,4,3,2,3,2,3,2,4,2,,3,3,2,1,2,2,3,2,2,2,2,4,2,2,3,3,6,2,4,98,9,4,4,2,15,0.93764493,
607,15,2,1,43,1,4,4,3,3,1,2,2,2,3,1,3,3,2,2,1,4,3,3,5,4,5,5,5,4,5,4,4,4,3,2,2,2,3,4,4,4,3,2,3,1,3,3,3,3,3,3,2,2,1,2,1,1,2,1,1,1,1,1,4,1,3,3,3,4,3,2,3,2,2,2,3,4,3,1,2,3,4,4,5,3,4,5,4,4,4,4,3,4,4,1,2,1,2,2,2,1,2,3,2,2,2,1,2,2,2,1,2,2,1,3,1,1,3,2,2,1,1,2,2,2,3,4,3,2,3,1,2,1,1,4,3,4,6,2,3,2,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3,2,,1,4,4,2,3,2,3,2,3,2,2,4,4,3,3,4,4,2,3,1,8,3,3,3,15,0.93764493,
608,15,2,1,46,1,2,2,5,3,2,3,3,3,2,3,3,3,2,3,1,4,3,3,4,5,4,3,4,4,4,4,3,4,3,2,1,2,2,4,3,4,2,2,3,3,3,2,3,2,3,3,2,2,1,1,3,2,3,2,3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,4,3,5,3,4,4,3,4,3,3,3,3,4,3,3,2,3,3,1,3,2,3,3,2,2,4,3,4,1,2,1,2,3,2,2,3,2,1,1,1,2,1,2,2,2,3,3,3,2,2,3,3,2,3,3,3,2,3,2,1,2,7,2,1,2,2,2,1,1,2,3,2,3,4,3,3,4,3,3,2,2,,3,4,4,3,4,3,4,3,4,3,3,4,3,3,4,3,2,2,3,98,8,3,4,2,15,0.93764493,
609,15,2,1,58,3,2,3,4,3,1,2,2,3,3,2,3,2,2,3,5,2,1,3,5,3,2,2,4,4,3,4,2,4,3,4,4,4,4,2,3,2,3,3,2,3,3,3,2,4,2,2,2,2,2,2,2,2,2,3,3,2,2,2,4,2,3,2,3,2,3,3,3,2,2,3,1,2,2,2,3,4,3,3,4,4,3,4,4,4,2,3,4,3,3,3,3,2,3,2,2,2,3,2,4,1,1,2,1,3,3,2,3,2,1,5,2,1,2,3,2,1,3,2,3,2,3,3,2,2,3,2,3,4,3,2,2,4,9,2,2,3,3,3,2,2,2,3,2,2,2,3,1,2,1,2,5,2,,3,3,1,2,2,1,2,3,3,2,2,3,2,2,3,3,4,2,3,98,7,4,2,2,15,0.97323106,
610,15,2,1,55,3,3,3,3,2,2,1,2,2,2,1,1,2,2,2,2,2,3,2,4,4,4,4,4,5,4,4,4,4,2,3,4,3,3,3,3,2,2,2,2,2,3,3,3,3,4,3,2,2,1,2,2,2,3,2,1,2,2,2,3,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,2,4,3,2,2,3,2,2,3,3,2,2,2,2,1,1,1,2,1,1,1,1,1,4,1,1,1,3,3,3,3,3,3,2,2,3,3,2,2,2,2,1,1,3,3,2,8,3,3,4,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,,1,2,2,2,3,2,3,2,2,3,3,3,2,2,2,3,2,2,3,2,10,3,4,3,15,0.97323106,
611,15,2,1,58,1,1,5,6,2,2,3,3,2,2,2,2,2,2,1,4,4,2,4,4,2,2,4,4,4,3,4,3,4,3,3,3,3,3,4,3,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2,2,2,2,1,2,3,2,2,2,2,3,4,4,3,4,2,2,3,3,4,2,3,2,4,3,3,2,3,4,4,1,1,3,3,2,4,4,3,2,2,1,1,1,1,1,1,1,1,3,2,1,3,1,1,4,4,2,1,3,2,3,3,3,3,3,1,3,1,2,4,3,4,3,2,4,3,2,2,3,3,3,4,2,4,3,2,3,3,3,3,3,2,3,7,2,3,4,2,2,3,2,3,3,1,3,2,4,2,2,3,3,4,2,3,1,8,3,4,3,15,0.97323106,
612,15,2,1,53,2,4,3,4,2,2,2,1,1,1,1,2,2,2,2,3,3,3,4,4,3,4,4,4,4,5,3,3,4,1,4,4,4,3,2,2,4,3,3,2,3,3,2,1,1,3,2,2,2,2,2,2,1,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,5,4,3,2,3,4,4,5,3,4,3,4,3,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,2,2,2,1,1,2,1,3,1,2,2,1,4,2,3,1,3,2,3,2,3,3,3,2,3,2,3,4,3,4,3,3,7,2,3,2,2,2,1,2,1,1,2,3,2,2,2,3,4,3,4,7,2,3,3,3,2,3,3,2,2,2,2,3,3,4,2,3,3,3,2,3,1,9,4,5,2,15,0.97323106,
613,15,3,1,57,3,2,2,3,2,1,3,1,1,1,2,2,2,2,1,3,4,2,2,5,5,5,4,5,5,2,2,2,3,3,4,2,4,4,2,2,2,3,4,2,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,3,3,2,1,2,1,2,2,2,3,2,2,2,3,3,3,2,2,2,2,1,3,2,2,2,2,2,3,3,4,3,1,1,2,2,2,2,4,4,2,3,2,3,4,2,1,2,2,1,1,2,2,3,2,1,2,3,1,3,2,2,1,3,2,2,3,4,4,3,1,2,1,2,4,3,4,3,3,8,4,3,2,3,2,2,4,2,3,2,4,3,2,2,3,2,2,3,1,,2,2,2,2,2,2,3,2,2,2,3,4,4,2,2,3,4,2,3,98,9,4,4,2,15,0.97323106,
614,15,3,1,54,3,3,4,4,3,1,4,1,2,2,2,2,2,1,3,1,2,3,3,2,4,1,3,3,3,3,3,3,3,2,3,4,3,3,4,3,2,2,4,2,3,2,1,3,3,1,2,2,2,2,2,1,1,1,2,4,4,2,1,4,1,3,2,2,3,2,2,1,3,2,2,3,3,2,2,3,3,4,3,3,2,3,3,4,4,2,2,2,2,2,3,2,2,3,2,2,2,3,3,2,1,1,2,2,2,1,2,2,2,1,4,3,2,3,3,3,1,3,2,2,2,3,4,3,2,2,1,3,4,3,5,1,2,7,3,3,4,3,1,3,3,2,3,3,4,3,3,3,2,2,2,3,7,2,3,3,2,2,2,2,3,2,2,3,3,4,3,2,3,4,2,2,3,1,9,3,4,2,15,0.97323106,
615,15,2,1,55,2,4,3,4,2,2,2,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,5,3,3,2,4,1,4,4,4,4,2,2,4,3,3,2,3,3,2,1,1,3,2,2,2,2,2,2,1,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,4,5,4,3,2,3,3,4,5,3,4,3,4,3,3,3,3,2,3,2,3,3,3,2,3,3,2,3,3,2,2,2,2,1,1,1,1,3,1,2,2,1,4,2,3,1,3,2,3,2,3,3,3,2,3,2,3,4,3,4,3,3,7,2,3,2,3,2,1,2,1,1,3,3,2,1,2,3,4,3,4,7,5,1,3,3,2,3,3,3,2,1,2,3,3,4,2,3,3,3,2,3,1,9,4,5,2,15,0.97323106,
616,15,2,1,52,1,2,3,3,3,1,2,2,2,2,1,3,2,3,3,1,3,2,3,2,3,2,1,2,2,2,2,2,2,1,4,4,4,5,1,1,2,2,2,3,2,3,3,3,3,3,3,2,2,1,2,1,1,2,2,2,1,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,4,4,2,2,3,4,4,2,3,4,4,4,3,3,3,4,4,2,2,3,2,3,2,3,3,3,2,2,3,3,3,2,2,2,3,2,1,4,2,1,2,2,3,3,2,3,3,2,3,1,2,2,3,2,2,2,1,2,1,3,7,3,4,3,3,3,2,2,3,2,2,3,3,2,2,3,2,2,3,1,,3,2,2,3,4,4,3,3,4,4,3,4,4,3,4,4,2,2,3,98,9,3,2,3,15,0.97323106,
617,15,2,1,56,2,2,3,5,3,2,2,3,3,2,3,2,3,2,3,1,3,2,3,4,5,4,4,4,4,5,4,4,4,2,3,4,4,3,2,2,1,1,3,2,2,3,3,3,3,3,3,2,2,1,2,2,2,3,2,2,3,2,2,2,2,3,2,3,3,2,2,3,2,3,2,1,1,4,1,2,3,3,4,4,3,4,4,4,3,3,2,3,3,3,1,2,3,3,2,3,4,3,3,2,2,2,1,3,3,2,2,3,2,1,4,1,1,3,3,4,2,3,3,3,3,3,4,3,3,4,3,3,2,3,2,1,4,7,4,3,2,4,3,2,3,4,3,3,3,1,3,2,3,3,3,3,1,,2,4,2,3,4,4,3,4,4,3,4,3,3,4,4,4,4,2,3,98,9,3,3,3,15,0.97323106,
618,15,2,1,69,1,1,2,2,2,1,3,2,2,2,1,3,3,2,2,5,4,2,3,4,4,5,5,3,3,4,4,2,4,2,5,5,5,4,1,1,2,2,3,2,3,4,4,4,3,2,2,2,1,2,2,1,1,2,1,3,2,3,1,3,1,2,3,2,2,2,2,2,1,2,2,3,2,4,2,4,3,4,4,4,5,4,4,5,4,3,2,2,2,3,2,2,3,2,3,3,2,1,2,3,1,1,1,1,2,2,1,1,2,1,4,2,1,4,3,2,1,2,2,3,3,3,2,2,2,3,2,2,2,1,4,1,4,8,3,2,4,4,3,3,2,2,4,4,3,3,1,1,2,3,2,5,2,,3,4,1,2,3,1,2,1,2,2,3,3,2,1,2,2,4,2,2,98,7,4,2,2,15,1.03422590,
619,15,2,1,62,3,2,3,5,1,1,2,2,2,1,1,2,2,1,1,3,4,2,2,4,5,5,5,4,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,1,2,2,1,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,2,3,3,3,2,2,2,2,3,3,2,1,3,3,2,2,2,3,2,3,2,3,2,2,3,2,2,1,1,1,2,2,2,2,4,1,1,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,4,3,3,3,2,8,3,3,4,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,3,1,8,3,5,3,15,1.03422590,
620,15,2,1,71,3,1,3,2,1,1,4,2,2,1,1,2,2,1,1,2,4,3,3,4,4,3,4,4,5,3,4,3,2,1,3,2,1,3,2,2,1,2,3,3,3,2,4,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,2,4,2,3,3,3,3,4,4,4,4,3,4,4,4,1,2,3,3,2,2,2,3,2,2,2,2,1,1,2,2,3,3,2,1,4,1,1,3,3,3,1,3,2,2,4,4,4,4,3,3,3,3,2,2,4,3,3,5,2,3,2,3,3,3,3,2,4,2,2,4,2,3,3,2,2,3,7,4,5,3,2,3,3,2,2,3,1,2,2,3,3,2,3,3,2,2,3,1,5,3,4,1,11,1.03422590,
621,15,2,1,68,3,3,3,4,2,2,3,2,1,1,1,2,3,3,2,5,3,3,3,4,3,4,4,4,4,2,3,3,3,1,3,2,4,3,3,2,4,3,3,3,2,4,1,1,2,3,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,3,3,3,2,2,3,3,2,2,3,4,5,4,3,2,3,4,5,4,3,3,4,4,3,3,3,2,2,3,2,3,4,3,3,3,2,2,3,3,2,3,2,2,1,2,1,3,3,1,3,4,2,4,3,3,3,3,2,2,3,3,3,3,2,3,3,3,4,3,4,3,3,6,2,3,3,3,2,2,2,1,2,3,2,2,1,2,3,3,3,3,2,,3,3,3,2,3,2,3,3,3,3,4,3,3,2,3,3,4,2,2,1,6,3,5,2,15,1.03422590,
622,15,3,1,60,1,4,3,3,3,2,4,1,2,2,3,3,1,2,2,1,4,3,3,4,5,3,5,4,5,3,3,2,3,3,2,3,2,4,3,3,4,3,4,4,3,3,3,3,3,2,4,2,2,2,2,1,1,1,1,3,4,2,1,3,1,2,2,3,2,3,2,2,3,3,4,2,3,2,3,2,3,3,2,3,2,2,3,4,3,2,1,1,2,3,3,3,4,1,3,3,2,2,3,2,2,1,1,2,1,1,2,2,2,1,3,2,1,3,2,2,1,3,2,3,3,4,4,3,1,2,1,3,2,1,3,1,4,6,2,3,3,3,2,4,3,2,3,3,3,3,1,2,2,2,2,4,2,,3,3,3,2,2,2,3,2,2,2,3,4,3,2,3,3,1,2,2,1,4,4,5,3,15,1.03422590,
623,15,2,1,64,2,2,3,3,2,3,3,2,3,2,2,2,2,2,2,3,1,2,3,4,3,2,4,4,3,3,3,3,3,2,4,4,4,4,2,3,4,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,3,3,3,3,1,1,1,3,2,2,1,3,2,2,2,2,3,3,2,2,3,2,3,3,3,2,3,2,3,3,3,3,4,3,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,1,1,1,1,1,3,2,3,3,3,4,3,1,3,1,3,4,3,3,3,3,7,3,4,3,3,2,3,2,2,1,4,2,2,3,2,3,2,3,4,2,,3,2,3,1,4,2,3,2,2,3,2,3,2,2,3,2,2,2,3,1,9,3,4,2,15,1.03422590,
624,15,2,1,66,3,3,3,4,2,2,3,2,1,1,1,3,3,3,2,5,3,3,3,4,3,4,5,4,4,2,3,3,3,1,3,1,4,3,3,2,4,3,3,3,2,4,1,1,2,3,2,2,2,2,2,2,1,1,1,2,3,2,1,2,2,3,3,3,2,2,3,3,2,2,3,4,5,4,3,2,3,4,5,5,3,3,4,4,3,3,3,2,2,3,2,3,4,3,3,3,2,2,3,3,2,3,2,2,1,2,1,3,3,1,3,4,2,4,3,3,3,3,2,2,3,3,3,3,2,3,3,3,4,3,4,3,3,6,2,2,3,3,2,2,2,1,2,3,2,2,1,2,3,3,3,3,2,,1,3,3,2,3,2,3,3,3,2,4,3,3,2,3,3,12,2,3,1,6,4,5,2,15,1.03422590,
625,15,2,1,64,2,3,3,4,2,1,3,2,3,2,1,3,2,3,3,1,1,2,2,4,3,5,4,4,5,4,4,4,5,4,4,4,4,5,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,1,1,3,4,3,3,4,3,1,3,2,3,3,4,3,3,3,2,3,2,2,3,3,4,3,2,2,3,4,5,4,4,4,5,4,4,3,4,4,4,4,2,1,2,2,2,3,2,4,3,2,1,2,2,2,1,2,2,1,2,1,2,1,1,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,3,2,2,2,7,2,3,2,2,2,3,2,1,2,3,3,2,3,3,2,3,2,2,1,,2,3,2,4,4,3,3,4,4,3,3,4,4,3,4,4,4,2,2,98,6,4,5,4,15,1.03422590,
