id,ara,siz,sex,age,Q2,Q3,Q4,a15,a16,a17,a18,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,a34,Q11,Q12,a37,a39,a41,Q13,Q14,Q15,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,Q18,a67,a68,Q19_1,Q19_2,Q19_3,Q19_4,Q20,a74,a75,a76,a77,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,Q27,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,mar,rel,edc,job,inc,b57,b58,b59,b60
662,15,2,1,37,2,2,3,2,1,2,1,2,2,3,2,3,1,2,2,3,4,4,4,4,4,2,3,1,3,8,3,3,2,3,4,3,3,4,4,4,2,2,1,2,1,1,1,2,2,3,2,3,3, ,2,2,3,3,2,3,4,1,3,3,4,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,2,1,3,2,3,3,1,1,1,1,1,3,3,3,3,2,3,3,3,4,3,3,1,1,1,1,5,5,2,1,98,3,3,4,3,4,3,15
663,15,2,1,34,2,2,3,1,2,1,1,2,3,2,4,1,1,3,2,3,2,2,5,5,5,1,1,1,3,8,4,4,3,1,4,1,1,1,4,1,2,1,2,2,1,1,2,1,1,1,1,3,3, ,3,3,2,1,2,2,1,2,1,2,2,2,3,3,1,1,2,1,1,1,3,3,3,3,3,3,4,1,2,1,1,3,3,2,2,1,2,3,1,2,1,2,2,1,2,1,3,2,1,2,3,3,1,1,2,3,5,5,2,2,1,4,11,3,4,4,2,15
664,15,2,1,39,1,1,6,4,2,4,4,2,2,3,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,7,2,2,1,2,4,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,4,2,3,2,2,4,4,2,4,1,2,2,3,2,5,4,1,2,2,2,2,4,4,4,4,3,3,3,3,1,3,3,2,4,3,4,4,4,2,2,2,1,1,1,2,2,2,2,4,4,1,1,1,1,2,1,3,4,3,2,1,2,1,3,2,4,4,6,2,15
665,15,2,2,37,3,4,6,3,3,4,2,3,2,2,2,2,3,2,2,3,4,2,4,3,3,3,1,3,6,7,3,4,3,3,4,3,3,4,3,3,2,2,2,2,1,1,1,2,2,3,3,2,3, ,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,2,3,3,2,1,3,4,4,2,3,3,3,2,2,3,3,3,3,3,3,5,5,5,1,1,1,1,2,2,3,4,3,2,2,3,3,3,3,3,3,3,4,4,2,2,98,3,2,3,3,3,4,15
666,15,2,2,38,3,4,6,3,2,3,2,3,1,2,2,1,3,3,3,4,4,4,3,4,4,3,1,2,4,9,3,4,3,2,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,3,2,3, ,3,3,3,4,4,2,3,1,3,3,3,3,1,3,1,1,1,1,1,3,3,3,3,3,4,3,3,1,2,3,2,2,2,3,2,3,2,2,2,1,1,2,2,3,3,3,3,3,2,1,2,2,1,1,2,3,3,2,3,2,98,3,2,4,3,3,3,15
667,15,2,2,39,2,2,5,2,2,2,2,3,3,3,3,2,1,2,2,2,2,2,3,2,2,2,3,2,3,9,2,3,2,2,3,2,2,3,3,2,2,2,1,2,1,1,1,1,1,2,2,1,3, ,2,2,2,3,4,3,3,1,2,2,3,2,2,3,2,1,2,1,1,1,1,1,3,2,2,2,3,2,2,1,3,3,2,3,5,2,1,2,2,1,1,2,2,2,2,2,2,2,1,3,3,3,2,2,3,3,3,4,2,2,2,3,9,2,4,4,2,15
668,15,2,2,35,3,2,5,2,2,2,2,2,2,2,2,2,5,3,3,3,4,4,4,4,5,2,3,2,5,7,3,3,3,3,3,2,3,3,4,2,2,2,1,2,2,2,2,2,2,3,3,2,1, ,3,3,3,4,4,3,3,2,2,3,3,2,3,2,1,2,3,1,1,3,3,3,3,3,3,3,3,2,2,1,2,3,3,1,1,2,2,2,2,1,1,1,1,2,3,3,2,3,3,2,2,2,3,2,3,3,3,4,3,2,1,4,9,4,2,2,1,15
669,15,3,2,34,3,2,6,3,3,3,3,3,3,3,3,3,1,3,4,5,5,5,5,5,5,1,1,2,4,7,4,4,3,3,4,3,4,3,4,4,2,2,2,2,1,1,1,1,1,2,3,3,4,1,3,3,3,2,3,2,2,1,3,2,3,2,1,2,3,1,2,2,2,1,3,3,3,2,4,3,3,2,3,3,2,5,5,2,2,5,5,3,1,2,1,3,3,3,3,3,4,3,2,3,3,4,4,3,4,4,4,4,4,2,98,4,9,2,4,5,2,15
670,15,2,2,39,3,2,4,2,2,1,1,2,2,2,3,2,1,3,4,1,3,4,4,3,3,2,3,1,3,8,3,3,2,3,4,3,3,4,4,4,2,2,2,2,1,1,1,1,1,3,3,3,3, ,3,2,3,4,4,4,4,2,3,3,3,1,3,4,3,1,3,2,2,1,3,3,2,3,3,3,3,2,3,2,2,2,3,2,3,2,3,2,2,1,1,3,3,3,3,3,3,2,2,3,3,3,2,1,2,2,4,4,3,2,1,3,9,3,4,5,1,15
671,15,2,2,36,3,3,4,2,2,2,2,2,2,2,3,1,1,3,3,5,5,5,5,5,4,3,1,4,2,7,3,3,2,3,4,3,3,4,2,2,2,2,2,2,1,1,1,2,2,3,3,3,3, ,2,3,3,3,3,2,2,1,2,2,4,3,1,2,1,1,1,2,1,3,3,2,3,4,4,4,3,1,4,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,3,4,3,3,2,1,1,2,3,2,3,4,3,4,3,2,1,3,9,3,4,5,2,15
672,15,2,2,35,1,1,1,2,1,1,2,1,1,1,4,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,4,4,4,2,4,1,2,2,1,2,1,3,4,4,3,1,2,1,1, ,2,2,2,1,2,5,5,2,2,1,2,1,3,1,1,2,3,1,1,3,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,3,1,2,2,3,9,2,4,4,3,15
673,15,2,2,30,2,2,3,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,1,1,1,2,8,3,3,2,3,3,4,3,4,4,4,2,2,2,2,2,1,1,1,1,3,3,2,3, ,2,3,3,2,2,2,1,1,3,3,2,2,2,1,1,1,1,3,3,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,5,5,2,4,1,2,2,2,2,2,3,3,3,3,3,3,4,4,2,2,2,4,4,2,3,2,98,3,3,3,4,5,3,15
674,15,2,2,37,4,2,4,3,3,2,3,3,3,1,3,3,3,2,3,5,5,2,4,4,4,1,1,4,1,5,4,3,2,2,3,3,3,3,3,3,2,2,1,2,3,2,3,3,3,3,2,4,5,1,2,2,3,2,2,1,1,2,3,2,3,3,2,3,1,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,4,4,3,3,3,2,2,2,2,1,1,2,2,2,3,3,3,3,2,2,2,4,4,3,3,4,3,2,2,98,3,9,4,3,3,1,6
675,15,2,1,20,2,2,5,1,2,2,1,2,1,1,2,1,1,2,3,2,1,1,3,1,1,3,1,2,3,6,3,3,2,2,4,4,2,4,4,4,2,2,2,2,1,1,1,1,1,2,2,1,2, ,3,3,2,3,3,3,3,2,2,2,3,3,3,1,1,1,2,2,2,1,2,2,2,3,3,2,3,2,4,1,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,3,2,3,2,2,2,2,2,2,3,3,4,3,3,1,98,4,10,4,3,4,3,2
676,15,2,1,29,1,2,2,2,1,1,1,1,1,1,3,1,5,1,1,5,5,1,4,4,4,3,3,2,1,5,3,3,2,2,3,2,3,3,4,4,2,2,1,2,1,1,1,2,2,2,2,2,3, ,2,2,2,3,3,3,3,1,2,2,3,2,1,1,1,2,3,3,2,3,3,3,3,3,3,3,3,2,1,3,2,2,2,2,2,2,2,3,2,1,1,2,2,3,2,3,3,3,2,2,3,2,2,2,3,3,4,4,2,1,1,4,12,3,3,4,2,15
677,15,2,1,23,2,2,6,3,2,3,2,2,2,2,3,2,1,3,4,5,4,5,4,4,4,3,1,2,2,8,3,3,2,3,4,2,3,3,3,3,2,2,1,2,1,2,2,2,1,3,3,3,3, ,3,3,3,3,4,3,2,2,3,2,3,2,1,4,3,1,2,2,3,1,3,3,3,3,3,3,3,2,3,3,5,5,5,2,2,3,5,3,2,1,1,2,3,3,3,3,4,3,1,2,3,2,2,4,2,4,4,4,3,1,98,4,4,3,2,3,4,15
678,15,2,1,23,3,2,3,2,3,1,3,3,3,2,3,3,1,3,4,3,3,4,4,4,4,2,3,1,3,8,4,3,3,3,4,4,4,4,4,4,2,2,2,2,1,1,2,1,2,3,3,2,2, ,3,2,3,4,4,4,4,2,3,4,3,4,2,4,4,2,2,2,2,1,1,3,3,3,3,3,3,3, ,3,2,1,2,5,5,2,2,5,2,3,3,3,3,3,3,2,3,3,3,4,2,3,2,2,2,4,4,4,3,1,1,4,10,5,2,3,2,15
679,15,2,1,28,4,2,2,3,3,2,2,2,3,2,2,1,1,3,2,5,5,5,5,5,5,3,1,4,5,7,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3, ,3,3,3,3,3,3,2,2,2,2,4,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,3,2,5,5,2,3,5,5,1,3,1,1,1,2,2,2,3,2,4,3,3,2,2,2,2,2,3,4,4,4,2,1,1,3,2,4,3,3,2,15
680,15,2,1,29,2,2,4,2,2,2,2,2,2,1,4,2,1,3,3,5,5,5,5,4,4,2,1,1,2,8,3,3,2,3,3,3,3,3,3,3,2,2,1,2,1,1,1,2,2,2,3,2,3, ,3,3,3,3,3,2,2,2,2,3,4,3,1,3,1,1,2,2,2,1,3,3,3,4,4,4,4,2,3,3,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,3,4,3,2,3,3,3,2,3,4,4,4,4,2,2,1,4,6,4,3,4,2,15
681,15,2,1,23,2,2,3,4,2,2,3,3,2,3,4,2,5,1,3,3,2,2,3,2,4,3,1,5,1,7,4,3,2,1,1,3,4,4,4,4,2,1,1,2,1,1,1,1,1,1,1,4,4,1,4,3,3,5,5,5,5,1,3,3,3,1,1,3,1,1,1,1,1,1,1,2,2,4,4,4,4,1,4,2,5,5,5,2,2,4,1,2,1,1,1,2,1,2,2,3,4,4,2,1,1,1,2,4,4,4,4,2,3,1,1,4,10,4,4,4,1,2
682,15,2,1,20,4,4,6,2,1,1,3,3,1,3,4,3,3,3,2,3,5,4,5,5,5,3,3,1,5,5,3,3,1,1,3,2,2,1,4,3,2,1,2,2,1,2,1,2,2,4,2,3,3, ,4,2,2,4,4,4,5,1,4,2,4,1,4,1,1,3,4,2,2,3,3,3,3,2,2,3,3,4, ,1,2,3,2,2,2,3,1,4,2,2,1,3,2,3,2,3,3,4,3,2,2,1,2,1,5,5,1,1,3,1,1,5,10,2,1,5,1,15
683,15,2,1,26,4,2,5,3,3,3,3,3,3,3,3,3,5,2,4,5,5,5,5,5,5,3,1,4,2,8,4,4,2,3,4,4,2,4,4,4,2,2,2,2,2,1,1,1,1,2,3,4,4,4,3,4,3,2,2,2,2,1,3,2,3,3,4,1,1,3,4,2,2,3,3,3,3,3,3,3,3,2,3,3,3,4,3,4,3,2,1,4,2,1,2,2,2,2,2,3,2,3,2,3,4,3,2,1,2,2,2,3,4,1,1,3,4,2,4,5,5,15
684,15,2,2,29,2,2,4,2,2,2,2,3,3,3,3,3,1,3,3,4,4,4,4,4,4,3,1,2,3,7,4,3,3,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3, ,2,3,3,3,3,3,3,2,3,3,2,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,1,1,4,3,4,3,4,3,15
685,15,2,2,21,4,2,3,2,2,2,2,2,1,1,3,2,1,3,3,4,5,5,4,4,5,3,3,2,4,7,3,3,3,2,4,2,3,4,4,4,2,2,1,2,2,1,1,1,1,1,2,2,3, ,2,3,2,4,4,4,4,1,2,2,2,2,1,3,1,1,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,3,4,4,2,2,2,2,3,3,4,5,5,5,2,1,1,4,2,3,3,3,2,15
686,15,2,2,19,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,3,1,2,5,7,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,3,2,2, ,2,2,2,4,4,4,3,1,2,2,3,2,3,2,1,3,3,3,3,3,3,3,3,2,3,3,3,1,2,1,2,3,3,2,2,2,2,2,1,1,1,1,1,2,3,3,2,3,2,2,2,2,2,3,4,4,3,4,3,1,98,4,10,4,3,4,6,15
687,15,2,2,29,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,4,1,4,5,5,5,3,3,2,1,8,4,4,2,4,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,3,4,3,3, ,3,3,3,1,1,1,2,1,1,2,3,2,4,4,1,3,3,2,2,3,3,1,1,4,4,2,2,1,2,1,1,5,4,1,1,2,2,3,1,1,2,3,3,4,2,3,1,2,1,1,1,3,1,2,3,5,2,5,3,1,1,5,12,5,2,3,1,2
688,15,2,2,22,2,2,3,2,1,1,2,2,1,2,3,3,5,2,3,5,5,5,5,5,5,3,1,2,3,7,3,2,2,2,2,2,3,4,4,2,2,1,2,2,1,2,1,2,2,2,3,2,3, ,3,3,2,4,4,2,1,2,2,2,3,3,4,1,1,3,3,1,1,3,3,2,4,4,4,4,4,2,2,3,2,2,5,2,2,2,3,2,1,1,1,1,1,2,3,3,4,3,2,2,2,3,4,2,5,3,4,4,2,1,2,4,10,9,4,5,2,15
689,15,2,2,27,4,2,3,2,3,1,2,3,2,3,3,3,3,3,4,3,3,3,4,3,3,2,4,5,2,7,3,2,2,3,4,3,3,4,4,4,2,2,1,2,2,2,2,2,3,2,2,3,3, ,3,2,3,4,2,4,4,2,2,3,2,3,2,3,4,2,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,2,3,3,2,2,2,3,2,3,2,3,3,3,3,2,3,3,2,4,3,4,2,1,2,4,4,4,3,1,1,4,6,3,4,4,3,15
690,15,2,2,27,1,2,4,3,2,3,2,2,1,1,3,1,5,2,2,4,4,3,4,4,4,1,1,2,1,4,3,3,3,2,4,3,4,4,4,4,2,2,1,2,1,1,1,2,2,2,2,4,3, ,3,3,3,5,5,5,5,2,2,2,3,2,3,3,1,1,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,2,3,2,2,1,1,2,1,3,3,3,4,4,4,4,2,2,2,4,1,3,5,5,2,3,1,98,4,6,2,4,5,1,15
691,15,2,2,27,4,2,4,2,2,2,3,3,2,2,3,2,3,2,3,4,4,4,4,3,4,3,1,2,3,8,3,3,2,3,4,1,2,3,4,3,2,2,1,2,1,1,1,1,1,3,3,2,3, ,2,3,3,3,3,3,3,1,3,3,3,2,1,1,1,3,4,2,1,1,3,2,4,3,3,2,3,1,3,3,2,3,5,2,5,5,2,3,1,1,1,2,3,2,3,3,2,4,2,2,2,3,4,3,5,4,2,2,2,2,1,3,9,3,3,4,2,15
692,2,1,1,60,2,3,5,4,4,3,3,2,1,1,2,1,1,2,2,3,3,2,4,5,5,2,1,2,2,7,3,3,2,3,3,3,3,4,4,3,2,2,2,2,2,1,2,1,1,4,3,3,3, ,3,3,3,4,4,4,2,2,3,3,4,3,1,2,1,2,3,3,3,1,3,2,3,3,3,3,3,2,3,2,2,2,3,2,2,2,1,3,2,2,1,3,3,2,3,2,4,3,2,3,3,4,1,2,1,2,4,4,3,2,98,2,4,3,4,4,1,15
693,2,1,1,60,1,2,3,2,2,2,1,2,3,2,3,3,1,2,2,3,4,5,3,3,3,1,1,1,1,7,3,3,2,2,4,3,4,4,4,3,2,2,2,2,1,1,1,1,1,2,3,2,3, ,2,3,2,4,4,3,4,1,2,2,3,2,1,2,1,1,4,3,3,1,3,3,3,2,4,4,4,2,3,3,2,2,2,1,2,1,2,3,1,1,2,2,3,3,3,3,4,3,1,3,3,3,1,2,1,2,4,4,3,2,1,2,2,3,4,4,2,15
694,2,1,1,60,2,1,2,3,2,2,2,2,2,2,3,2,1,3,3,4,4,4,4,3,3,3,1,2,2,8,3,3,3,2,2,3,3,2,2,2,2,2,1,2,2,1,2,3,3,2,2,3,4,1,2,3,3,4,4,4,2,2,2,3,3,2,1,3,1,1,1,1,1,3,3,2,3,3,3,2,2,3, ,1,4,4,4,4,3,2,2,2,2,2,1,2,3,3,2,2,4,3,2,2,2,2,3,2,2,2,4,4,2,2,1,2,12,1,4,5,2,15
695,2,1,1,61,2,2,3,2,2,2,2,1,1,1,4,1,1,2,3,5,5,5,4,4,5,2,1,4,2,8,2,2,2,3,2,2,2,3,3,2,2,2,2,2,1,1,1,2,2,2,3,2,3, ,2,2,2,4,4,3,2,1,2,3,4,2,4,2,1,1,1,1,1,1,1,2,4,4,4,4,4,2,2,3,2,2,3,2,2,2,2,3,1,1,1,2,2,2,2,2,4,2,2,3,3,3,2,3,4,2,4,5,2,2,98,3,2,2,3,4,2,15
696,2,1,2,60,4,2,6,4,3,3,3,4,4,1,4,1,1,4,4,5,5,5,5,5,5,1,1,5,2,8,4,4,3,1,4,3,3,3,3,3,2,2,1,2,1,1,1,2,2,1,1,4,4,1,4,4,2,4,2,2,2,2,3,2,2,1,1,3,1,1,3,2,2,1,3,2,2,3,3,3,3,1,4,2,2,2,2,5,5,4,1,4,1,1,1,1,1,3,3,3,4,3,1,4,4,4,1,1,1,1,5,5,2,2,1,1,9,4,3,4,2,15
697,2,1,2,60,2,2,3,1,2,1,1,1,2,2,3,2,1,3,3,5,2,4,3,3,2,3,1,1,1,7,4,4,3,2,4,4,4,4,4,4,2,2,2,2,1,1,2,2,1,2,3,2,3, ,3,3,2,4,4,3,3,2,2,3,2,2,1,3,1,1,3,3,3,1,3,2,2,2,4,3,3,3, ,1,2,2,4,2,2,2,1,2,1,1,1,3,3,2,3,4,5,3,1,3,3,4,1,2,3,2,5,5,2,2,1,1,2,2,5,5,2,2
698,2,1,2,60,3,2,2,3,3,3,3,3,2,3,3,2,1,4,4,5,5,5,5,5,5,3,3,1,1,8,4,4,2,2,4,4,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,4,4,1,3,4,2,4,4,3,3,1,4,4,2,3,3,2,1,2,3,3,3,3,3,3,3,4,4,3,3,2,2,1,2,2,2,1,2,3,1,3,2,1,2,2,3,4,3,4,4,3,3,3,3,3,1,1,1,2,4,4,3,2,1,3,9,3,4,4,2,15
699,2,1,2,60,1,1,5,3,3,4,2,2,2,2,2,2,1,3,3,4,4,3,3,4,4,2,1,2,3,8,3,3,2,3,4,4,3,4,4,4,2,2,2,2,2,1,1,1,1,3,4,4,3, ,3,3,3,4,3,2,2,3,3,3,3,2,3,4,1,1,3,3,2,1,3,2,3,2,2,2,2,2,2,3,2,2,5,2,5,2,3,2,2,2,2,2,2,3,3,3,3,3,1,2,3,3,3,2,2,2,3,3,2,2,2,2,2,2,4,5,2,15
700,2,1,1,51,1,1,3,1,2,1,1,1,2,1,3,3,5,1,3,3,4,4,5,2,1,3,1,2,5,10,3,2,1,3,2,1,1,1,3,1,2,1,1,2,2,1,2,1,2,2,3,1,1, ,2,2,2,4,5,5,5,1,1,2,4,1,3,2,1,1,3,1,1,1,3,2,2,3,4,2,2,1,2,3,1,3,3,1,1,1,2,2,2,1,2,3,2,1,3,3,1,2,1,2,2,4,2,1,3,3,5,5,3,2,98,1,2,2,4,4,1,12
701,2,1,1,56,4,4,5,2,2,1,1,2,3,2,3,2,3,3,3,4,3,5,4,3,2,1,1,4,3,7,4,3,2,2,4,4,4,4,4,3,2,2,2,2,1,2,1,2,1,1,1,4,3, ,3,3,3,4,4,3,2,3,3,3,2,3,1,2,1,1,4,3,3,1,3,2,2,2,4,3,3,1,4,1,2,2,4,1,2,1,1,2,1,1,1,2,2,3,3,4,3,4,2,2,3,3,1,2,2,2,4,4,2,2,1,3,2,3,4,4,2,15
702,2,1,1,51,2,3,3,2,2,1,1,1,3,2,3,3,3,3,4,3,4,5,4,3,2,1,1,4,2,8,4,3,3,3,4,3,4,4,4,3,2,2,2,2,1,1,1,1,1,2,3,2,4,1,3,3,3,4,4,3,3,3,3,3,2,3,1,3,1,1,4,3,3,1,3,2,2,2,4,3,3,2,3,3,2,2,4,1,2,1,2,2,1,2,2,3,2,3,4,3,3,3,2,3,3,4,1,2,4,3,3,3,3,2,1,3,2,4,3,4,1,15
703,2,1,1,58,2,2,2,3,2,2,2,2,2,2,3,2,1,2,3,4,2,4,3,3,3,1,1,2,2,7,3,3,2,2,3,3,3,3,4,3,2,2,1,2,1,1,1,2,2,2,2,2,3, ,3,3,2,4,4,3,4,2,2,2,2,2,2,3,1,1,1,2,2,1,3,2,3,3,3,3,3,1,3,1,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,5,3,2,1,3,3,2,4,5,1,15
704,2,1,1,51,4,2,5,3,3,3,2,3,3,3,3,3,1,4,4,4,4,4,3,3,4,3,1,2,2,8,4,4,2,3,3,4,2,2,4,4,2,2,2,2,2,2,2,2,2,3,3,4,5,4,4,4,3,2,2,2,2,1,3,2,4,2,1,1,1,3,4,2,2,3,3,3,3,2,3,3,2,1,4,3,2,2,2,4,5,2,1,4,1,1,1,3,3,3,2,3,3,3,2,2,2,2,1,1,1,2,4,4,2,2,1,3,4,2,4,4,2,15
705,2,1,1,51,4,3,3,4,4,3,3,3,1,2,2,1,1,4,3,5,5,5,4,4,4,3,1,2,1,9,4,4,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,3,4,5,3,3,4,2,4,3,3,3,1,3,4,2,3,3,1,1,3,4,2,3,3,3,3,3,4,4,4,4,3, ,1,3,3,3,2,3,4,1,2,2,1,1,2,3,3,2,4,3,4,3,3,2,1,1,3,4,5,1,5,3,2,98,3,2,3,4,5,2,2
706,2,1,1,52,1,2,3,2,2,3,2,3,2,1,3,2,3,2,4,5,4,2,5,5,5,3,1,5,1,10,4,2,2,2,1,2,2,4,3,2,2,2,2,2,1,1,1,2,2,1,2,3,4,2,3,3,3,5,5,5,5,1,2,2,3,3,3,1,3,1,1,1,1,1,1,2,3,3,3,3,3,1,3,3,1,3,4,3,2,3,2,2,2,3,2,2,3,3,3,2,2,3,3,1,2,3,2,2,2,2,5,5,4,2,1,4,2,4,5,4,1,2
707,2,1,1,54,2,3,6,4,3,2,2,2,2,3,3,2,1,4,3,3,3,2,3,4,4,1,3,2,2,6,4,3,3,3,4,3,3,4,4,3,2,2,2,2,2,1,1,1,1,2,4,2,3, ,3,4,3,3,3,2,1,1,3,2,2,3,1,2,4,1,3,3,2,1,3,3,3,2,2,3,3,2,3,3,2,2,2,2,3,2,1,4,2,1,1,2,2,3,3,3,4,4,2,3,3,4,2,3,2,2,4,3,2,2,2,2,2,3,4,4,2,15
708,2,1,1,55,1,1,2,1,2,1,2,2,2,2,3,2,1,2,3,5,5,5,5,5,5,1,1,3,3,7,4,4,3,2,3,2,3,3,3,3,2,2,1,2,1,1,1,1,1,1,2,3,4,1,3,3,3,3,3,3,3,2,2,2,3,2,3,2,1,1,3,2,2,3,3,4,4,3,4,4,3,3, ,3,2,3,1,3,3,3,1,4,1,1,1,1,1,1,2,2,2,4,2,4,4,4,1,4,1,3,5,5,3,2,1,3,4,3,4,5,1,2
709,2,1,2,52,2,2,4,1,2,1,1,1,1,1,3,1,1,4,4,1,1,1,2,2,2,2,1,1,2,8,3,3,2,3,4,3,3,4,4,4,2,2,2,2,1,1,1,2,2,2,3,2,4,1,3,3,3,2,2,2,1,2,2,3,3,2,1,3,1,1,2,2,2,1,3,3,3,4,4,4,4,2,3,3,2,2,5,2,5,2,2,3,1,1,1,2,2,2,2,3,4,3,2,3,3,3,2,2,2,4,5,5,2,2,1,3,9,4,4,4,2,2
710,2,1,2,52,2,1,3,2,2,2,2,2,2,2,3,1,2,3,3,5,5,5,5,5,5,3,1,1,1,6,4,4,2,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,2,3,3, ,2,3,3,3,2,2,2,1,3,2,4,3,3,1,1,3,3,1,2,3,3,4,4,4,4,4,4,4, ,3,5,2,1,2,5,2,1,4,1,1,1,1,1,1,1,4,5,4,2,4,4,4,1,4,2,4,5,5,2,2,1,2,3,4,4,5,4,2
711,2,1,2,51,4,2,4,4,4,4,3,3,2,3,4,3,1,4,4,5,5,5,5,5,5,3,1,1,2,8,4,4,2,3,3,3,2,4,4,4,2,2,2,2,2,1,2,2,2,3,3,3,4,4,3,3,3,2,2,2,1,1,3,3,3,2,1,2,1,2,4,2,2,3,3,3,3,2,3,3,2,1,4,3,3,3,5,4,5,2,1,4,2,1,1,3,3,3,2,3,3,3,2,3,4,4,1,1,3,3,4,4,2,2,1,3,3,2,4,3,2,14
712,2,1,2,54,2,2,2,3,3,3,2,3,2,2,3,2,1,3,2,4,3,4,3,3,3,1,1,2,2,6,3,3,2,3,4,3,3,3,4,3,2,2,1,2,1,1,2,2,2,3,3,4,4,1,3,3,3,3,2,2,2,2,3,3,3,3,4,3,1,1,2,2,2,1,3,2,3,3,4,3,3,1,3,1,2,2,3,2,2,2,2,2,1,2,1,1,3,3,3,1,2,2,2,2,1,2,2,2,2,2,4,4,3,2,1,2,9,3,4,5,1,15
713,2,1,2,56,3,2,3,2,2,2,2,2,2,2,3,3,1,3,4,4,2,3,3,3,4,3,4,4,2,6,3,3,3,3,4,3,4,4,4,3,2,2,2,2,2,1,2,1,1,2,3,2,4,4,3,3,3,3,3,2,1,2,3,3,3,3,1,2,1,1,3,2,2,1,3,2,4,3,4,4,3,3, ,1,1,2,2,2,2,2,1,3,1,2,1,2,2,3,3,1,2,4,2,3,3,4,2,3,2,2,4,3,2,2,1,3,9,3,4,5,2,15
714,2,1,2,52,1,1,3,2,2,2,2,2,2,2,3,1,4,3,3,3,2,2,3,5,5,2,3,1,2,8,3,3,2,2,4,3,3,4,4,3,2,2,2,2,2,1,2,1,1,2,2,3,2, ,2,2,2,4,4,4,2,2,2,2,3,2,1,4,1,2,3,3,2,1,3,2,3,2,2,2,2,2,2,1,2,2,5,2,4,2,3,2,2,1,2,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,5,5,3,2,3,3,9,3,4,5,2,15
715,2,1,2,52,4,2,6,3,3,3,3,3,3,3,3,3,1,4,4,1,1,1,1,1,3,1,1,5,2,8,4,4,3,1,3,3,3,3,4,3,2,2,2,2,1,1,1,1,2,1,2,4,4,1,4,4,3,2,2,2,4,3,2,3,3,2,1,3,1,1,3,3,3,1,3,2,2,3,3,3,3,3, ,2,5,5,5,5,5,4,1,3,1,1,1,1,1,3,3,4,4,4,2,4,4,4,1,1,1,4,4,4,3,2,1,1,9,3,4,4,2,15
716,2,1,2,53,4,4,6,3,4,3,3,2,3,1,3,2,2,4,4,5,3,5,4,3,3,3,1,5,2,6,4,4,2,1,4,4,4,4,4,2,2,2,2,2,2,1,1,1,1,1,2,3,5,4,4,4,3,3,2,3,2,3,3,4,2,3,1,3,1,1,4,2,3,3,3,2,2,2,4,3,3,2,3,2,2,2,5,2,3,2,1,2,2,2,2,3,3,3,3,4,4,4,2,3,3,4,2,2,3,3,4,4,3,2,1,1,2,3,4,5,3,15
