id,wara,siz,ara,sex,wage,age,Q2,Q3,Q4,a15,a16,a17,a18,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,a35,a36,Q11,Q12,a39,Q13,Q14,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a64,a65,Q18,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,Q19_1,Q19_2,Q19_3,Q19_4,Q20,b07,b08,b09,b10,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b54,b55,b56,b57,b58,Q27,b60,b61,job,mar,edc,rel,inc,b70,b71,b72,b73,wt
292,8,2,1,1,52,4,1,2,3,1,2,1,2,2,2,1,3,3,2,1,3,2,4,4,4,4,3,3,3,1,2,2,3,2,2,2,1,1,2,4,2,3,2,2,2,2,1,1,1,1,1,1,2,1,4,3,3,3,2,3,2,4,4,2,3,1,1,2,3,3,2,3,3,2,3,4,3,2,2,2,1,2,1,4,4,1,3,2,3,1,2,3,2,2,3,3,3,1,1,2,3,1,3,1,2,3,2,2,2,1,1,2,1,1,1,2,2,3,2,2,2,4,8,2,2,2,2,2,2,3,2,3,2,2,98,1,4,4,3,8,1
293,8,2,1,2,54,4,2,2,3,2,1,2,3,3,1,1,2,3,2,5,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,4,3,3,2,3,3,3,2,2,2,1,1,3,3,3,1,1,3,2,4,4,4,2,2,2,3,3,2,3,4,1,3,3,1,3,1,2,1,2,4,3,2,3,2,3,2,1,3,1,1,2,3,2,2,2,1,1,2,1,1,1,4,4,4,3,1,3,4,5,3,4,4,1,2,2,8,3,4,2,3,2,3,3,4,2,1,1
294,8,2,1,2,56,4,3,2,6,4,3,3,3,2,2,3,3,2,2,2,3,3,1,3,2,2,3,4,3,1,1,3,4,3,2,2,4,3,3,4,4,3,2,2,2,2,3,3,3,3,3,3,2,2,3, ,3,3,3,3,3,3,3,3,3,2,3,1,2,3,4,3,3,3,4,4,4,1,3,2,2,3,1,5,2,1,3,2,3,1,4,3,3,3,4,3,3,2,1,2,1,2,3,2,2,2,2,2,2,2,1,2,2,1,3,3,2,3,2,2,2,3,6,3,4,2,2,3,4,3,1,5,2,1,98,1,4,5,2,12,1
295,8,2,1,2,50,4,3,1,6,2,2,2,2,1,2,2,2,3,3,3,3,3,3,2,2,1,2,2,2,1,2,2,2,2,2,3,4,2,2,4,4,4,2,2,2,2,1,2,2,2,2,1,2,3,4,3,3,2,3,3,1,2,2,2,1,1,2,3,4,1,1,3,2,5,5,5,5,1,2,2,1,1,1,3,1,4,3,3,4,3,1,4,1,4,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,2,1,4,3,1,1,4,4,3,2,1,2,2,6,1,5,2,1,2,2,1,3,2,2,3,3,1,4,5,2,1,1
296,8,2,1,2,54,4,4,2,6,3,2,3,2,3,2,2,4,3,3,1,3,3,4,3,4,4,4,4,3,3,4,2,3,3,3,2,4,4,3,3,4,3,2,2,2,2,2,2,2,2,1,1,2,3,4,4,2,2,1,3,2,2,2,2,2,2,2,2,5,2,5,3,2,2,3,2,2,2,3,2,3,2,1,3,1,1,3,3,2,1,2,3,4,3,3,2,2,2,2,2,2,2,3,2,3,3,3,5,2,2,2,3,2,2,3,3,3,3,2,2,3,3,6,2,3,4,4,3,4,1,2,2,2,2,1,2,4,4,1,10,1
297,8,2,1,2,58,4,2,2,5,2,2,2,1,2,2,1,3,3,3,1,2,3,4,4,3,4,4,4,2,1,2,2,3,3,3,2,4,3,3,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,3, ,2,3,3,3,2,3,2,4,3,2,2,2,4,3,2,2,2,4,4,4,4,2,2,2,3,2,1,4,1,2,3,4,4,4,3,3,4,2,3,3,3,2,2,2,2,2,1,2,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,4,5,2,3,4,2,3,3,2,2,5,2,2,2,3,3,3,2,12,1
298,8,2,1,2,55,4,3,2,3,2,2,1,1,2,2,1,4,2,1,3,3,3,3,1,2,4,4,4,3,3,3,5,4,4,3,1,4,3,3,3,4,3,2,2,2,2,1,1,1,1,1,1,1,1,5,2,4,3,2,3,2,3,3,1,1,1,1,1,3,3,1,3,3,3,3,1,1,2,3,3,2,2,1,3,1,1,3,1,1,1,2,1,1,4,4,4,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,4,7,2,2,1,4,1,2,1,2,5,2,2,1,3,4,4,1,1,1
299,8,2,1,2,51,4,2,1,3,1,1,1,1,1,1,1,3,2,1,1,3,3,5,4,2,4,5,5,1,1,1,2,4,4,4,2,4,2,1,2,3,3,2,2,1,2,1,1,1,1,1,1,1,1,3, ,2,2,2,2,2,3,3,2,2,1,2,1,3,3,2,3,2,4,4,3,3,2,2,2,3,2,3,9,1,1,3,3,4,1,3,1,3,2,3,2,3,2,1,2,1,3,1,2,3,4,4,2,2,1,2,2,1,1,1,3,1,3,1,3,3,4,7,2,2,2,3,2,4,8,3,5,2,3,3,4,3,4,2,1,1
300,8,2,1,2,52,4,1,1,2,4,1,1,1,3,1,4,4,1,1,5,2,3,4,5,4,5,4,5,2,2,1,2,2,4,3,2,3,3,3,3,4,3,2,2,2,2,1,1,1,1,2,2,2,4,4,3,2,2,2,3,3,4,1,2,2,2,4,1,4,4,1,4,2,2,2,2,2,1,3,2,2,2,1,3,1,1,1,1,1,1,2,3,4,3,3,3,3,1,1,1,1,1,3,1,3,3,4,2,2,2,2,2,2,2,3,3,3,2,2,3,3,4,4,3,2,2,4,3,3,1,3,2,2,2,1,3,3,4,2,1,1
301,8,2,1,2,52,4,1,2,4,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,4,4,3,3,3,3,1,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,5,5,4,3,1,2,2,4,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,6,3,3,2,2,2,2,4,3,5,2,2,98,3,4,4,2,8,1
302,8,2,1,2,53,4,2,1,3,2,2,1,2,2,2,2,2,2,2,1,2,3,4,4,4,5,4,3,3,3,4,1,2,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2, ,2,2,3,2,2,2,2,4,3,2,2,1,2,1,3,2,2,4,4,4,4,1,2,2,2,2,3,3,1,1,1,3,1,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,2,5,2,2,2,2,2,2,2,2,3,3,3,3,1,2,3,3,6,3,3,2,2,3,4,8,3,5,2,2,2,4,3,4,1,8,1
303,8,2,1,2,56,4,2,2,5,2,2,1,2,2,1,2,3,2,2,5,3,3,4,4,3,4,3,4,2,2,2,2,3,3,3,3,4,2,2,3,4,2,2,2,2,2,2,1,2,2,2,1,3,2,3, ,3,3,3,3,2,2,2,3,3,2,2,1,2,3,2,3,3,3,3,3,3,2,2,2,3,2,1,4,1,1,3,2,2,1,2,3,3,1,3,3,3,2,1,2,3,3,3,2,3,3,3,2,2,3,1,2,1,1,2,2,2,2,2,3,3,3,7,4,3,2,3,2,3,1,2,5,2,2,2,4,3,4,2,1,1
304,8,2,1,2,51,4,4,3,6,3,3,3,3,3,3,2,3,3,2,5,3,3,4,4,4,4,3,3,3,3,3,5,3,3,3,3,3,2,2,3,3,2,2,2,2,2,1,1,2,2,2,1,2,2,4,1,3,3,3,3,3,3,3,2,2,3,3,1,3,3,2,2,3,2,2,2,2,2,3,2,3,3,1,3,4,2,3,2,3,1,2,4,3,2,3,3,3,3,1,2,2,2,1,3,3,3,3,5,2,2,1,2,1,1,2,2,2,3,3,3,3,3,6,3,3,2,3,3,4,1,2,5,2,2,2,4,3,3,2,1,1
305,8,2,1,2,56,4,1,2,2,1,1,1,2,2,1,1,3,2,2,1,1,3,5,4,4,5,3,4,2,1,1,4,4,4,2,1,3,3,3,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,4,1,4,3,3,3,4,2,2,2,1,2,2,1,2,2,1,2,2,4,4,3,2,1,2,2,3,2,1,3,1,1,2,4,3,1,2,3,3,4,4,4,4,1,1,3,2,3,3,1,3,3,2,2,1,2,1,1,1,1,2,3,3,2,2,2,3,4,7,3,3,3,3,2,2,1,3,3,2,2,2,4,3,3,2,11,1
306,8,2,1,2,56,4,1,2,3,2,1,2,2,1,2,1,3,3,2,5,2,3,4,4,5,5,5,4,3,1,1,1,4,3,2,2,3,3,3,4,4,3,2,2,1,2,3,2,2,2,2,2,2,2,2, ,2,3,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,5,5,4,4,1,2,1,3,2,1,3,1,1,2,3,3,1,2,1,4,1,3,2,2,1,1,2,2,2,3,2,2,3,2,2,2,1,1,3,2,1,3,3,3,2,2,2,3,3,7,2,2,3,2,3,4,1,2,3,4,1,2,4,3,3,2,8,1
307,8,2,1,2,54,4,1,2,5,2,2,2,2,1,3,1,4,2,2,3,2,3,5,5,5,5,5,5,1,2,2,2,2,3,4,1,4,4,3,4,4,3,1,2,2,2,1,1,1,1,1,1,1,2,4,1,4,2,3,3,3,3,3,3,2,1,1,1,3,3,3,3,2,3,3,3,3,2,4,4,4,4,1,3,2,1,3,2,2,1,2,1,3,1,1,1,1,1,1,2,2,2,1,1,1,1,4,4,1,1,1,2,2,1,1,2,2,4,3,1,1,1,6,2,2,2,2,3,3,1,3,3,2,2,1,2,2,3,1,8,1
308,8,2,1,2,55,4,1,2,2,4,2,2,1,3,2,2,3,3,2,1,2,3,3,3,2,4,1,1,2,3,2,2,2,3,2,2,3,3,2,2,4,4,1,2,2,2,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,3,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,4,4,4,2,2,2,2,2,5,3,3,3,3,3,4,1,3,5,2,3,2,3,3,2,4,1,1
309,8,2,1,2,58,4,1,1,6,4,4,4,4,3,3,2,4,3,3,1,3,3,4,4,3,4,4,3,3,3,2,1,3,4,3,2,4,3,3,3,4,4,2,2,2,2,1,1,1,2,2,1,2,1,4,3,2,2,3,3,3,2,1,1,3,2,2,1,4,2,5,5,3,5,5,3,3,1,3,2,3,2,1,3,1,1,2,3,3,1,2,1,2,3,3,4,3,1,1,2,3,4,1,1,2,5,2,2,2,1,2,2,1,1,1,2,3,3,2,2,2,4,4,2,2,3,5,1,2,1,2,5,2,1,1,3,3,4,2,1,1
310,8,2,1,2,58,4,1,1,6,4,2,4,4,2,1,2,4,3,2,1,2,2,3,4,4,3,4,4,2,2,2,4,3,3,4,2,4,3,4,4,4,3,2,2,2,2,1,1,1,1,2,2,2,1,3, ,4,3,3,3,1,2,2,3,3,2,2,1,3,2,3,4,3,4,4,3,3,2,2,2,3,1,1,3,1,1,3,3,3,1,2,3,3,3,4,4,3,2,2,2,4,4,3,2,2,5,2,2,1,2,2,3,1,1,2,3,2,2,2,2,3,4,5,2,4,2,3,2,3,1,2,2,2,1,2,3,4,5,2,1,1
311,8,2,1,1,63,4,1,2,3,3,2,3,2,3,3,3,3,2,2,5,1,3,5,4,4,4,4,5,3,1,1,2,2,3,2,2,3,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,4,2,3,3,3,3,3,3,3,1,4,2,2,2,3,3,2,1,4,3,2,1,2,2,3,3,3,3,1,2,1,2,2,3,2,1,3,1,2,3,3,3,3,1,1,1,1,1,3,1,1,2,4,4,2,1,1,2,2,1,2,2,1,3,2,3,4,4,7,2,1,1,2,2,3,3,2,2,2,1,98,3,4,4,1,8,1
312,8,2,1,1,65,4,1,1,2,2,3,2,3,3,2,3,4,4,4,97,2,3,3,3,4,5,5,4,3,2,3,2,2,3,2,2,2,2,2,2,4,2,2,2,1,2,4,1,1,2,1,1,2,2,5,1,3,3,3,3,3,2,2,3,3,1,1,1,2,3,3,3,3,3,2,1,3,2,2,1,3,4,1,4,1,1,3,3,2,1,2,1,3,2,3,3,2,1,1,1,1,1,1,1,1,3,4,4,3,1,2,3,2,2,2,3,2,2,2,3,3,3,5,2,3,2,2,1,4,3,4,2,2,3,3,4,4,4,1,5,1
313,8,2,1,1,64,4,1,2,2,2,3,2,2,2,2,2,3,2,3,97,2,2,4,3,2,5,4,2,1,1,4,2,2,2,2,3,3,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2, ,2,2,2,3,2,2,2,4,2,2,2,1,2,2,4,2,3,4,4,4,4,1,3,2,3,2,3,2,1,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,5,1,1,3,2,1,3,3,3,3,1,3,2,4,8,3,4,4,3,3,3,2,2,3,2,1,98,1,5,6,1,13,1
314,8,2,1,1,64,4,1,1,2,2,2,2,2,2,2,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,3,3,2,2,2,2,2,1,3,1,1,2,2,2,1,2,3,3,1,2,2,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,8,2,2,2,2,2,2,1,2,6,2,2,1,4,3,3,2,14,1
315,8,2,1,1,65,4,1,1,6,2,1,1,1,2,2,1,2,2,2,5,2,3,5,4,4,5,4,5,1,1,1,4,3,4,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,1,2,1,1, ,2,2,4,4,2,2,2,2,2,2,2,1,1,1,1,1,1,5,5,5,5,1,2,1,3,2,3,4,1,1,2,2,2,1,2,1,2,4,4,4,4,2,1,3,2,3,3,1,4,5,5,5,2,3,1,2,1,1,2,3,2,4,3,3,4,4,3,2,2,1,1,1,1,1,4,3,2,1,98,1,5,6,2,12,1
316,8,2,1,1,62,4,2,1,4,2,4,1,1,1,2,2,4,1,1,1,1,2,5,4,4,4,4,4,2,1,1,2,3,2,2,1,4,3,4,4,4,4,2,1,2,2,1,1,3,3,3,1,1,1,2, ,1,2,2,2,4,1,1,1,3,2,1,1,4,4,4,4,2,4,4,3,4,2,2,2,3,2,4,3,1,1,3,3,3,1,3,3,3,2,4,4,4,1,1,3,3,3,3,3,1,1,1,2,1,1,1,4,2,2,3,4,3,2,1,2,4,4,5,2,2,1,2,3,2,1,1,6,2,2,98,1,3,4,4,8,1
317,8,2,1,1,60,4,1,2,5,2,2,1,2,1,1,1,3,2,2,1,3,3,4,4,5,4,3,4,3,3,1,4,3,3,4,3,4,3,4,4,4,4,2,2,2,2,1,1,1,1,2,1,2,1,3, ,2,2,3,3,2,1,2,2,3,1,2,1,2,1,3,3,3,3,3,2,2,1,2,2,2,3,3,1,1,3,3,3,3,1,3,3,4,3,3,3,3,1,1,1,2,2,2,1,1,2,1,1,3,2,2,2,1,1,2,2,2,3,2,2,3,4,4,1,1,4,2,2,4,2,3,3,2,1,2,2,4,5,2,12,1
318,8,2,1,2,60,4,3,2,2,3,3,2,3,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,3,3,4,4,4,2,2,2,2,2,2,2,2,2,1,2,3,4,1,3,2,3,3,1,2,2,2,2,3,3,3,1,1,3,3,1,4,4,1,1,2,1,2,1,2,1,4,1,1,2,2,1,1,2,4,3,3,4,2,4,3,1,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,3,3,2,2,1,1,2,3,8,3,4,4,2,2,2,1,2,3,2,2,3,3,3,3,1,9,1
319,8,2,1,2,60,4,1,2,3,3,2,3,1,2,3,2,4,1,1,5,4,3,5,3,3,2,4,4,3,3,1,1,3,4,2,1,2,2,2,2,3,2,1,2,2,2,1,2,2,2,2,2,3,1,2, ,2,2,2,4,5,2,2,1,2,1,1,1,1,1,1,1,1,4,5,5,5,1,3,2,3,3,1,3,3,1,1,1,1,1,2,3,3,2,3,3,2,1,1,1,1,1,1,3,2,3,3,2,1,2,3,3,2,2,2,3,3,2,1,2,2,4,10,1,1,2,4,2,3,1,2,5,2,1,2,4,3,3,1,14,1
320,8,2,1,2,60,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,3,3,1,3,2,3,1,1,1,2,4,4,3,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,3, ,3,3,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,4,4,2,2,1,3,1,3,1,1,3,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,4,2,4,1,1,1,4,3,2,2,3,4,2,1,3,2,4,10,2,1,1,2,2,2,1,1,3,2,2,2,1,5,6,1,10,1
321,8,2,1,2,60,4,3,2,4,2,1,2,2,2,2,3,4,1,1,1,3,3,2,3,4,4,4,5,3,3,2,2,4,3,3,2,1,1,1,1,3,1,2,2,2,2,1,1,1,1,1,1,2,1,3, ,3,2,2,2,3,4,2,2,1,1,1,1,4,3,2,2,4,1,2,1,1,2,3,3,3,3,1,4,2,1,3,4,4,1,3,3,3,2,3,3,3,1,1,1,1,1,1,2,2,3,3,3,2,1,3,3,1,1,2,3,1,4,2,3,4,4,9,3,1,2,4,2,5,3,2,2,2,2,2,1,3,4,2,1,1
322,8,2,1,2,61,4,1,2,4,2,2,2,2,2,2,3,4,2,2,1,2,3,4,4,4,3,3,3,2,3,1,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3, ,2,2,2,2,1,2,2,4,3,2,2,1,2,2,3,2,3,4,4,4,2,1,2,2,3,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,2,2,1,2,1,2,2,2,1,2,3,2,3,1,2,3,3,6,3,4,4,2,3,3,1,2,5,2,1,98,2,5,6,1,13,1
323,8,2,1,2,61,4,2,2,2,3,2,2,2,2,2,2,3,2,2,5,3,3,4,4,3,3,3,4,2,2,2,3,2,3,3,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2, ,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2,3,2,3,3,3,3,2,2,2,2,2,1,3,1,1,2,3,3,1,2,3,3,1,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,7,3,3,2,3,3,3,1,2,5,2,1,1,4,3,4,2,8,1
324,8,2,1,2,61,4,1,1,3,1,1,2,1,2,1,1,4,3,2,1,4,4,4,5,4,5,4,5,3,3,1,2,4,3,2,3,3,3,3,4,4,3,2,1,2,2,1,1,2,2,2,1,3,1,3, ,3,3,2,3,2,1,1,2,1,2,2,1,4,2,2,1,2,4,4,3,4,1,1,1,3,2,2,3,1,1,1,3,1,1,2,3,3,4,4,4,4,2,1,3,3,3,1,1,3,2,2,5,2,1,1,3,2,2,1,4,3,2,1,3,4,4,5,3,2,3,3,3,4,8,3,3,3,2,1,1,4,6,3,13,1
325,8,2,1,2,63,4,1,1,2,2,1,2,1,3,1,1,3,1,2,1,1,2,4,2,2,5,5,5,3,1,2,2,3,3,2,2,2,2,2,3,2,3,1,1,2,2,1,1,3,2,2,1,2,2,2, ,2,1,3,3,2,2,2,3,2,2,3,1,1,2,1,5,2,4,4,4,4,1,2,2,3,3,3,3,1,1,3,2,3,3,3,3,3,4,4,4,4,1,2,2,2,3,3,2,4,4,1,2,1,1,1,3,3,3,2,3,3,2,2,2,3,3,8,2,3,4,1,1,3,3,2,6,2,3,2,2,3,2,1,4,1
326,1,1,1,1,28,1,2,2,2,2,2,2,3,2,2,1,3,3,3,3,3,2,4,4,3,4,4,4,2,2,1,2,3,3,3,1,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,2,2,2, ,2,2,3,3,3,1,1,3,1,1,1,1,1,3,4,4,3,3,3,4,2,1,2,2,3,2,1,1,1,3,3,3,3,1,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,2,3,4,5,3,4,4,3,4,2,8,2,4,1,3,2,4,3,4,3,1,1
327,1,1,1,1,21,1,5,3,6,4,4,4,4,4,3,1,4,3,4,97,4,4,5,5,5,5,5,5,3,2,1,5,4,4,2,1,2,2,2,2,4,4,1,1,2,2,1,1,1,1,1,1,1,1,5,2,4,2,4,4,4,5,3,1,5,5,5,1,1,1,1,1,4,4,4,2,1,2,4,2,4,1,1,4,4,1,1,1,1,1,3,3,3,3,3,3,3,4,2,2,4,2,3,3,3,3,2,3,2,1,2,4,2,2,2,3,2,2,3,1,1,4,8,4,5,4,2,2,2,7,4,3,1,3,2,4,3,4,5,1,1
328,1,1,1,1,22,1,2,2,2,2,3,1,2,2,2,1,2,2,2,2,2,3,4,4,2,3,4,4,3,2,3,2,3,3,2,2,1,1,4,4,4,2,2,2,1,1,1,2,1,2,2,1,1,1,2, ,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,4,2,1,2,1,1,2,3,2,3,3,3,1,1,1,3,3,3,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,3,2,1,1,4,3,2,1,1,3,4,7,3,1,3,3,2,2,1,1,3,1,2,98,4,2,3,3,1,1
329,1,1,1,1,20,1,1,2,2,2,3,3,1,2,2,2,3,2,1,5,1,3,3,2,3,2,2,2,1,1,3,2,3,1,1,4,2,2,3,4,1,1,1,2,1,1,2,2,2,2,2,2,4,5,2, ,2,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,1,3,3,3,3,3,5,1,1,1,2,4,3,3,3,3,3,3,3,3,4,3,3,3,3,2,5,5,5,5,5,5,1,2,2,1,1,3,4,3,3,1,3,3,3,3,4,4,4,4,3,4,7,2,6,1,3,98,4,3,4,2,1,1
330,1,1,1,1,22,1,5,2,5,4,4,4,4,2,1,4,4,1,4,5,1,4,5,5,5,5,5,5,2,2,1,5,4,4,4,1,4,1,1,4,4,4,2,1,1,2,1,1,1,1,1,1,1,2,5,1,3,4,1,2,1,1,2,1,1,1,1,1,1,3,1,4,2,4,4,2,3,1,1,2,3,1,1,3,4,1,3,3,3,1,2,3,3,3,3,3,3,1,1,1,1,1,2,1,2,5,1,5,4,1,2,4,3,1,2,4,1,3,3,3,3,4,9,2,1,1,5,1,1,4,1,6,1,3,2,4,3,3,1,1,1
331,1,1,1,1,23,1,2,2,3,3,3,2,2,2,2,2,4,2,2,2,3,4,3,3,3,3,3,3,3,2,2,2,2,3,2,2,4,4,4,4,4,4,2,2,2,2,1,2,2,2,1,2,3,1,3, ,2,2,2,3,4,2,2,1,4,1,1,1,1,1,1,1,2,4,4,4,4,1,2,4,3,4,2,3,3,1,4,2,4,1,2,4,2,1,2,3,3,2,1,1,1,1,3,2,5,5,2,5,1,2,1,2,2,1,2,4,4,2,1,2,2,4,6,2,2,2,3,2,3,2,2,3,1,2,98,2,3,4,2,1,1
332,1,1,1,1,26,1,5,4,6,3,3,1,1,2,3,3,4,2,2,98,3,3,5,5,5,5,5,5,3,3,1,1,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3, ,3,2,2,2,4,2,2,1,3,1,1,1,1,1,2,2,2,4,4,4,4,1,2,3,3,4,1,4,3,1,2,2,2,1,2,4,2,2,3,3,3,2,1,2,2,2,3,2,2,5,2,5,1,2,2,2,2,2,2,2,2,3,2,2,2,4,6,2,5,2,3,2,3,1,4,2,1,2,2,2,4,2,1,1,1
333,1,1,1,1,19,1,3,2,6,2,2,2,2,3,3,1,3,2,2,4,1,2,3,1,3,3,4,5,3,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2, ,1,1,3,3,2,2,2,2,1,2,2,1,4,3,3,3,3,3,3,3,2,2,3,3,3,2,2,1,1,3,2,1,1,3,4,4,4,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1,2,2,3,2,2,3,3,2,3,1,3,3,4,6,3,5,4,2,2,3,7,3,6,1,3,98,4,3,3,2,15,1
334,1,1,1,1,19,1,2,2,6,2,3,1,1,1,2,2,2,1,2,1,2,3,2,2,1,1,1,1,2,2,2,2,3,2,3,2,4,4,2,3,2,2,2,2,2,2,1,1,3,2,2,3,4,4,4,4,2,2,3,3,2,3,2,2,2,2,2,2,4,3,3,3,2,4,4,4,3,2,2,2,2,2,1,1,4,1,2,2,1,3,4,4,4,3,4,4,4,2,2,2,2,2,2,5,5,5,3,2,2,2,2,3,2,2,3,3,3,2,2,3,3,4,6,3,3,4,3,4,3,7,3,6,1,3,2,4,3,4,2,8,1
335,1,1,1,1,19,1,3,2,4,4,3,2,1,2,2,1,4,2,1,3,3,3,2,1,2,3,5,4,2,2,1,1,2,3,4,2,4,3,4,3,3,3,2,2,1,2,1,1,1,1,1,1,2,1,5,1,3,2,3,4,2,3,1,1,3,1,1,2,3,2,3,3,4,3,3,3,2,2,3,1,3,1,3,3,1,2,2,2,2,1,3,3,3,4,3,3,3,1,3,2,3,3,1,5,5,2,2,2,2,3,1,3,2,2,2,3,3,3,2,2,2,4,6,2,4,2,2,3,5,7,4,6,1,3,2,4,4,5,2,1,1
336,1,1,1,1,20,1,2,2,3,2,1,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,1,3,2,2,2,3,2,3,4,3,3,3,4,3,2,2,2,2,2,1,2,2,2,2,3,2,3, ,2,2,3,3,2,2,2,3,2,2,3,3,3,3,3,3,2,4,4,4,4,1,3,3,3,2,1,2,1,1,3,3,3,1,2,3,3,2,3,3,3,2,2,2,2,2,1,2,3,4,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,9,3,3,2,2,3,3,7,3,6,1,3,98,4,3,4,1,1,1
337,1,1,1,1,25,1,1,2,4,3,2,3,3,3,2,2,4,3,2,5,2,3,3,2,2,3,3,4,3,1,3,2,3,3,3,4,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,3,2,3, ,3,2,2,2,3,2,2,2,1,2,2,1,3,3,3,3,3,4,4,4,4,1,2,3,4,2,1,3,2,1,2,2,2,1,2,3,3,3,3,3,3,1,1,1,2,2,3,2,2,3,2,2,2,2,2,3,2,3,3,3,3,2,1,2,2,4,8,3,2,2,2,2,4,1,2,6,1,3,98,3,3,4,1,1,1
338,1,1,1,1,20,1,2,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,3,4,3,3,1,1,2,2,2,2,2,3,3,3,3,4,3,3,2,2,2,2,2,1,2,2,2,2,3,2,2, ,2,2,3,3,2,2,2,3,1,2,3,2,2,2,2,3,3,4,4,4,4,2,2,3,3,2,1,4,1,1,2,3,3,1,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,3,2,3,2,2,2,4,8,4,3,4,2,3,3,7,3,6,1,3,98,4,3,5,1,1,1
