ID,TARA,ARA,SIZ,SEX,TSQ1,SQ1,Q2,Q3,Q4,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_5,Q5_2,Q5_3,문5_9,문5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,문10,문11,Q11,Q12,문14,Q13,문16,Q14,Q15,문19_1,문19_2,문19_3,문19_4,문19_5,문19_6,문20_1,문20_2,문20_3,문20_4,문21_1,문21_2,문21_3,문21_4,문21_5,문22,문23,문24,문25,문26,Q18,문28,문29_1,문29_2,문29_3,문29_4,문29_5,문29_6,문30_1,문30_2,문30_3,문30_4,문30_5,문31_1,문31_2,문31_3,문31_4,문31_5,문31_6,Q19_1,Q19_2,Q19_3,Q19_4,Q20,문34_1,문34_2,문34_3,문34_4,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,문41_1,문41_2,문41_3,문41_4,문42,문43_1,문43_2,문43_3,문43_4,문43_5,문43_6,문44_1,문44_2,문44_3,문44_4,문44_5,문44_6,문44_7,문44_8,문45,문46,문47,문48,문49,Q27,문51,문52,문53_1,문53_2,문53_3,TD1,D1,D2,TD3,D3,D4,TD5,D5,D6,D7,D8,D9,
1,1,4,1,1,4,58,2,1,1,3,2,1,2,3,1,2,2,2,2,2,1,3,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,3,2,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,2,1,4,1,1,2,2,2,1,2,2,2,3,3,3,3,1,1,1,2,1,2,3,2,2,3,3,2,1,1,2,1,1,1,1,2,2,5,3,2,3,1,2,3,2,3,3,4,2,2,3,1,2,5,3,3,3,8,0.99
2,1,4,1,1,4,58,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,3,4,4,3,3,3,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,3,2,2,2,1,2,2,1,2,2,2,3,2,3,3,3,3,2,3,3,3,2,3,2,2,3,3,3,3,3,3,2,2,3,2,2,1,4,1,2,3,2,2,1,2,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,7,1,2,3,1,2,2,3,2,2,2,2,3,4,1,2,5,3,3,3,4,0.99
3,1,4,1,1,3,49,3,2,3,4,3,4,4,4,4,4,3,4,4,4,3,3,2,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,5,5,1,1,1,1,1,3,3,1,3,4,4,4,3,5,4,3,2,3,3,1,2,3,2,2,1,3,1,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,6,2,2,4,3,3,3,2,3,3,3,2,3,4,98,2,6,3,3,3,4,1.01
4,1,4,1,1,3,40,4,3,5,3,3,3,3,3,3,2,2,3,3,2,1,2,2,4,5,3,4,5,5,3,1,1,4,3,2,3,2,2,3,4,3,3,4,3,2,2,2,2,1,1,1,2,2,2,1,5,4,2,3,2,2,2,3,3,4,3,1,3,3,3,3,3,3,3,4,5,5,4,4,4,4,1,1,2,3,2,1,3,3,1,2,2,2,1,2,3,4,3,3,3,3,2,3,3,3,4,2,3,3,2,2,2,2,3,2,2,3,2,2,2,3,2,8,2,3,3,5,3,1,3,1,4,6,2,3,4,98,2,6,3,4,1,4,1.01
5,1,4,1,1,3,49,2,1,2,3,3,2,2,3,3,2,2,3,3,3,1,2,2,4,5,4,3,4,4,3,1,1,1,3,3,3,2,3,3,4,3,3,3,3,2,2,2,2,1,1,2,2,3,2,2,5,3,2,3,3,4,4,4,3,3,4,1,3,3,2,3,3,3,3,4,4,4,3,3,3,2,1,1,3,2,1,3,3,3,1,2,2,2,1,2,3,4,3,3,3,3,2,3,2,3,4,2,3,1,2,2,2,2,4,2,1,3,2,3,3,3,2,6,3,3,3,1,2,3,1,1,4,6,2,3,4,98,4,9,3,4,2,4,1.01
6,1,4,1,1,3,44,2,2,3,1,2,1,1,1,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,4,4,4,4,2,2,1,2,2,4,4,1,1,1,2,3,1,3,3,3,4,4,4,4,2,2,3,2,1,2,4,4,2,1,2,2,2,1,1,2,1,2,1,3,3,5,3,2,2,5,3,1,2,1,4,6,2,3,4,98,2,6,3,4,4,13,1.01
7,1,4,1,1,2,39,1,2,2,1,3,2,2,4,2,2,2,3,3,3,3,2,3,3,3,3,3,4,4,3,2,3,2,2,3,3,2,3,3,3,4,3,4,3,2,1,1,2,2,2,1,1,2,2,3,1,2,2,3,3,2,2,3,3,4,2,3,3,2,2,2,3,4,4,4,4,4,3,3,3,2,2,2,2,2,2,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,3,3,3,2,2,2,2,3,2,2,2,3,3,2,2,1,6,2,2,3,5,3,2,3,3,4,6,2,3,4,98,3,8,3,4,1,4,1.04
8,1,4,1,1,2,38,2,2,3,2,2,2,3,3,3,3,2,3,3,2,1,2,2,5,5,2,3,5,5,3,1,1,2,3,2,4,2,2,4,4,3,3,4,3,2,2,2,2,1,1,1,2,3,2,1,4,3,2,3,3,2,3,3,4,3,3,1,4,3,3,4,2,3,3,3,5,5,4,4,4,3,1,2,3,3,2,1,3,3,1,2,2,2,1,2,3,3,3,3,3,3,1,3,2,3,2,2,3,3,2,2,2,1,3,2,1,3,1,2,2,3,2,8,2,2,3,3,3,2,1,1,4,6,2,3,4,2,3,7,4,5,2,4,1.04
9,1,4,1,1,2,38,2,1,2,2,3,3,2,2,2,3,2,4,3,3,3,3,3,5,5,3,4,5,5,3,3,1,4,3,3,4,4,2,3,4,3,3,4,3,2,2,2,2,1,1,2,2,3,2,1,5,3,3,3,3,2,1,2,3,2,5,1,2,2,3,3,3,3,4,4,5,5,3,3,3,3,1,1,3,2,1,1,3,4,1,2,2,2,1,3,3,3,3,3,3,3,2,3,3,3,4,2,2,2,3,2,2,1,2,2,1,2,1,2,2,3,2,8,2,3,3,3,3,1,3,1,3,4,2,2,3,98,3,8,5,6,2,2,1.04
10,1,4,1,1,2,38,3,2,2,2,3,2,2,2,2,2,3,3,2,2,1,2,2,3,4,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,1,1,2,2,3,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,3,4,3,3,2,2,3,2,2,4,1,1,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,3,1,2,2,3,3,2,2,2,2,1,1,2,2,1,1,2,2,7,2,2,3,2,4,3,4,3,4,6,2,3,4,98,3,8,3,4,3,4,1.04
11,1,8,2,2,4,54,3,3,2,3,3,2,2,2,2,2,1,2,2,1,2,3,3,4,5,4,3,5,4,2,3,2,2,3,3,4,3,1,1,2,3,4,4,4,2,2,2,2,1,2,1,2,2,1,4,4,3,3,3,3,4,4,3,2,2,2,1,4,3,3,3,2,2,2,3,4,4,3,3,2,2,3,2,3,2,3,4,5,1,1,3,2,3,1,2,3,3,3,3,3,3,2,3,3,3,4,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,7,3,3,4,1,2,2,3,2,5,9,2,2,3,1,4,9,3,4,2,8,1.26
12,1,8,2,2,4,50,3,3,6,2,2,2,1,3,2,2,1,1,2,2,4,2,2,4,2,5,4,3,3,3,3,2,2,2,3,3,2,2,4,3,2,3,3,2,2,1,1,2,2,2,2,3,3,1,1,3,2,2,3,5,1,2,4,3,3,3,1,1,3,4,3,1,2,3,4,5,5,4,4,3,2,1,3,2,4,2,1,3,1,1,2,1,2,1,2,1,2,2,3,2,3,2,3,2,3,1,2,3,3,2,2,2,2,3,2,1,1,1,2,2,3,2,9,3,3,3,2,3,3,2,2,5,9,2,2,3,2,4,9,3,3,3,12,1.26
13,1,8,2,2,4,56,2,2,3,3,3,3,2,2,3,3,1,4,3,3,3,3,3,5,5,4,4,4,5,1,1,1,4,3,3,4,4,1,3,3,3,3,2,2,2,2,2,2,1,1,3,3,2,2,1,5,3,3,3,2,2,2,2,2,2,3,1,3,2,2,2,3,3,2,2,4,4,4,3,1,1,2,2,3,2,1,1,3,2,1,3,3,3,1,2,2,2,2,3,3,3,2,2,3,2,2,2,4,4,1,2,2,2,3,2,1,3,2,2,1,3,2,7,3,3,2,5,2,3,3,2,2,2,2,2,3,1,4,9,4,4,2,11,1.26
14,1,8,2,2,4,54,2,1,2,1,2,2,2,3,1,2,1,3,1,2,1,3,3,3,3,4,3,3,3,1,1,2,2,3,4,3,3,2,4,4,3,4,3,2,2,2,2,2,2,2,2,3,4,2,2,5,2,2,2,2,4,4,3,2,3,2,2,2,3,3,3,3,3,3,5,5,5,2,2,1,1,1,3,2,4,2,3,3,1,1,2,1,2,1,2,1,2,1,3,2,3,2,1,2,1,1,5,5,3,2,5,2,2,1,1,2,2,1,3,2,3,2,8,3,3,3,5,3,2,4,2,5,9,2,2,3,98,4,10,3,3,1,8,1.26
15,1,8,2,2,4,56,4,3,6,3,2,2,2,3,3,3,2,3,3,3,1,3,3,4,5,5,4,4,4,1,1,2,5,3,4,3,3,2,4,4,3,4,3,3,2,2,2,2,2,1,2,2,2,1,1,2,3,2,2,3,2,2,3,2,3,2,1,1,4,4,4,2,2,3,5,5,5,4,4,3,2,2,2,2,3,2,1,3,1,1,2,3,3,1,3,4,3,1,2,2,2,1,2,2,2,1,2,3,3,2,2,1,1,2,2,1,2,1,2,2,3,2,8,3,2,2,1,3,2,4,2,5,9,2,2,3,98,4,10,3,3,2,11,1.26
16,1,8,2,2,3,48,3,2,4,2,2,2,2,3,3,3,2,3,2,2,1,2,2,4,5,4,4,3,3,1,1,2,2,3,4,3,3,2,4,4,3,4,4,3,2,2,2,2,2,1,2,3,3,1,2,3,2,2,2,2,2,1,2,4,3,2,1,2,3,4,4,3,3,4,5,5,5,3,3,2,1,1,3,2,3,2,1,3,1,1,3,1,3,1,2,1,2,1,2,2,2,1,2,2,2,1,5,5,3,2,5,2,1,2,2,1,2,1,3,2,4,3,5,2,4,4,5,4,2,4,2,5,9,2,2,3,1,4,9,3,4,2,12,1.27
17,1,8,2,2,3,43,4,3,6,2,1,2,2,4,3,2,1,3,1,2,1,3,3,3,4,5,5,3,3,3,3,2,2,3,4,3,3,3,4,4,4,4,4,3,2,2,2,2,2,1,2,3,3,1,1,3,2,2,2,2,3,3,4,2,3,3,1,1,2,4,4,2,3,3,4,5,5,3,3,2,2,1,4,2,3,2,2,3,1,1,2,1,2,1,2,1,2,2,3,2,3,1,2,1,2,4,5,5,4,2,1,2,1,2,2,1,2,2,2,2,4,2,8,2,4,4,5,4,4,3,2,2,2,2,2,3,98,4,10,3,3,3,1,1.27
18,1,8,2,2,3,48,4,3,3,2,3,2,3,3,1,2,2,4,2,1,3,2,3,4,5,4,3,4,4,3,3,2,2,4,4,3,3,3,3,4,4,4,4,3,2,2,2,2,1,2,2,1,2,2,1,5,3,3,2,3,2,2,2,3,2,2,1,3,3,2,2,2,2,3,4,4,4,4,3,3,2,3,2,3,2,2,1,5,3,1,4,3,4,1,2,3,3,3,4,3,3,2,2,3,3,2,2,2,3,2,3,2,1,3,2,1,2,1,2,2,4,2,8,3,2,3,5,3,2,3,3,3,3,2,2,3,98,4,9,3,3,2,1,1.27
19,1,8,2,2,3,49,3,2,6,3,3,1,2,2,2,2,1,3,1,1,5,3,3,4,4,3,3,5,4,2,1,2,4,3,3,4,3,2,4,4,3,4,3,3,2,2,2,2,1,2,2,2,2,2,2,5,2,2,3,2,3,3,4,2,3,1,1,4,3,2,3,2,2,3,3,3,5,3,2,2,1,3,3,3,2,2,1,5,3,1,2,2,3,1,2,3,3,2,3,3,4,2,2,3,4,4,2,2,2,3,3,1,1,3,2,2,2,1,2,2,3,2,6,2,3,3,1,2,2,3,2,5,9,2,2,3,2,3,7,4,4,2,13,1.27
20,1,8,2,2,3,44,2,2,5,3,2,2,3,2,2,2,1,1,1,2,4,3,2,4,5,4,3,4,5,2,1,2,2,3,2,2,2,3,3,3,3,2,3,3,2,2,2,2,1,1,2,2,2,1,2,3,2,1,3,2,2,1,1,2,2,1,1,1,2,1,1,5,4,4,5,4,4,3,3,1,2,1,2,2,3,3,1,2,1,3,4,4,4,3,4,3,3,3,4,3,3,3,3,4,4,1,4,3,3,4,4,5,1,1,2,2,1,1,2,2,4,3,6,3,3,3,5,4,4,3,3,3,4,2,2,3,2,4,11,2,3,2,1,1.27
21,1,8,2,2,3,44,2,3,6,3,3,3,3,2,2,2,1,3,2,2,1,2,3,5,4,5,4,4,5,3,3,1,1,4,3,4,4,2,4,4,4,3,3,3,2,2,2,2,1,1,3,2,2,3,1,4,3,3,3,2,2,2,1,3,3,2,1,4,4,2,1,3,3,3,2,4,4,2,2,1,1,2,2,3,2,2,1,3,4,1,3,3,3,1,2,3,3,2,3,4,4,1,1,3,2,2,2,4,3,1,2,2,2,3,2,1,3,2,2,2,3,3,7,3,3,2,2,3,2,4,4,2,2,2,2,3,2,3,7,5,5,3,12,1.27
22,1,8,2,2,3,42,2,2,3,3,3,2,3,3,3,3,2,4,3,3,3,3,3,4,5,5,4,4,5,3,1,1,4,3,3,4,4,3,3,3,3,3,3,3,2,2,2,2,1,1,3,2,2,2,1,4,3,3,3,4,4,3,2,2,3,3,1,4,4,2,2,4,3,3,2,4,4,2,2,3,2,3,2,3,2,2,1,3,4,1,2,3,2,1,2,3,2,2,3,4,3,1,1,3,2,2,2,4,4,1,2,2,2,3,2,1,2,2,2,1,3,3,7,3,4,3,5,4,2,3,4,2,2,2,2,3,98,3,8,4,4,2,8,1.27
23,1,8,3,2,3,48,5,4,6,3,2,3,3,3,2,2,3,2,2,2,2,3,3,4,5,3,4,4,4,2,3,3,4,4,3,4,3,3,4,4,3,3,4,4,2,2,1,2,3,4,4,3,3,3,3,3,3,3,3,3,5,5,4,2,3,1,2,3,2,2,2,3,4,2,2,3,2,3,4,3,3,3,2,3,4,3,1,3,1,1,2,3,3,1,2,3,4,3,3,3,3,2,2,2,2,1,4,5,5,5,4,5,2,1,2,2,2,1,2,2,3,3,7,3,2,4,1,3,3,4,4,5,9,2,2,3,98,4,10,3,4,3,8,1.27
24,1,8,3,2,3,41,4,3,5,2,3,2,2,2,2,3,3,2,3,3,3,3,3,4,3,4,3,3,3,2,3,3,4,3,2,2,3,3,4,4,3,3,4,4,2,2,1,2,3,3,4,3,3,2,2,3,3,3,3,3,5,4,3,3,3,1,2,2,2,2,2,2,3,4,2,3,3,2,2,1,2,3,3,4,3,3,1,3,1,1,3,2,2,1,1,2,3,3,3,3,3,2,2,2,2,1,3,4,3,5,5,5,2,1,2,2,1,1,2,2,4,2,8,3,3,4,5,3,4,3,4,5,9,2,2,3,98,3,8,3,4,5,8,1.27
25,1,8,3,2,3,49,2,1,1,2,2,3,4,2,2,1,1,2,2,2,2,3,3,4,3,4,5,4,3,1,2,1,5,3,4,3,3,3,4,4,3,4,3,3,2,2,2,2,1,2,1,1,2,3,1,1,2,2,3,3,1,1,2,2,1,2,1,1,2,2,3,4,4,3,3,4,4,5,3,2,1,2,3,2,3,4,1,3,1,1,2,2,2,1,2,4,4,3,4,4,4,1,2,3,4,2,4,3,3,4,4,3,1,1,2,1,2,2,1,1,3,1,7,3,4,4,2,2,3,1,1,5,9,2,2,3,1,4,10,2,4,2,8,1.27
26,1,8,2,2,2,38,3,3,5,1,2,2,2,4,3,3,4,4,3,3,6,2,2,4,5,5,4,4,4,1,1,2,2,3,3,3,3,2,4,4,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,4,4,2,3,3,2,2,3,4,4,3,3,3,4,5,5,4,4,3,2,1,3,2,4,2,1,3,1,1,3,1,2,1,3,4,3,1,1,1,1,1,2,2,2,4,2,3,3,2,2,2,2,2,1,1,2,1,2,2,3,2,7,3,4,3,5,4,4,2,2,5,9,2,2,3,2,3,7,4,4,2,13,1.25
27,1,8,2,2,2,33,4,3,6,3,3,3,2,2,3,2,2,3,2,2,3,3,3,4,4,4,4,4,5,3,1,1,4,4,3,4,3,2,3,3,3,3,3,3,2,2,2,2,1,1,2,2,2,2,1,4,3,3,3,2,3,4,3,3,2,2,1,3,2,1,2,4,4,4,3,4,4,3,2,1,1,2,3,4,2,2,1,3,4,1,2,3,3,3,3,3,3,3,3,4,3,1,1,3,2,2,2,4,3,2,2,2,2,3,2,2,2,2,3,2,3,3,6,2,3,2,5,3,3,2,4,2,2,3,3,4,98,4,9,3,4,2,15,1.25
28,1,8,2,2,2,31,4,3,5,3,3,3,2,2,3,3,2,3,2,2,3,3,4,4,4,4,5,4,5,3,1,1,4,4,3,4,3,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,2,2,1,5,4,3,3,2,3,4,2,2,1,2,1,3,2,2,2,4,4,4,3,5,4,3,2,2,1,2,3,4,2,2,1,3,2,1,3,3,3,1,2,3,3,3,3,4,3,1,1,3,2,2,2,4,3,1,2,2,2,3,2,1,2,1,2,1,3,3,7,2,4,3,5,4,2,3,4,3,3,1,3,4,98,4,10,3,3,2,15,1.25
29,1,1,1,1,3,41,3,2,4,3,2,3,2,3,2,2,2,3,2,2,3,3,3,4,4,3,3,4,3,3,3,2,4,3,4,4,3,2,3,3,2,2,1,1,2,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,4,3,2,4,2,3,1,3,3,3,3,3,3,2,2,4,3,3,3,2,2,2,3,2,3,2,1,3,4,1,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,4,2,3,3,3,2,2,1,2,1,1,3,1,2,2,3,2,6,3,3,3,3,3,3,2,2,3,3,1,2,3,2,3,7,5,5,3,1,1.19
30,1,1,1,1,3,44,1,2,4,1,2,4,2,4,2,1,2,3,1,1,4,4,3,4,5,5,5,4,4,3,3,3,5,3,3,4,2,3,3,3,3,3,3,3,2,2,1,2,2,1,2,2,2,4,3,3,3,3,3,3,5,3,2,3,3,2,2,3,2,3,4,3,2,3,3,5,2,4,3,4,3,3,3,4,3,2,4,1,4,2,1,3,2,3,3,4,4,3,3,3,4,2,2,2,2,4,3,2,2,2,5,2,1,2,2,2,3,1,3,2,3,2,8,3,3,4,3,3,4,2,2,3,3,1,3,4,1,4,10,3,3,3,8,1.19
31,1,1,1,1,3,48,1,2,3,2,2,2,1,3,2,2,1,2,2,2,3,3,3,4,2,3,4,5,5,2,2,3,2,2,1,4,3,2,4,3,3,3,3,3,2,2,1,2,2,2,3,3,3,2,1,1,2,1,3,4,2,1,3,1,1,3,1,1,3,3,3,3,3,4,4,4,4,4,4,3,1,3,2,2,3,2,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,3,2,2,2,1,2,2,1,2,1,1,1,3,3,3,2,2,2,2,4,1,3,1,2,2,2,3,4,98,4,9,3,3,1,1,1.19
32,1,1,1,1,3,44,3,4,3,1,1,2,1,2,1,2,1,4,2,2,5,2,2,3,4,2,4,4,4,2,2,2,2,2,2,4,4,1,4,3,3,3,3,3,2,2,1,2,2,2,3,3,3,1,1,4,3,1,3,1,1,1,3,1,1,2,1,2,3,3,3,3,3,4,3,4,4,3,3,3,2,2,1,1,3,3,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,4,1,2,2,2,3,1,1,2,1,1,1,4,3,6,2,1,3,5,4,1,3,1,3,3,2,3,4,98,4,10,3,4,3,1,1.19
33,1,1,1,1,3,49,2,2,5,3,3,3,3,2,3,1,2,4,1,1,5,2,3,4,4,3,3,3,4,3,3,2,2,3,3,4,2,2,3,3,3,3,4,3,2,2,2,2,1,2,1,2,2,2,1,2,3,2,2,3,2,2,4,4,2,1,1,2,2,3,3,4,2,3,4,4,4,4,4,3,3,2,3,4,3,2,1,3,2,1,2,4,3,3,3,3,3,3,4,3,3,2,2,4,3,2,2,2,4,3,2,2,2,3,3,2,3,2,2,1,3,3,9,2,3,4,5,2,2,3,2,3,3,2,2,3,2,4,9,3,4,2,1,1.19
34,1,1,1,1,3,49,3,3,5,3,3,3,3,1,3,1,3,3,2,1,5,2,3,5,4,2,3,4,4,3,2,2,2,3,4,4,2,3,3,3,2,3,4,3,2,2,2,2,1,1,1,2,2,3,2,1,3,3,2,4,4,3,4,4,2,2,1,2,3,3,3,3,2,2,2,4,2,4,3,3,3,1,3,3,3,1,1,3,3,1,2,3,3,3,3,3,3,3,3,3,3,2,2,3,4,2,2,2,2,2,2,3,2,3,2,2,3,1,2,2,3,2,8,3,3,4,5,2,3,4,2,2,2,2,2,3,98,3,7,4,5,2,9,1.19
35,1,1,1,1,3,44,2,2,3,3,2,3,1,3,3,1,1,2,4,2,3,3,3,4,2,3,4,5,5,3,3,2,5,2,2,4,3,2,3,2,4,3,1,1,2,2,2,2,2,2,3,3,2,2,2,4,3,2,3,3,4,4,4,3,2,4,2,2,4,4,4,3,3,4,3,5,5,3,2,2,2,2,2,3,2,2,1,3,1,1,2,3,2,1,2,3,3,3,3,3,3,2,2,3,3,2,2,3,4,1,3,2,2,2,2,1,2,2,4,2,3,3,5,2,3,2,3,4,4,3,2,3,4,2,3,4,1,3,8,4,4,3,13,1.19
36,1,1,1,1,3,45,2,2,5,3,2,3,2,3,3,2,3,2,4,2,1,3,3,5,3,2,4,3,5,1,1,2,5,2,4,4,3,1,3,2,4,2,3,1,2,2,2,2,2,1,3,3,2,1,1,4,3,2,3,3,3,2,4,3,2,4,3,2,4,3,2,4,3,4,2,3,5,2,3,4,3,1,2,3,1,2,1,3,3,1,2,3,2,1,2,4,3,3,4,2,3,2,2,3,3,2,2,3,3,2,3,2,2,3,2,3,2,1,2,3,3,3,7,2,4,2,2,4,4,3,2,4,6,2,3,4,98,3,7,3,4,2,12,1.19
37,1,1,1,1,3,47,4,3,6,3,3,3,3,3,3,3,2,3,3,2,3,3,3,5,5,3,4,5,5,3,3,1,4,3,3,4,3,2,3,3,3,3,3,3,2,2,2,2,1,1,2,2,2,2,1,4,3,3,3,3,1,2,2,4,3,4,1,2,3,2,3,3,4,3,4,3,3,4,4,3,3,2,3,3,3,2,1,3,4,1,2,2,2,1,2,3,3,3,3,3,3,2,3,3,3,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,3,2,7,4,3,3,5,4,3,2,3,4,6,2,3,4,98,3,7,4,4,2,1,1.19
38,1,1,1,1,3,42,2,2,6,3,2,3,3,3,2,1,1,2,2,2,1,2,3,2,3,2,2,3,3,1,2,3,2,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,3,2,3,3,3,2,2,3,2,3,3,3,4,4,4,3,3,4,2,2,3,3,3,3,4,3,3,3,3,2,3,2,3,2,2,2,2,2,1,3,1,2,2,2,2,2,3,2,2,3,2,2,2,2,2,1,2,2,4,3,4,3,4,3,2,2,3,3,2,2,3,3,2,2,9,2,2,3,1,3,3,2,3,2,2,3,2,3,98,2,5,3,4,3,1,1.19
39,1,1,1,1,2,32,2,2,5,3,2,2,2,3,2,2,2,3,2,2,3,2,3,5,5,3,4,5,4,2,1,2,2,3,3,3,3,1,3,3,4,4,4,3,2,2,2,2,1,1,2,2,2,2,2,4,3,2,3,2,2,2,4,1,3,3,1,3,2,2,2,3,4,3,2,4,4,3,3,2,1,1,2,2,3,2,1,3,2,1,2,3,2,1,2,3,3,2,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,3,2,1,2,2,3,2,3,2,8,3,3,3,1,3,2,3,3,3,4,1,3,4,98,4,10,3,3,3,1,1.23
40,1,1,1,1,2,32,2,2,4,2,2,2,2,3,2,2,2,3,2,2,1,2,3,5,5,3,4,4,5,2,2,2,2,3,3,3,3,2,3,2,4,4,4,3,2,2,1,2,1,1,2,2,2,2,2,4,3,2,3,2,3,2,4,2,3,3,1,3,2,2,2,3,4,3,3,4,4,3,3,2,1,1,2,2,3,2,1,3,3,1,2,3,3,1,2,3,3,2,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,3,2,2,2,2,3,2,3,2,7,3,3,2,2,3,2,3,3,4,6,1,3,4,98,4,9,3,4,2,8,1.23
41,1,1,1,1,2,32,2,2,5,3,1,2,2,3,2,2,3,4,1,3,3,1,2,3,5,2,4,4,5,2,3,1,4,4,3,4,3,1,3,3,4,4,4,3,2,2,2,2,1,1,2,2,3,2,1,2,3,3,4,2,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,2,2,3,2,3,2,1,2,3,1,2,3,1,1,2,3,2,3,3,3,3,2,2,3,2,1,1,4,4,1,1,2,1,1,2,2,3,1,3,1,3,2,4,2,2,2,2,4,2,3,2,2,2,2,2,3,98,2,6,3,4,3,1,1.23
42,1,1,1,1,2,35,4,2,3,3,2,3,2,4,2,1,1,3,3,2,3,2,3,4,5,5,4,4,4,3,1,2,2,3,2,4,2,2,4,3,3,3,3,3,2,2,2,2,1,1,1,2,2,2,1,4,3,3,3,2,3,2,2,2,2,2,1,3,3,2,3,4,5,5,4,5,5,4,4,4,4,2,2,3,2,2,1,3,3,1,3,2,2,1,2,3,4,3,4,3,3,1,1,2,2,4,2,2,3,3,2,2,2,1,1,1,2,1,2,1,3,3,7,3,4,2,5,3,2,3,4,4,6,2,3,4,98,3,8,4,4,1,1,1.23
43,1,1,1,1,2,35,2,2,4,2,2,4,1,2,1,2,3,4,2,2,3,3,3,4,4,4,4,3,4,1,1,2,5,2,3,4,3,3,3,2,2,3,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,3,3,2,4,3,4,4,2,3,1,2,3,3,3,2,2,3,2,3,3,3,3,2,2,1,2,2,3,2,1,3,4,1,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,1,1,3,1,2,2,3,2,6,3,3,2,5,3,3,3,3,3,3,1,2,3,98,3,7,4,4,3,1,1.23
44,1,1,1,1,2,37,5,4,6,3,3,3,4,4,3,4,3,3,2,2,3,2,3,4,5,5,4,4,4,2,2,3,4,3,3,3,2,3,3,4,4,3,3,3,2,2,1,2,2,3,2,2,2,2,3,4,3,3,3,5,3,4,4,3,3,1,2,4,3,2,3,3,3,4,3,5,2,3,3,3,3,3,3,4,4,1,1,3,3,3,2,2,1,3,2,1,3,3,3,3,3,2,2,2,2,1,5,4,3,4,3,3,2,1,2,1,1,1,2,1,3,2,7,4,3,3,3,3,3,4,4,4,6,2,3,4,98,4,9,4,4,4,1,1.23
45,1,1,1,1,2,36,3,2,3,3,3,3,3,3,4,2,1,4,2,1,1,2,4,5,3,2,5,5,5,2,1,1,2,3,4,5,1,1,4,1,4,4,4,4,2,2,2,2,1,1,2,1,2,2,1,4,3,3,4,3,3,3,3,1,3,1,1,1,3,3,3,5,5,5,3,5,5,1,1,1,1,3,3,4,2,4,1,3,2,1,2,2,2,3,2,3,2,4,4,4,4,4,4,4,4,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,4,3,3,1,2,3,1,4,3,1,3,2,2,2,3,4,1,4,9,3,3,6,1,1.23
