ID,d04,d06,d01,d02,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11,Q12,nk03_02,Q13,Q14,Q15,nk07_01,nk07_02,nk07_03,nk07_04,nk07_06,nk07_08,nk08_01,nk08_06,nk08_03,nk08_04,nk08_05,nk08_05_a,nk09_01,nk09_08,nk09_05,nk09_06,nk09_09,nk09_10,nk10,nk11,Q16,Q17,nkp01_01,nkp01_02,nkp01_03,nkp01_04,nkp15_1,nkp15_2,nkp15_3,nkp15_4,nkp16,Q18,nkp17,nkp06,nkp07_01_01,nkp07_03,nkp07_05_01,nkp07_06,nkp07_08,nkp07_11,nkp07_14,nkd01_11,nkd01_02,nkd01_07,nkd01_12,nkd01_08,nkd01_14,nkd01_09,nkd01_13,Q19_1,Q19_2,Q19_3,Q19_4,Q19,nkd02_06,Q20,nkd04_01,nkd04_02,nkd04_03,nkd04_04,sk22_01,sk22_02,sk22_03,sk22_04,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,fp08_01,fp08_02,fp08_03,fp08_04,fp09_01,fp11,fp12,fp10,fp13,sk09,sk09_a,sk01,sk29_01,sk29_02,sk29_03,sk29_04,sk29_09,sk29_10,sk29_12,Q27,sk18_09,sk23_03,sk17_03,sk31,sk32_07,sk32_08,sk32_09,sk32_12,d12_raw,d07,d09_raw,d08,d10_08_15,d11,d13,d14,d15,wt
31,1,1,1,64,3,5,5,6,3,2,4,3,3,2,1,3,2,2,2,3,5,4,4,5,5,5,5,5,5,1,4,3,4,4,1,4,4,4,4,4,4,2,2,1,2,2,,1,1,2,3,3,2,1,1,3,1,3,3,3,2,3,3,2,1,1,2,1,2,5,5,1,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,2,3,3,2,2,3,4,2,1,3,3,1,2,3,1,1,3,2,3,1,3,3,2,1,2,2,2,4,1,4,1,1,3,3,5,3,4,3,3,2,3,4,99,2,2,2,2,2,2,3,2,2,2,3,2,10,3,4,2,14,1.24255429
32,1,1,1,62,3,2,3,5,3,2,4,2,2,2,1,3,2,2,2,3,4,3,3,4,4,5,4,4,5,1,4,4,3,3,1,3,3,3,3,3,3,2,2,2,2,2,,1,2,2,2,3,2,3,1,3,1,3,3,3,2,3,3,3,2,2,3,2,3,2,3,2,2,2,2,2,4,4,5,4,3,3,4,4,4,4,3,2,1,1,2,3,3,3,2,2,4,2,2,1,3,4,1,3,3,3,3,3,3,3,3,4,3,3,1,3,1,2,2,1,3,1,3,3,3,5,2,3,3,2,2,3,2,4,2,2,3,2,3,3,4,3,2,2,3,4,11,4,4,2,9,1.24255429
33,1,1,1,70,2,1,2,6,2,2,4,2,1,1,2,2,2,2,2,1,1,3,3,5,5,4,4,5,5,2,2,2,4,2,1,3,3,3,3,2,2,2,2,2,2,2,,1,1,2,2,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,1,3,5,3,1,2,2,3,3,3,1,3,2,4,4,4,2,4,3,3,1,2,3,2,2,2,4,3,2,1,3,4,1,2,3,3,1,3,2,4,2,4,4,4,2,2,3,3,4,1,2,2,3,3,3,8,2,2,1,2,2,2,2,3,7,2,4,3,4,2,3,3,2,2,3,2,7,3,4,6,8,1.24255429
34,1,1,1,65,1,1,2,3,2,2,3,2,1,1,2,2,2,1,2,1,1,2,2,5,5,3,4,4,5,2,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,,1,2,2,2,3,2,3,1,2,1,2,1,2,2,2,3,2,2,4,2,2,2,2,2,3,2,2,3,3,2,3,4,4,2,3,2,4,4,3,1,3,2,1,1,2,1,2,2,2,3,2,3,1,4,1,1,1,3,4,1,4,2,4,1,3,4,4,1,2,2,2,2,1,3,2,1,3,3,8,2,1,2,3,2,2,2,4,2,2,2,3,2,2,2,2,3,2,3,1,5,4,5,5,5,1.24255429
35,1,1,1,63,1,1,2,5,3,3,4,3,2,1,2,2,3,2,2,1,3,3,4,5,4,4,5,5,5,3,1,3,4,2,4,4,3,3,3,2,2,2,2,2,2,2,,1,1,2,2,4,3,1,1,2,2,2,3,2,2,2,1,2,3,4,3,2,2,5,5,3,2,3,2,3,2,2,4,3,2,3,2,4,5,5,4,4,3,4,1,2,1,2,2,3,2,1,2,1,4,4,1,2,3,4,1,3,2,4,2,3,4,4,1,2,2,3,2,1,3,2,1,4,4,5,2,1,2,2,3,2,2,3,7,5,4,3,4,3,4,4,2,2,3,98,6,3,4,6,1,1.24255429
36,1,1,1,61,4,3,3,4,3,2,4,3,3,3,2,3,2,3,2,3,2,3,3,5,4,4,5,5,5,3,2,3,3,3,3,3,2,3,4,4,2,2,2,2,2,2,,1,1,1,1,2,1,2,2,3,2,2,2,2,3,2,3,3,2,2,3,2,2,5,5,4,3,2,3,2,4,3,4,3,3,4,4,3,3,4,2,2,3,3,2,2,3,2,2,2,3,2,3,1,3,4,1,2,3,2,1,3,3,2,4,4,3,3,1,2,3,3,2,1,3,2,1,3,2,5,1,2,1,2,1,2,2,3,1,2,3,2,2,3,3,3,2,2,3,98,9,3,4,3,1,1.24255429
37,1,1,1,65,1,3,5,6,4,4,4,4,2,2,2,4,1,4,4,3,5,1,3,3,4,4,2,1,4,1,5,3,1,3,4,2,3,3,4,4,3,2,2,2,2,1,2,2,1,1,3,3,3,4,2,5,1,1,3,3,2,1,4,4,3,1,4,3,4,2,1,1,3,3,4,2,3,4,4,2,4,2,3,3,3,3,4,4,2,3,3,1,4,2,2,1,3,3,2,1,3,2,1,4,4,4,1,4,4,4,1,3,3,3,1,4,2,2,2,1,1,1,3,1,3,8,2,2,3,1,3,1,1,3,1,1,4,4,2,2,4,4,3,2,3,98,9,4,4,2,8,1.24255429
38,1,1,1,62,3,2,4,4,2,3,4,2,2,1,2,3,2,3,2,2,2,2,2,4,5,4,3,3,4,3,2,4,3,2,2,3,2,3,3,3,2,2,1,1,2,2,,1,1,1,2,3,1,2,1,2,1,2,2,1,3,2,2,2,3,4,3,3,2,2,2,4,2,3,2,2,3,4,4,3,2,2,2,3,4,4,3,3,3,3,1,2,2,3,2,2,3,3,2,1,3,3,1,2,3,3,1,1,2,2,3,3,3,3,1,1,2,3,4,3,3,1,1,4,2,7,2,3,2,2,3,2,1,3,2,2,3,2,3,4,4,3,2,2,4,2,10,3,3,1,14,1.24255429
39,1,1,1,65,4,2,3,6,2,2,3,3,2,1,2,3,2,3,2,1,3,1,2,1,4,2,3,4,4,3,2,3,3,3,4,2,2,2,3,3,2,2,1,1,2,2,,1,1,2,2,2,1,2,1,2,1,2,2,2,3,2,3,2,2,4,3,2,2,2,2,4,3,3,2,2,4,3,3,4,2,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,1,4,4,1,2,3,3,1,3,2,3,4,3,3,3,1,2,2,3,4,3,3,3,3,3,3,6,1,2,2,1,2,2,2,3,4,2,2,2,3,4,3,2,2,2,3,98,9,4,4,2,12,1.24255429
40,1,1,1,69,3,2,3,3,2,1,3,2,2,2,1,3,2,2,2,1,1,2,3,4,4,4,5,5,5,1,1,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,,1,2,2,1,3,3,2,1,3,4,3,3,3,2,3,3,2,2,2,3,2,3,2,3,2,2,3,3,3,3,3,4,4,2,2,4,4,4,3,2,1,2,1,2,3,3,3,2,1,4,2,1,1,3,1,1,3,2,3,1,3,2,2,3,4,4,4,1,3,1,2,4,3,3,1,3,2,2,6,2,3,3,2,2,3,2,3,2,2,2,2,2,3,2,3,2,2,3,2,12,3,4,2,11,1.24255429
41,1,1,2,57,3,5,4,6,4,4,4,4,4,4,2,4,3,4,4,2,3,4,3,4,3,3,3,4,5,1,4,4,4,4,3,3,3,2,3,3,2,2,2,2,2,1,4,1,1,2,2,3,2,2,1,4,3,4,4,3,1,4,4,1,2,4,2,2,4,5,5,1,4,5,2,4,4,4,5,3,3,2,3,4,4,4,3,2,2,2,3,4,4,3,1,4,2,5,1,1,4,3,1,2,3,3,1,3,2,2,2,4,4,4,1,3,2,3,2,1,4,1,1,4,3,7,4,4,4,4,2,3,4,5,2,2,2,2,2,3,2,2,2,2,3,98,10,3,4,2,8,1.19912101
42,1,1,2,53,3,4,3,6,3,4,4,3,3,4,4,3,3,4,3,3,4,3,3,3,2,2,3,2,2,3,3,2,2,2,1,2,2,3,3,3,3,2,2,2,2,2,,2,2,3,2,3,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,3,2,2,2,3,4,3,2,3,3,4,4,4,3,4,4,3,4,4,4,4,4,1,3,2,2,3,3,3,3,2,3,1,4,3,3,2,3,3,1,4,4,4,2,3,3,3,2,2,3,3,2,1,2,2,1,2,2,9,2,1,1,3,2,2,2,3,2,5,3,2,2,1,2,2,6,2,4,1,10,3,4,2,8,1.19912101
43,1,1,2,58,3,2,3,6,2,3,2,3,3,3,2,2,2,3,3,4,4,3,2,3,3,4,4,3,3,2,2,2,2,1,3,3,3,4,3,4,4,2,2,2,2,2,,4,4,3,4,3,3,1,2,2,2,3,2,3,3,2,3,2,3,3,2,2,2,3,3,2,3,4,3,3,3,4,4,3,3,2,3,3,4,4,1,1,1,4,2,2,2,3,3,2,2,3,3,1,3,2,1,3,3,4,1,3,4,3,3,3,3,3,3,2,3,3,3,2,2,3,2,2,3,8,2,4,3,3,2,3,3,2,1,1,2,2,2,2,3,3,2,2,3,1,11,3,3,2,2,1.19912101
44,1,1,2,59,4,3,4,5,2,1,3,3,2,1,1,2,2,2,2,1,5,2,4,5,4,5,5,5,5,1,4,3,4,4,1,2,2,2,2,1,1,2,2,1,2,2,,4,4,2,2,2,2,1,1,3,1,2,2,2,2,3,3,2,1,1,3,1,3,2,2,3,5,1,1,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,1,2,2,3,2,2,2,3,3,1,3,3,1,1,1,1,1,3,2,3,2,4,3,2,1,1,1,1,4,3,3,2,1,3,2,5,4,4,3,3,1,3,4,4,2,2,1,2,3,2,3,2,3,2,3,2,10,4,3,2,13,1.19912101
45,1,1,2,58,1,3,3,5,2,1,3,2,2,1,1,3,2,3,2,1,1,3,4,5,3,4,4,4,5,3,5,3,4,4,1,2,1,2,2,1,2,2,2,1,2,2,,4,4,2,2,2,1,1,2,2,1,2,2,2,3,3,3,3,2,1,3,1,2,2,2,1,5,1,1,2,2,3,3,2,2,3,3,3,3,4,3,4,3,3,1,2,2,3,2,2,3,4,2,1,3,3,1,3,3,1,1,3,2,3,2,3,3,2,2,2,2,2,4,1,3,1,1,3,3,6,3,4,2,3,2,2,3,3,1,1,2,2,2,2,4,2,2,2,3,98,11,3,4,4,12,1.19912101
46,1,1,2,50,2,3,3,5,3,3,2,3,3,3,3,4,4,3,3,4,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,2,2,2,,2,3,3,1,3,2,2,2,2,3,2,3,3,3,2,3,2,3,2,3,2,2,3,3,2,4,3,4,3,3,3,4,4,3,2,3,3,3,3,2,3,2,2,3,3,3,2,3,3,4,3,2,1,3,2,1,3,3,4,1,3,2,3,1,2,3,3,2,1,2,3,2,2,2,3,2,2,3,8,2,2,3,3,2,3,3,3,8,5,3,2,2,1,2,2,9,2,4,3,10,3,3,2,1,1.19912101
47,1,1,2,54,1,2,1,4,3,2,3,2,1,1,1,3,2,1,1,1,3,2,2,4,4,3,4,3,3,1,2,2,4,2,2,4,2,3,3,4,3,2,1,2,2,2,,1,2,2,3,3,3,2,2,4,1,1,1,1,2,1,1,2,3,4,3,1,2,1,2,1,4,1,4,2,2,3,3,4,2,4,3,4,4,3,3,3,4,2,2,1,1,3,2,1,3,4,2,1,4,1,1,2,3,3,3,3,2,2,2,3,4,4,1,2,1,3,4,1,4,2,3,3,3,8,1,2,3,3,2,3,3,3,2,2,3,2,4,4,3,4,9,2,4,2,10,3,4,1,15,1.19912101
48,1,1,2,58,3,4,4,6,3,4,3,4,3,3,1,4,3,3,3,5,4,3,3,4,3,4,3,3,3,3,4,3,2,1,4,3,2,2,3,2,2,2,2,2,2,2,,2,1,2,2,3,3,1,2,4,2,3,2,2,2,3,4,4,3,4,2,2,5,4,5,2,3,4,3,4,4,5,4,2,1,2,3,4,5,4,3,2,2,2,3,3,4,3,2,1,2,4,2,1,3,4,1,2,3,3,3,4,4,3,3,4,3,3,2,1,2,2,4,1,3,1,3,2,3,6,3,4,3,3,2,2,2,4,7,2,3,2,3,3,4,3,8,2,3,1,11,3,4,2,10,1.19912101
49,1,1,2,56,1,1,2,4,2,2,3,2,1,1,1,2,1,1,1,1,2,2,3,3,3,2,3,4,5,1,2,2,3,3,3,4,1,2,3,2,2,2,1,2,2,2,,2,2,3,3,2,4,3,2,4,1,2,1,1,2,2,1,2,2,4,2,1,2,1,1,2,2,1,2,1,2,3,3,2,2,3,3,4,2,3,2,1,2,2,1,2,2,3,3,2,2,4,4,1,4,1,2,3,3,3,1,2,3,3,3,4,4,4,1,2,1,3,2,1,4,1,3,1,3,6,2,2,2,1,3,2,3,3,7,5,3,2,3,3,3,4,3,2,3,2,7,2,4,1,11,1.19912101
50,1,1,2,57,1,2,3,2,3,2,2,3,2,3,3,2,3,3,2,3,2,2,3,4,5,4,5,5,5,2,1,3,3,3,3,2,2,2,3,2,2,2,2,1,2,2,,4,3,3,3,4,4,1,4,5,3,3,2,2,3,3,3,2,2,3,3,2,3,3,2,3,5,4,1,1,2,2,2,2,2,3,3,3,4,4,4,3,3,4,2,2,3,3,3,3,3,2,3,1,3,1,1,2,1,2,1,3,3,3,1,2,3,4,1,2,2,3,2,1,2,1,2,4,4,5,4,3,2,3,3,3,2,4,1,1,4,4,4,3,3,4,2,2,3,98,4,4,5,3,13,1.19912101
51,1,1,2,57,1,2,3,2,2,1,3,2,2,2,1,3,3,2,2,1,2,3,3,4,5,4,4,4,5,1,4,3,4,3,3,3,3,3,3,3,3,2,2,2,2,2,,1,2,2,2,3,3,2,1,3,2,3,3,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,3,2,3,4,4,4,3,3,4,4,4,3,2,2,2,2,2,3,3,3,2,2,3,2,2,1,4,1,1,3,2,3,1,3,2,3,3,3,3,3,1,2,1,1,2,3,3,2,3,2,3,8,1,3,3,1,2,3,2,2,1,1,3,2,2,2,3,3,2,2,3,2,11,4,4,2,12,1.19912101
52,1,1,2,51,2,5,5,6,2,1,4,2,2,1,1,2,3,2,2,3,4,4,4,5,4,4,5,4,5,1,2,3,4,2,3,3,3,3,3,2,2,2,2,2,2,2,,1,1,2,2,3,2,2,1,1,1,2,3,2,2,2,1,2,3,2,2,3,2,5,4,2,2,5,1,2,2,3,3,3,1,2,2,4,5,5,4,2,4,1,2,2,3,3,2,1,3,5,2,4,3,1,1,2,3,3,1,4,2,3,1,2,3,4,1,2,2,3,4,1,4,1,3,3,3,8,2,1,2,2,2,2,2,3,2,2,2,2,4,3,3,3,3,2,3,2,9,3,4,3,1,1.19912101
53,1,1,2,55,4,3,4,5,2,2,4,3,2,2,1,2,3,2,3,2,1,2,3,5,5,3,4,3,5,3,2,3,4,2,2,3,3,3,2,2,2,2,2,2,2,2,,1,1,2,2,3,1,3,1,2,1,2,1,1,2,2,3,2,2,2,4,3,3,4,3,2,2,3,4,2,2,2,4,4,1,3,2,4,5,4,1,2,1,1,1,2,1,2,2,2,1,2,3,1,3,4,1,2,3,4,1,4,2,3,2,2,4,4,1,2,2,2,4,3,3,2,3,4,3,8,2,1,2,3,2,2,2,3,8,1,4,4,3,4,3,3,3,2,3,98,8,3,3,5,14,1.19912101
54,1,1,2,54,2,4,4,6,3,3,4,3,2,1,2,2,3,2,2,1,1,3,4,5,4,4,5,5,4,1,1,4,4,3,3,4,3,3,3,2,2,2,2,2,2,2,,1,1,2,2,4,2,1,1,2,2,2,1,2,3,3,2,2,3,2,3,2,3,3,2,3,2,3,3,2,2,3,4,4,2,3,2,4,4,5,1,2,2,2,2,2,1,2,2,3,2,3,3,1,3,4,1,1,3,4,1,3,2,3,2,3,4,4,1,2,2,3,4,3,3,2,3,3,2,6,2,1,2,2,3,2,2,3,1,1,4,3,4,3,3,4,9,2,3,2,9,3,4,4,14,1.19912101
55,1,1,2,54,4,3,3,3,3,2,4,3,3,3,2,3,2,3,2,1,2,3,3,5,4,5,5,5,5,2,2,3,2,3,3,3,2,3,2,3,2,2,1,1,2,2,,1,1,1,1,2,1,2,3,2,2,2,2,2,3,2,3,3,2,4,2,2,2,5,4,3,2,3,2,3,4,3,3,4,2,3,4,3,3,4,2,2,3,3,2,2,3,3,2,2,3,2,2,1,4,4,1,2,4,4,1,3,2,2,4,3,3,3,1,2,3,2,4,1,3,2,3,3,2,6,1,2,1,2,2,1,2,3,7,99,3,2,2,3,2,3,9,2,3,98,8,3,4,3,8,1.19912101
56,1,1,2,51,1,2,2,5,2,2,4,1,1,1,1,2,1,3,2,1,3,1,3,3,4,4,2,3,1,3,1,1,3,3,1,4,4,4,4,4,4,2,2,2,2,2,,2,1,1,1,3,2,2,2,3,2,2,1,1,4,3,1,2,2,2,1,99,4,3,1,3,2,2,3,3,3,4,4,4,3,2,3,3,4,4,3,2,2,2,2,1,1,3,2,3,3,2,5,3,3,1,1,2,2,2,1,3,1,1,1,3,2,2,1,2,2,2,2,3,2,3,1,1,3,5,2,2,3,1,2,4,1,1,4,1,2,2,2,2,4,4,9,2,3,1,10,3,2,1,6,1.19912101
57,1,1,2,53,2,2,3,2,2,3,3,2,2,1,2,2,2,2,1,1,1,2,3,4,5,2,3,4,2,3,2,3,3,3,3,3,3,3,3,4,3,2,1,1,2,2,,1,1,1,2,3,2,2,1,2,3,2,2,1,2,2,2,2,3,4,3,3,2,2,2,3,2,3,2,3,4,4,4,5,3,3,3,4,3,3,2,1,3,3,2,2,2,3,2,2,3,3,2,1,4,2,1,2,3,3,1,3,3,3,4,3,3,3,1,1,1,3,4,3,3,2,1,3,2,6,2,3,2,2,3,2,1,3,2,2,2,2,3,3,4,3,3,2,3,2,9,4,4,1,12,1.19912101
58,1,1,2,55,1,2,3,5,2,2,3,2,3,1,2,3,2,3,2,3,4,2,3,3,4,2,3,2,4,3,2,3,3,2,2,3,2,3,3,2,2,2,1,1,2,2,,1,2,1,2,3,2,2,1,2,2,2,2,2,3,2,3,3,2,2,3,2,2,3,3,4,2,2,2,2,4,2,3,5,3,3,3,4,3,4,3,2,2,2,2,2,2,3,2,2,4,2,2,1,4,3,1,2,3,3,1,3,2,2,4,4,3,3,1,2,2,2,4,1,3,3,3,4,3,6,1,2,2,1,2,2,1,3,7,5,3,2,2,3,3,2,2,2,3,2,9,3,3,2,10,1.19912101
59,1,1,2,54,3,2,3,3,3,2,3,2,2,2,1,2,3,2,3,3,1,2,3,4,5,4,4,5,5,1,2,4,3,2,3,3,3,4,3,4,3,2,2,2,2,2,,1,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,3,4,4,2,2,4,3,3,2,2,2,2,1,2,3,3,3,2,2,4,3,3,1,4,1,1,3,2,3,1,3,2,2,3,3,3,3,1,3,1,2,4,3,3,2,3,2,2,5,2,3,3,1,2,2,3,3,7,2,2,2,2,3,3,3,2,2,3,3,9,4,5,3,12,1.19912101
60,1,1,1,57,2,4,4,6,3,4,3,3,4,3,1,4,2,3,3,1,1,3,4,3,4,3,4,4,4,1,4,3,3,4,3,2,3,2,2,3,2,2,2,2,2,2,,1,1,1,2,3,3,3,1,3,1,3,4,4,4,3,4,4,4,4,3,3,3,3,4,3,2,4,3,4,3,4,3,3,3,4,3,4,3,4,3,2,3,3,3,3,4,3,3,3,3,5,1,1,3,4,1,1,3,3,3,3,3,3,4,4,4,4,2,2,2,2,4,3,3,2,3,3,2,7,3,2,3,4,2,4,4,3,2,2,3,2,3,3,4,3,2,2,4,98,11,3,4,1,8,1.21166600
61,1,1,1,55,1,4,5,6,3,1,4,2,2,1,1,2,2,2,3,3,3,2,4,4,4,5,5,5,5,1,5,4,3,3,2,2,1,2,1,1,2,2,1,1,2,2,,1,1,2,3,3,2,1,1,5,1,2,2,2,1,2,2,1,1,1,2,3,3,2,2,1,5,1,1,2,4,4,4,4,2,3,3,4,4,4,3,4,4,2,2,2,2,3,1,2,4,3,2,1,3,3,1,2,2,1,1,3,2,3,2,3,4,2,1,3,2,1,4,3,2,2,1,3,3,6,3,4,3,3,2,3,3,3,8,1,2,2,2,2,3,2,2,2,4,2,10,3,4,4,1,1.21166600
62,1,1,1,55,1,3,3,4,2,1,3,1,1,1,1,2,1,1,1,3,1,3,3,2,3,4,4,4,4,1,2,3,4,4,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,1,1,1,2,1,1,4,1,2,1,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,1,3,4,3,4,3,3,1,3,2,1,3,3,2,3,2,3,3,3,1,2,2,2,1,1,3,2,3,3,3,4,2,2,2,2,1,1,2,4,7,2,2,3,3,3,4,3,2,2,3,2,8,5,4,2,1,1.21166600
63,1,1,1,59,2,1,3,6,3,3,2,3,3,3,3,3,2,3,3,3,1,2,3,3,3,4,4,4,4,2,2,2,2,1,1,2,4,4,4,2,2,2,2,2,2,2,,3,4,4,3,3,3,1,2,2,2,2,2,3,3,2,3,3,3,2,2,2,2,3,3,4,4,3,2,3,3,3,2,2,3,3,3,3,4,4,3,2,4,4,1,2,1,2,2,2,2,3,2,1,4,2,1,2,3,3,1,2,3,3,1,2,3,3,2,2,3,3,1,1,2,2,2,2,3,6,2,2,2,2,3,3,3,3,4,2,2,2,3,2,2,3,2,2,4,1,10,4,4,3,11,1.21166600
64,1,1,1,58,4,3,4,6,3,2,2,3,4,3,3,4,4,3,3,5,5,4,4,4,5,4,5,5,4,1,5,4,3,3,2,4,3,4,4,4,4,2,2,1,2,2,,3,4,4,4,4,4,1,4,5,4,3,4,3,3,3,4,4,4,2,2,1,4,4,5,5,4,5,5,5,4,5,4,4,4,5,4,5,4,5,4,5,4,4,3,3,4,4,4,5,5,4,5,1,3,2,1,3,3,4,1,3,4,4,3,4,4,4,3,4,4,4,4,3,4,1,1,4,4,6,4,3,3,3,4,3,3,2,2,2,4,1,3,3,4,4,3,2,3,98,5,5,5,5,15,1.21166600
65,1,1,1,53,3,2,3,5,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,3,4,4,3,4,4,2,2,2,2,2,2,4,3,4,4,4,4,2,2,2,2,2,,3,4,4,3,4,3,2,1,1,1,3,2,2,3,2,3,2,3,1,2,1,2,3,3,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,5,5,4,2,1,3,2,3,3,4,4,3,3,1,4,1,2,2,1,2,3,3,2,2,3,3,2,3,2,3,3,3,1,2,2,3,2,2,2,7,2,2,3,2,2,3,3,3,1,1,2,2,2,3,2,2,6,2,4,98,11,2,4,4,4,1.21166600
66,1,1,1,53,2,2,3,5,2,3,3,2,2,3,2,1,2,3,2,3,2,3,3,3,3,2,3,4,3,1,3,2,2,2,3,4,4,4,4,4,4,2,2,2,2,2,,3,3,2,3,4,3,2,3,3,2,2,3,2,2,2,3,3,3,2,2,2,2,3,3,4,3,4,4,4,3,4,4,3,3,4,4,3,3,3,4,4,3,3,2,3,2,2,3,3,3,2,3,1,2,2,2,3,2,3,3,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,1,2,3,8,3,4,3,3,2,2,3,3,1,1,2,2,2,3,4,3,6,2,4,1,10,3,2,2,8,1.21166600
67,1,1,1,58,1,5,4,6,3,4,3,4,3,3,1,4,1,3,3,2,3,3,3,5,3,4,3,3,5,3,4,4,3,2,3,3,3,2,2,3,2,2,2,2,2,2,,1,1,1,2,3,3,2,1,3,2,4,2,2,2,4,4,4,4,4,2,2,4,5,5,1,4,5,2,5,3,4,4,2,2,2,3,4,4,4,3,3,3,3,3,4,3,4,1,2,2,5,1,1,4,1,1,1,3,3,3,3,3,3,4,4,4,4,1,2,2,2,4,1,4,2,3,2,2,4,4,4,4,4,2,3,4,5,2,2,3,3,3,4,3,3,8,2,3,1,10,3,4,2,1,1.21166600
68,1,1,1,58,1,1,3,4,2,1,2,2,1,1,1,2,2,1,1,1,3,1,3,2,2,2,4,3,3,1,1,2,3,2,3,3,1,2,3,3,3,2,2,1,2,2,,2,2,2,3,4,4,2,2,4,1,1,2,1,2,1,2,1,2,4,3,2,2,1,1,2,3,1,3,1,2,3,2,2,3,5,4,5,4,4,3,1,1,1,1,2,1,2,3,2,2,4,4,1,4,1,2,3,2,2,1,3,2,3,2,4,4,4,1,3,1,3,4,3,3,2,2,3,3,7,2,3,3,2,3,4,2,2,1,1,2,2,2,2,3,3,3,2,3,1,6,4,5,1,14,1.21166600
69,1,1,1,56,2,1,2,4,2,1,4,2,1,1,1,2,2,1,2,1,3,1,2,2,3,2,4,4,4,1,2,2,4,3,3,3,3,3,3,4,2,2,1,2,2,2,,1,2,2,4,3,3,2,1,3,1,2,1,1,3,1,1,2,2,4,3,2,1,3,3,4,3,3,3,2,2,3,4,5,2,4,4,5,3,3,2,2,2,2,1,2,1,3,2,3,2,3,3,1,3,1,1,3,2,3,1,3,2,3,3,4,4,4,1,3,2,2,4,3,3,3,3,2,2,9,2,2,2,3,2,3,2,3,1,5,3,2,2,3,3,3,2,2,4,1,10,3,4,1,13,1.21166600
70,1,1,1,50,1,2,3,5,2,1,3,2,2,2,1,3,2,2,2,1,2,3,3,4,5,4,4,4,4,1,4,3,3,3,1,4,3,4,4,3,3,2,2,2,2,2,,1,2,2,3,3,3,2,1,2,2,3,2,3,2,3,2,2,2,4,2,2,2,2,3,2,2,3,3,3,3,3,4,4,3,3,3,4,4,4,3,2,1,1,2,3,3,3,2,2,4,3,2,1,3,4,1,3,3,3,1,3,2,2,3,3,3,3,1,2,2,2,4,3,4,2,3,3,3,6,2,3,3,2,3,3,2,3,1,1,3,2,3,3,4,3,4,2,3,2,8,4,5,3,8,1.21166600
71,1,1,1,52,2,2,1,4,2,2,4,2,1,1,1,2,3,2,2,3,4,2,2,4,5,3,4,4,5,2,1,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,,1,1,1,2,3,1,3,1,2,2,2,1,1,2,2,2,1,3,2,3,1,4,4,3,2,3,2,4,3,2,2,4,4,1,3,2,5,4,2,1,2,2,1,2,2,1,2,2,3,2,2,3,1,4,3,1,1,3,3,1,4,2,3,2,3,4,4,1,2,2,3,1,3,3,2,1,3,3,7,2,1,2,2,3,2,2,3,8,99,3,4,3,4,3,3,6,2,4,2,10,2,2,4,14,1.21166600
72,1,1,1,55,3,3,5,6,3,2,4,3,3,1,1,2,3,2,2,3,4,4,4,5,5,5,4,5,5,3,2,3,4,2,2,3,3,2,2,2,2,2,2,2,2,2,,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,3,3,5,5,3,3,2,2,2,1,2,2,3,3,2,3,2,3,4,3,1,3,2,2,1,4,3,3,1,2,2,4,3,1,4,4,1,2,3,4,1,4,2,2,2,3,4,4,1,2,2,2,4,3,3,1,1,4,4,7,2,4,1,1,1,1,2,3,8,99,4,1,4,4,4,4,6,2,4,98,10,3,3,6,1,1.21166600
