Q5_4,2018,2019,2020,2021,2022
1,1.2736593318823832,-0.6624326522559741,-0.6859912936558877,0.6418594034301538,-0.2340937177120897
2,-0.9272888934489427,-1.0365153217576333,-0.340464553123821,-0.7573811160798686,-0.28977777920279474
3,0.5633305987637751,-0.9108692342914272,0.7796417607084368,-0.6474407895469383,-0.7124055279527606
4,0.4348289184006098,0.8517454813566573,0.689690584454221,2.3723486989874467,1.7876660533350448
99,,,,-1.0950549761452975,-1.0950549761452975
