Q5_10,2018,2019,2020,2021,2022
1,1.1565415314196557,-0.607752274931433,-0.37596715354064086,0.32250464923867067,-0.5765878888620829
2,-0.7456546832883076,-0.7359158126416357,-0.5419175093599308,-0.6061940556279656,-0.6311255644834457
3,-0.10873254299596287,-0.197551043293611,0.5414344613758557,0.17369470575752338,-0.5352950773201939
4,1.2243240711204924,2.1148464030521743,-0.11613408468743346,0.8347692452536146,-0.21897655871628918
99,-0.8531718152275659,3.04237644344121,-0.8531718152275659,-0.8531718152275659,-0.8531718152275659
