Q14,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,0.12166666666666667,0.057708161582852434,0.0714879467996675,0.07166666666666667,0.07660283097418817,0.07083333333333333,0.05583333333333333,0.005833333333333334,0.045,0.06,0.04,0.13416666666666666,0.14083333333333334,0.03916666666666667,0.041666666666666664,0.04416666666666667
2,0.5666666666666667,0.45094806265457543,0.3798836242726517,0.3775,0.3713572023313905,0.3975,0.3016666666666667,0.11666666666666667,0.3433333333333333,0.31833333333333336,0.2875,0.6441666666666667,0.5666666666666667,0.3541666666666667,0.3491666666666667,0.31833333333333336
3,0.25333333333333335,0.3759274525968673,0.3865336658354115,0.4025,0.38301415487094087,0.41083333333333333,0.4483333333333333,0.32666666666666666,0.4533333333333333,0.43333333333333335,0.465,0.195,0.24833333333333332,0.4683333333333333,0.49416666666666664,0.48333333333333334
4,0.058333333333333334,0.11541632316570487,0.16209476309226933,0.14833333333333334,0.16902581182348042,0.12083333333333333,0.19416666666666665,0.4041666666666667,0.1575,0.18833333333333332,0.20666666666666667,0.02666666666666667,0.04416666666666667,0.13833333333333334,0.115,0.15333333333333332
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334,0.0,0.0008333333333333334,0.0,0.0,0.0,0.0,0.0008333333333333334
